model,n,method,error_P_mean,error_P_std,error_Theta_mean,error_Theta_std,error_B_mean,error_B_std,time_mean,time_std
1,1200,Non-random,21.5983588085428,1.06395829538683,0,0,0.00228410144742148,0.000957029536047776,0.0063209,0.000440636533982839
1,1200,Random Projection,12.4846329966846,0.915829699686833,0,0,0.00232798011070205,0.000990984492015106,0.00537933541666667,0.000550768817796524
1,1200,Random Sampling,15.6568959975606,1.15225500060844,0,0,0.00306894438190044,0.00134659041014845,0.016508125,0.00114503088209139
2,200,Non-random,9.35860299283098,0.30036254574766,0.448797602894618,0.424923477914781,0.0634077205120048,0.0544919229729119,0.00231582708333333,0.000491011979797481
2,200,Random Projection,8.01662205183729,0.512709330885245,0.633231795567616,0.414233502720898,0.0909177516071972,0.0427640744393569,0.00185565416666667,0.000312299801399148
2,200,Random Sampling,11.1055584684881,0.899797226457582,0.893411352329263,0.438984594242626,0.0901351417136178,0.055169993195458,0.00327275625,0.000373723057927744
2,400,Non-random,13.1555117828387,0.527200660678796,0.0184627707328022,0.0292131681571442,0.0101659057971299,0.00458659954717517,0.00284715,0.000504351834634727
2,400,Random Projection,10.179684028783,0.860189573817066,0.203753310515094,0.352585051814177,0.0650171074355203,0.0428942971887574,0.00292589375,0.00107258013709413
2,400,Random Sampling,12.4196053233674,2.31362973269862,0.292983559645382,0.476397347439244,0.0524322049482068,0.0475657280744713,0.00541042708333333,0.000933962687136911
2,600,Non-random,16.3868415683376,0.627552616804234,0.00225,0.00557445615316048,0.00591896951893117,0.00378669097682637,0.00360573333333333,0.000359577263675877
2,600,Random Projection,11.7441497518448,0.799817025259421,0.00708333333333333,0.0160488563291496,0.0263288238092436,0.0164493536179313,0.00282604583333333,0.000460588997061568
2,600,Random Sampling,12.7063062305201,1.49265047229473,0.0265,0.0650840661953033,0.0160935332432195,0.0137634603157498,0.0071105125,0.00111930090564575
2,800,Non-random,18.8257422561153,0.960545031514322,0.00118914561685112,0.00531802086885003,0.00583027418370214,0.00314651600908561,0.004232775,0.000413827110356586
2,800,Random Projection,11.8541176442639,1.47449249365757,0.0138773619441863,0.0493704309206144,0.0209498730337801,0.0195089896406481,0.003489775,0.000798247740210683
2,800,Random Sampling,13.5989167618436,1.36342063110861,0.00568914913688716,0.0222549954398835,0.0109768578411504,0.00748604028997259,0.00944761666666667,0.00101101316220153
2,1000,Non-random,20.9931555501093,0.907670507587516,0.0002,0.000615587011251092,0.00327622758530427,0.001577710551602,0.00615319791666667,0.000834802630453422
2,1000,Random Projection,13.1165368996591,1.91663714634957,0.00644925284566003,0.0288419355339596,0.0124266186921388,0.015760352425509,0.00431771041666667,0.000711522440662512
2,1000,Random Sampling,15.2805704848818,1.18442828687955,0.00169760479041916,0.00362306599031178,0.00601230362187347,0.00496132598254015,0.0134255979166667,0.000913363518285121
2,1200,Non-random,23.3542441575401,0.922784190416599,0.00025,0.0011180339887499,0.00274357505394175,0.00147285348681278,0.007427575,0.000531240974398735
2,1200,Random Projection,13.3827916420724,0.824219825471638,0.00025,0.0011180339887499,0.00982206116708592,0.00662413435597572,0.00556269166666667,0.000535007220807149
2,1200,Random Sampling,16.5699298820534,1.0272435665276,0.000916666666666667,0.00183173774266262,0.00555332518215637,0.00301495587094648,0.0177982708333333,0.000896369845207283
3,200,Non-random,11.2984625720263,0.162132708914844,0.136024423337856,0.0699100388460539,0.0601722161601218,0.0248999721323698,0.00189140416666667,0.000652916778359018
3,200,Random Projection,10.1828557703946,0.399812119267203,0.19228855721393,0.123997632722867,0.0722132867025027,0.0412776271231405,0.00157750208333333,0.000509500535417964
3,200,Random Sampling,13.5488132195169,0.790428141637599,0.560900045228403,0.148054128683263,0.162344988455919,0.0291361950417677,0.00287800625,0.000449716453731011
3,400,Non-random,16.1176710350488,0.158388123898979,0.0146616541353383,0.0101975336855338,0.013915291035857,0.00569592316872007,0.00219804791666667,0.000227340110848368
3,400,Random Projection,13.0639104548513,0.672750079392118,0.0169172932330827,0.0124087128771469,0.0160130709211928,0.00633474085599118,0.00175926875,0.000168476178359212
3,400,Random Sampling,16.9850113018654,0.758425232318579,0.16275389967456,0.0619922026130187,0.0640612045629339,0.0226518126112843,0.00438125,0.000460315424091386
3,600,Non-random,19.6638329972806,0.161846284348108,0.0015,0.0028562028528874,0.00649430250730013,0.00205339789656171,0.00320415208333333,0.000282366276077802
3,600,Random Projection,14.4173898637425,0.902522108362965,0.002,0.00299121520808059,0.00680591151268261,0.00207330425697558,0.00274796666666667,0.000204724155449623
3,600,Random Sampling,20.3413723016734,0.532949346344333,0.056,0.0158612404107756,0.0243662514093037,0.00689159554519214,0.0073057,0.000503879003695825
3,800,Non-random,22.8628341452359,0.210828521316476,0,0,0.0044897884535838,0.00122221873512825,0.00383065833333333,0.000267960598291693
3,800,Random Projection,15.0786668543126,1.00809759881822,0,0,0.00469490504965739,0.00122621556863702,0.00337077291666667,0.000228781057743265
3,800,Random Sampling,22.577362792483,0.61632032531895,0.0235997296612317,0.00893962454373538,0.0122641279780576,0.0044011556693279,0.0102407229166667,0.000577369080289911
3,1000,Non-random,25.5038994754895,0.189014852936524,0,0,0.00306830376997123,0.000201558457044349,0.0056135875,0.000720003123076905
3,1000,Random Projection,16.3773827127266,0.900440383362159,0,0,0.00321975109790138,0.00024439393900385,0.00430775416666667,0.000340351063838064
3,1000,Random Sampling,24.5396869676832,0.868631165141811,0.00930391469313625,0.0089208495472195,0.00635477341324349,0.00424747527876727,0.0136467479166667,0.00115474406787583
3,1200,Non-random,27.9818285507589,0.183810017700126,0,0,0.00294170599228029,0.000821947085035902,0.00703849166666667,0.00192726891574868
3,1200,Random Projection,16.9739261341213,0.587020368950065,0,0,0.0030125756852075,0.000810406982480126,0.00552109375,0.00112375216621858
3,1200,Random Sampling,26.9670346180942,0.693423222501931,0.003625,0.00348634554557604,0.00394420509996593,0.00166105376989593,0.0181329,0.00192335027112172
