K,rep,seed,n,m,rho_n,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,p_in,p_out,sampling_mode,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,non_random_eigensolver,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_core_eigensolver,rp_lift_sec,rs_sample_matrix_wall_sec,rs_eigensolver,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_core_eigensolver,cs_lift_sec,cs_hash_seed,cs_sparse_explicit_sketch_sec
2,8,20460514,5000,3,16.0,159602,936700,0.037468,1.9713321999879556,0.3454281999729574,0,0.0,95.7612,133.0,159840.03840000002,31.968007680000003,95.90402304,0.2498499699939988,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0376598999137058,,0.0462230999255552,0.0001738000428304,0.0416795999044552,0.0880844999337568,1.0565361570087903,0.8561201449602934,2.4048368998337537,0.953125,0.1433464000001549,41.32203006744385,,,,,,,,,,,0.0329892000881955,eigsh,0.0128763000248,470850.0,329761.0,0.7,655985.0,,,,,,,,,,,,,,
2,8,20460514,5000,3,16.0,159602,936700,0.037468,2.1728957919999985,0.4284026670000003,0,0.0,95.7612,133.0,159840.03840000002,31.968007680000003,95.90402304000001,0.2498499699939988,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.017759042000001557,,0.49580279099999913,0.00017966600000107746,0.04564816600000299,0.5416346670000003,0.9999996928826109,0.7833913014632651,3.142929082000002,2.4203219999999988,0.5688648339999993,36.11813735961914,484.484375,484.58984375,0.10546875,,,,,,,,,,,,,,,0.0004830419999990454,162.0,19.0,44.0,0.0,0.01634412499999982,0.34647983400000015,0.0825610420000018,0.04595720799999725,0.003631500000000898,eigsh,0.0002960839999985865,1283816626.0,0.01634412499999982
2,9,20460515,5000,3,16.0,159576,936546,0.03746184,1.949323799926788,0.3556298000039533,0,0.0,95.7456,132.0,159840.03840000002,31.968007680000003,95.90402304,0.2498499699939988,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.0333146000048145,eigsh,0.0165470000356435,7.409998215734959e-05,0.0355534999398514,0.0521811000071466,1.0,0.7808489933629901,2.3571281998883933,0.65625,0.1000660000136122,32.19450664520264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,20460515,5000,3,16.0,159576,936546,0.03746184,1.949323799926788,0.3556298000039533,0,0.0,95.7456,132.0,159840.03840000002,31.968007680000003,95.90402304,0.2498499699939988,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0333224999485537,,0.4294130000052973,0.000292700016871,0.0358012999640777,0.4655156000517308,0.9999997119293385,0.7808324127392886,2.770460599916987,1.15625,0.5136561000254005,35.86006832122803,,,,0.0063169000204652,0.3428624999942258,0.0346128999954089,0.041591600049287,0.0030125000048428,eigsh,0.0003314999630674,,,,,,,,,,,,,,,,,,,,,
2,9,20460515,5000,3,16.0,159576,936546,0.03746184,1.949323799926788,0.3556298000039533,0,0.0,95.7456,132.0,159840.03840000002,31.968007680000003,95.90402304,0.2498499699939988,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.0325658000074327,,0.0363846999825909,0.0001366999931633,0.0350087000988423,0.0715379999019205,1.0566039904994895,0.853447859178806,2.3764837000053376,0.796875,0.1189820999279618,41.28406429290772,,,,,,,,,,,0.024442300084047,eigsh,0.0116446000756695,470773.0,329267.0,0.7,654974.0,,,,,,,,,,,,,,
2,9,20460515,5000,3,16.0,159576,936546,0.03746184,2.1853641659999994,0.4071768339999977,0,0.0,95.7456,132.0,159840.03840000002,31.968007680000003,95.90402304000001,0.2498499699939988,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.017636417000005622,,0.5115592499999977,0.0001813749999968195,0.04355770800000158,0.5553034580000045,0.9999996697757173,0.7808285193686839,3.147839332999993,2.2825890000000015,0.5822926669999973,36.102699279785156,486.6640625,486.7421875,0.078125,,,,,,,,,,,,,,,0.0005306250000032264,162.0,15.0,47.0,0.0,0.016009500000002674,0.3427356250000031,0.10156229100000047,0.046769875000002514,0.003683041999998693,eigsh,0.00021904199999767116,2252070863.0,0.016009500000002674
2,10,20460516,5000,3,16.0,159765,937526,0.03750104,1.9525001000147315,0.3570051999995485,0,0.0,95.859,132.0,159840.03840000002,31.968007680000003,95.90402304,0.2498499699939988,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.0325973000144586,eigsh,0.0224596000043675,9.510002564638852e-05,0.0380883999168872,0.0606497999979183,1.0,0.7827868826125335,2.370148399961181,0.890625,0.1120671000098809,32.22815227508545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,20460516,5000,3,16.0,159765,937526,0.03750104,1.9525001000147315,0.3570051999995485,0,0.0,95.859,132.0,159840.03840000002,31.968007680000003,95.90402304,0.2498499699939988,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.0340811000205576,,0.4284566000569612,0.0002324999077245,0.0358084000181406,0.4645066000521183,0.999999634159241,0.7827668419689797,2.774002799997106,1.125,0.514591500046663,35.871283531188965,,,,0.0063583999872207,0.3426465999800712,0.0337122000055387,0.041501700063236,0.0030528000788763,eigsh,0.0002810999285429,,,,,,,,,,,,,,,,,,,,,
2,10,20460516,5000,3,16.0,159765,937526,0.03750104,1.9525001000147315,0.3570051999995485,0,0.0,95.859,132.0,159840.03840000002,31.968007680000003,95.90402304,0.2498499699939988,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.032193399965763,,0.0387267000041902,0.0001767999492585,0.0355163000058382,0.0744276000186801,1.0538538463535585,0.8523216629593662,2.383925099973567,0.8125,0.1219275000039488,41.37350082397461,,,,,,,,,,,0.025992399896495,eigsh,0.0123958999756723,471263.0,330250.0,0.7,657009.0,,,,,,,,,,,,,,
2,10,20460516,5000,3,16.0,159765,937526,0.03750104,2.225355624999999,0.4257224999999991,0,0.0,95.859,132.0,159840.03840000002,31.968007680000003,95.90402304000001,0.2498499699939988,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.017461291000003598,,0.5015992919999945,0.00019766699999479442,0.046039833000001806,0.5478412910000046,0.9999996254127205,0.782763507195969,3.198914916999989,2.423620999999997,0.5748349579999967,36.10627746582031,486.7578125,493.25,6.4921875,,,,,,,,,,,,,,,0.0004904169999946362,162.0,15.0,45.0,0.0,0.01873245800000234,0.3464832909999984,0.08589620900000483,0.046093124999998736,0.0035610830000010196,eigsh,0.0002882499999969923,244876348.0,0.01873245800000234
4,1,20660507,5000,3,16.0,80229,480244,0.01920976,1.1065938000101596,0.1840310000116005,0,0.0,48.1374,75.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.0008,0.9978677344007852,0.9953082405591348,0.0327416999498382,eigsh,0.0172841999446973,0.0001141000539064,0.0534191000042483,0.0708239999366924,1.0000000000000009,0.5756210414640748,1.3614422000246122,0.921875,0.1115895999828353,16.528620719909668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,20660507,5000,3,16.0,80229,480244,0.01920976,1.1065938000101596,0.1840310000116005,0,0.0,48.1374,75.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0034,0.9909563015626652,0.9822995963960112,0.032758199959062,,0.2459446000866592,0.0002568999771028,0.0531685999594628,0.2993775999639183,0.999998946688882,0.5700039979615451,1.5899949000449851,1.1875,0.3423277999972924,30.952982902526852,,,,0.0065733999945223,0.1795644999947399,0.0332571000326424,0.0227984000230208,0.002738400013186,eigsh,0.000280600041151,,,,,,,,,,,,,,,,,,,,,
4,1,20660507,5000,3,16.0,80229,480244,0.01920976,1.1065938000101596,0.1840310000116005,0,0.0,48.1374,75.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.0072,0.980886894869149,0.9644520054338338,0.0330037000821903,,0.029974800068885,9.730004239827394e-05,0.0578862000256776,0.0879648000700399,1.056130361899542,0.6770257087000546,1.3785831001587212,1.0,0.1304772000294178,21.277313232421875,,,,,,,,,,,0.0134819999802857,eigsh,0.0163405999774113,242622.0,169999.0,0.7,336515.0,,,,,,,,,,,,,,
4,1,20660507,5000,3,16.0,80229,480244,0.01920976,1.2050775409999943,0.19462241699999794,0,0.0,48.1374,75.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0028,0.9925534017878713,0.9860074173984466,0.019010042000005,,0.3222466670000017,0.0003879160000010984,0.0689693329999983,0.3916108749999978,0.9999991119975097,0.5689403061273378,1.7913038739999934,2.3133869999999916,0.4157254160000008,28.932353973388672,493.25,493.69921875,0.44921875,,,,,,,,,,,,,,,0.00044829099999788014,164.0,14.0,46.0,0.0,0.008335291999998162,0.18974195799999904,0.09249320800000049,0.026814625000000092,0.0039928330000051915,eigsh,0.00032520799999957717,1072827196.0,0.008335291999998162
4,2,20660508,5000,3,16.0,80192,480180,0.0192072,1.1039763999870047,0.1773803000105545,0,0.0,48.1152,75.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.001,0.9973345084742768,0.994535025805836,0.0325814000098034,eigsh,0.0152073999634012,0.0001076000044122,0.053900699946098,0.0692227999679744,1.0000000000000002,0.5751143667223553,1.3505723999114707,0.890625,0.1093278999906033,16.526423454284668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,20660508,5000,3,16.0,80192,480180,0.0192072,1.1039763999870047,0.1773803000105545,0,0.0,48.1152,75.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.003,0.9920129245448106,0.9842335013142935,0.0328719000099226,,0.2581056000199169,0.0002802999224513,0.0563533999957144,0.3147491000127047,0.9999989389781448,0.5699642937906007,1.596095999935642,1.328125,0.3580061999382451,30.95249843597412,,,,0.0074635999044403,0.1833369999658316,0.0395822999998927,0.0229159999871626,0.0033762999810278,eigsh,0.00050199998077,,,,,,,,,,,,,,,,,,,,,
4,2,20660508,5000,3,16.0,80192,480180,0.0192072,1.1039763999870047,0.1773803000105545,0,0.0,48.1152,75.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.0096,0.9745540303430966,0.9540376125765582,0.0325870999367907,,0.0353597999783232,0.0001010000705718,0.063690600101836,0.099157299962826,1.0549457104655158,0.6768372591696692,1.3805081001482904,0.890625,0.1414930000901222,21.269614219665527,,,,,,,,,,,0.014414699980989,eigsh,0.0207997999386861,242590.0,169906.0,0.7,336330.0,,,,,,,,,,,,,,
4,2,20660508,5000,3,16.0,80192,480180,0.0192072,1.1863444589999972,0.18542708400000407,0,0.0,48.1152,75.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0028,0.9925446538546339,0.9846556835820172,0.017583916999996063,,0.31058245799999895,0.00021120899999971243,0.07528212500000109,0.38608054199999486,0.9999991235611326,0.5697442149792414,1.757847335000001,2.3173790000000025,0.40805762499999787,28.933513641357422,493.76953125,494.08203125,0.3125,,,,,,,,,,,,,,,0.00040041600000506605,164.0,17.0,45.0,0.0,0.007630374999997969,0.18379054100000047,0.08787800000000345,0.026952792000003,0.0036689579999986677,eigsh,0.00021562500000271712,2475974038.0,0.007630374999997969
4,3,20660509,5000,3,16.0,79701,477122,0.01908488,1.1868756000185383,0.1602868000045418,0,0.0,47.8206,74.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.0012,0.9968008551696956,0.9931620423908296,0.03330150002148,eigsh,0.0171415000222623,0.0001466999528929,0.0545574000570923,0.0718526999698951,1.0000000000000009,0.5766956929723174,1.419008000055328,0.84375,0.1129696998978033,16.421435356140137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,20660509,5000,3,16.0,79701,477122,0.01908488,1.1868756000185383,0.1602868000045418,0,0.0,47.8206,74.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.003,0.992014004643428,0.984282687271906,0.0345673999981954,,0.2862214999040589,0.0003254000330343,0.055840199929662,0.3423957999330014,0.9999985661073814,0.5716681292301579,1.6895494998898355,1.359375,0.3895315999398008,30.91710567474365,,,,0.0068605999695137,0.2103389999829232,0.0393566000275313,0.0250706999795511,0.003243500017561,eigsh,0.0004410999827086,,,,,,,,,,,,,,,,,,,,,
4,3,20660509,5000,3,16.0,79701,477122,0.01908488,1.1868756000185383,0.1602868000045418,0,0.0,47.8206,74.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.0092,0.9756099380194384,0.95570080018835,0.0342448999872431,,0.032906400039792,0.0001259999116882,0.0683256000047549,0.1013643000042066,1.0604604348806208,0.680691315148057,1.4485203999793157,1.0625,0.1437167000258341,21.143675804138184,,,,,,,,,,,0.0136719999136403,eigsh,0.0190847000339999,241061.0,168983.0,0.7,334413.0,,,,,,,,,,,,,,
4,3,20660509,5000,3,16.0,79701,477122,0.01908488,1.2086379170000043,0.19592937499999863,0,0.0,47.8206,74.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.003,0.9920129177209912,0.9836829928785475,0.01820983300000023,,0.3156728330000007,0.00021962499999972351,0.07116545800000296,0.3870629170000015,0.9999990910413579,0.5711001497103607,1.7916252080000064,2.2805819999999954,0.4105101660000017,28.875194549560547,494.08203125,494.08203125,0.0,,,,,,,,,,,,,,,0.0004904170000017416,164.0,18.0,43.0,0.0,0.008815249999997832,0.18653175000000033,0.0889930000000021,0.02672945800000548,0.0037827499999991687,eigsh,0.0002753330000047072,3182904906.0,0.008815249999997832
4,4,20660510,5000,3,16.0,79874,478186,0.01912744,1.178807699936442,0.1588571000611409,0,0.0,47.9244,73.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.0016,0.9957373890434283,0.9908168865379976,0.033889599959366,eigsh,0.0157675999216735,0.0001397000160068,0.0580319999717175,0.0739458999596536,1.0,0.5743360139767715,1.411604099906981,0.96875,0.1158480000449344,16.45796489715576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,20660510,5000,3,16.0,79874,478186,0.01912744,1.178807699936442,0.1588571000611409,0,0.0,47.9244,73.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0028,0.9925455092916649,0.9847801932352388,0.034696799935773,,0.2527562000323087,0.0002641000319272,0.0552484000800177,0.3082773999776691,0.9999988965464364,0.5683159655141308,1.6459335001418367,1.25,0.3529331000754609,30.929530143737797,,,,0.0072144999867305,0.18369169998914,0.033589500002563,0.0245076999999582,0.0026915000053122,eigsh,0.000317099969834,,,,,,,,,,,,,,,,,,,,,
4,4,20660510,5000,3,16.0,79874,478186,0.01912744,1.178807699936442,0.1588571000611409,0,0.0,47.9244,73.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.0108,0.9713821203031638,0.9499005851858068,0.0322588999988511,,0.0294683000538498,8.269993122667074e-05,0.058219900005497,0.087776800035499,1.0558679958962034,0.6779034041687394,1.4254356999881566,0.90625,0.1306088999845087,21.15289688110352,,,,,,,,,,,0.0127662000013515,eigsh,0.0165796999353915,241593.0,168804.0,0.7,334088.0,,,,,,,,,,,,,,
4,4,20660510,5000,3,16.0,79874,478186,0.01912744,1.2017631249999994,0.18161191600000137,0,0.0,47.9244,73.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.002,0.9946756319750731,0.9894224756454862,0.017694874999996557,,0.3007564159999987,0.00020808300000396684,0.06828458399999704,0.3692535420000027,0.9999989875613071,0.5686843969213187,1.7526241240000004,2.2694160000000068,0.3915486670000021,28.893306732177734,494.11328125,494.23828125,0.125,,,,,,,,,,,,,,,0.00040887499999797683,164.0,16.0,45.0,0.0,0.007355624999995314,0.1767402500000017,0.08659300000000059,0.025724999999994225,0.0036608749999942347,eigsh,0.00023379199999595812,909506684.0,0.007355624999995314
4,5,20660511,5000,3,16.0,79865,478162,0.01912648,1.1305773999774829,0.173348999931477,0,0.0,47.919,84.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.0008,0.9978673083890912,0.9955080086326352,0.03297190007288,eigsh,0.0155411000596359,0.0001165999565273,0.0544219999574124,0.0700868000276386,1.0,0.5787021199975759,1.3740060998825356,0.765625,0.1108730999985709,16.457140922546387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,20660511,5000,3,16.0,79865,478162,0.01912648,1.1305773999774829,0.173348999931477,0,0.0,47.919,84.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0022,0.9941409180183728,0.9881737086860656,0.0336363000096753,,0.2637040000408888,0.0002829999430105,0.0563795999623835,0.3203753000125289,0.9999990934143888,0.5739050109776422,1.624292999855243,0.90625,0.3624816000228748,30.92920589447021,,,,0.0067137000150978,0.1922296999255195,0.036690300097689,0.0237944000400602,0.0030651999404653,eigsh,0.000407199957408,,,,,,,,,,,,,,,,,,,,,
4,5,20660511,5000,3,16.0,79865,478162,0.01912648,1.1305773999774829,0.173348999931477,0,0.0,47.919,84.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.0078,0.9793028189696588,0.9618119465859614,0.0324759999057278,,0.0311515999492257,0.0001157999504357,0.0611048999708145,0.092380299931392,1.0548399217117794,0.6796300178141959,1.396298699779436,1.265625,0.1355916999746114,21.15963363647461,,,,,,,,,,,0.0144689000444486,eigsh,0.0165157999144867,241581.0,168896.0,0.7,334302.0,,,,,,,,,,,,,,
4,5,20660511,5000,3,16.0,79865,478162,0.01912648,1.1899529169999994,0.20037500000000108,0,0.0,47.919,84.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0034,0.9909503111267445,0.9815379479713159,0.017675957999998104,,0.31361866599999644,0.00022395799999941346,0.06307804100000425,0.3769252920000028,0.9999991258982608,0.5736939276472497,1.7672485820000006,2.2229169999999954,0.3994155410000033,28.902202606201172,505.18359375,505.18359375,0.0,,,,,,,,,,,,,,,0.0005017920000014442,164.0,19.0,47.0,0.0,0.00864729199999914,0.1869565840000007,0.08634924999999782,0.02702250000000106,0.003817291000004275,eigsh,0.0002674170000034337,1503566932.0,0.00864729199999914
4,6,20660512,5000,3,16.0,79992,478778,0.01915112,1.0715685000177473,0.1618113999720662,0,0.0,47.9952,77.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.0008,0.9978677344007852,0.9953082405591348,0.0342779000056907,eigsh,0.0158793000737205,8.750008419156075e-05,0.0555000000167638,0.0714727999875322,0.9999999999999998,0.5788886106798657,1.3048467001644894,0.953125,0.1136904000304639,16.47828960418701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,20660512,5000,3,16.0,79992,478778,0.01915112,1.0715685000177473,0.1618113999720662,0,0.0,47.9952,77.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0036,0.9904202838218616,0.9806410925799284,0.0342650000238791,,0.25546180002857,0.000270799966529,0.0545366000151261,0.3102783999638632,0.9999988726835012,0.5730942054198082,1.5436491000000387,1.328125,0.3525939000537619,30.936453819274902,,,,0.0064885999308899,0.188542400021106,0.0340618999907746,0.0224453000118955,0.0028199999360367,eigsh,0.0003266000421717,,,,,,,,,,,,,,,,,,,,,
4,6,20660512,5000,3,16.0,79992,478778,0.01915112,1.0715685000177473,0.1618113999720662,0,0.0,47.9952,77.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.0106,0.971930278090152,0.9500736670141224,0.0342418000800535,,0.0299829000141471,8.350005373358727e-05,0.0625638000201433,0.0926359000150114,1.0570439163950185,0.6789893881674103,1.3260101000778377,0.921875,0.1358766999328509,21.213561058044437,,,,,,,,,,,0.0127391000278294,eigsh,0.0171159000601619,241889.0,169503.0,0.7,335502.0,,,,,,,,,,,,,,
4,6,20660512,5000,3,16.0,79992,478778,0.01915112,1.1833028749999954,0.18801562500000557,0,0.0,47.9952,77.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.003,0.992017612165118,0.9839595253123804,0.017372334000000933,,0.3077951249999984,0.00021108299999639257,0.07111549999999767,0.3791263330000021,0.9999988303751645,0.5732293463886455,1.7504402079999934,2.2610150000000004,0.40103579200000183,28.908448219299316,507.05859375,507.09765625,0.0390625,,,,,,,,,,,,,,,0.0004209159999959411,164.0,15.0,46.0,0.0,0.0077203339999982745,0.17920233399999574,0.08949637499999596,0.026869917000006183,0.003689999999998861,eigsh,0.00034516699999898037,709333497.0,0.0077203339999982745
4,7,20660513,5000,3,16.0,79388,475428,0.01901712,1.0616377999540418,0.1572426999919116,0,0.0,47.6328,79.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.0006,0.99839968012841,0.9964808772570836,0.0346345999278128,eigsh,0.0148997000651434,8.389994036406279e-05,0.052669099997729,0.0676581000443548,1.0,0.5757157978661525,1.28653319994919,1.03125,0.1097948000533506,16.363276481628418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,20660513,5000,3,16.0,79388,475428,0.01901712,1.0616377999540418,0.1572426999919116,0,0.0,47.6328,79.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.005,0.9867088904117453,0.974860270546762,0.0320353000424802,,0.2511535000521689,0.0002705999650061,0.0557045999448746,0.30713700002525,0.9999988465879288,0.5698021118461912,1.5260091999080032,1.3125,0.3487122999504208,30.89811611175537,,,,0.0074303000001236,0.1823553999420255,0.0350833999691531,0.0223940999712795,0.0028207999421283,eigsh,0.0002828000579029,,,,,,,,,,,,,,,,,,,,,
4,7,20660513,5000,3,16.0,79388,475428,0.01901712,1.0616377999540418,0.1572426999919116,0,0.0,47.6328,79.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.0102,0.9729700678401548,0.951118831376871,0.033273100038059,,0.0307574999751523,0.0001120999222621,0.0581881999969482,0.0890633999370038,1.058982964821228,0.6792416120746764,1.3079382998403162,1.109375,0.1317467999178916,21.087934494018555,,,,,,,,,,,0.0139321000315248,eigsh,0.0167014999315142,240214.0,168645.0,0.7,333771.0,,,,,,,,,,,,,,
4,7,20660513,5000,3,16.0,79388,475428,0.01901712,1.1906513329999981,0.1890718340000035,0,0.0,47.6328,79.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0042,0.9888251078222929,0.9777227590910837,0.017786291000000176,,0.3165283750000043,0.00039670800000379813,0.07113158299999611,0.38806412499999965,0.9999988294201335,0.5705804322197762,1.7677798330000059,2.324765999999997,0.41137537500000576,28.84840488433838,507.09765625,507.265625,0.16796875,,,,,,,,,,,,,,,0.0005490409999993062,164.0,17.0,48.0,0.0,0.009253832999995382,0.1878295420000029,0.08809941700000223,0.02627245800000111,0.003972707999999159,eigsh,0.0004556659999934709,2071877431.0,0.009253832999995382
4,8,20660514,5000,3,16.0,79317,474916,0.01899664,1.127952800015919,0.1684223999036476,0,0.0,47.5902,74.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.001,0.997334507904956,0.9943351417712,0.0337264999980106,eigsh,0.0152824999531731,0.0001208999892696,0.0540735999820753,0.0694833999732509,1.0,0.5770258600011444,1.365852199844085,0.953125,0.1114100000122562,16.345698356628418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,20660514,5000,3,16.0,79317,474916,0.01899664,1.127952800015919,0.1684223999036476,0,0.0,47.5902,74.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0024,0.9936093956294596,0.9868013068271024,0.0320181000279262,,0.2724005000200122,0.0003186000976711,0.055572299985215,0.3283008999424055,0.9999989249838186,0.571354858249513,1.624666600022465,1.265625,0.3706278000026941,30.89191436767578,,,,0.0073392000049352,0.1968366999644786,0.0386509998934343,0.0247827999992296,0.0036387000000104,eigsh,0.0004425999941304,,,,,,,,,,,,,,,,,,,,,
4,8,20660514,5000,3,16.0,79317,474916,0.01899664,1.127952800015919,0.1684223999036476,0,0.0,47.5902,74.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.0092,0.9756046509931946,0.9553862216612028,0.0340687999268993,,0.0317435000324621,9.679992217570545e-05,0.0582422000588849,0.0900889000622555,1.0598127263930932,0.6792999782497477,1.386457699933089,1.15625,0.1338715000310912,21.072757720947266,,,,,,,,,,,0.0154473999282345,eigsh,0.0161507000448182,239958.0,168575.0,0.7,333620.0,,,,,,,,,,,,,,
