K,rep,seed,n,m,rho_n,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,p_in,p_out,sampling_mode,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,non_random_eigensolver,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_core_eigensolver,rp_lift_sec,rs_sample_matrix_wall_sec,rs_eigensolver,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_core_eigensolver,cs_lift_sec,cs_hash_seed,cs_sparse_explicit_sketch_sec
4,8,20660514,5000,3,16.0,79317,474916,0.01899664,1.1857892499999991,0.1818570420000043,0,0.0,47.5902,74.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0034,0.9909507689743132,0.9826976111577865,0.01772337500000276,,0.2974018330000021,0.00021137499999923648,0.06802620799999914,0.3656442079999991,0.9999987706545432,0.570694481582699,1.733285708000004,2.278238999999985,0.3880091669999999,28.82668113708496,507.265625,507.265625,0.0,,,,,,,,,,,,,,,0.00038999999999589363,164.0,15.0,45.0,0.0,0.008055124999998498,0.17427166600000277,0.08475887500000567,0.025812416999997367,0.00368587500000217,eigsh,0.0003859169999955725,1363379360.0,0.008055124999998498
4,9,20660515,5000,3,16.0,79374,475228,0.01900912,1.0985885000554845,0.1600180999375879,0,0.0,47.6244,74.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.0016,0.9957367518462372,0.9914917366415456,0.0350385999772697,eigsh,0.0155210000229999,0.0001367999939247,0.0535361999645829,0.0692004000302404,1.0000000000000004,0.5751626155172861,1.32780059997458,0.875,0.111767099937424,16.356410026550293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,20660515,5000,3,16.0,79374,475228,0.01900912,1.0985885000554845,0.1600180999375879,0,0.0,47.6244,74.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0036,0.9904181553486128,0.9806405073991282,0.033815799979493,,0.2546320999972522,0.0002646999200806,0.0555789000354707,0.3104851000243798,0.9999989247562928,0.569900554952449,1.569082299945876,1.359375,0.3552997000515461,30.895827293396,,,,0.0074816999258473,0.1844335000496357,0.0354594000382348,0.0233790999045595,0.0027643999783322,eigsh,0.0004315000260248,,,,,,,,,,,,,,,,,,,,,
4,9,20660515,5000,3,16.0,79374,475228,0.01900912,1.0985885000554845,0.1600180999375879,0,0.0,47.6244,74.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.008,0.9787698498670682,0.9610647506765382,0.0340838999254629,,0.0292907999828457,0.0001133999321609,0.0596894000191241,0.0890996999805793,1.054008829771746,0.6767560624120835,1.3477001999272034,0.96875,0.1324662000406533,21.03142261505127,,,,,,,,,,,0.0125265000388026,eigsh,0.0166402999311685,240114.0,167876.0,0.7,332268.0,,,,,,,,,,,,,,
4,9,20660515,5000,3,16.0,79374,475228,0.01900912,1.1734337920000044,0.1885605419999976,0,0.0,47.6244,74.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0038,0.9898934591771907,0.9801181758790791,0.01822949999999679,,0.30830154099999874,0.00021887500000161708,0.0696976669999998,0.3782229159999986,0.9999989435027964,0.5694283897751569,1.7402124170000022,2.316473000000002,0.40151620799999677,28.83867645263672,507.265625,507.390625,0.125,,,,,,,,,,,,,,,0.0005247500000038485,164.0,14.0,48.0,0.0,0.009806458999996437,0.18169412499999993,0.08617770899999755,0.025977625000003002,0.0038155409999944823,eigsh,0.0002489580000002434,4043576022.0,0.009806458999996437
4,10,20660516,5000,3,16.0,79655,476870,0.0190748,1.080900999950245,0.1518369000405073,0,0.0,47.793,72.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.0008,0.9978673070225296,0.9953081254540675,0.032455800101161,eigsh,0.0154221000848338,0.0001297000562772,0.0539371999911963,0.0694956000661477,1.0000000000000009,0.575588312169148,1.3022269001230595,0.953125,0.1093125999905169,16.4127836227417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,20660516,5000,3,16.0,79655,476870,0.0190748,1.080900999950245,0.1518369000405073,0,0.0,47.793,72.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.003,0.99201548266767,0.983958941518868,0.0330274000298231,,0.2445063000777736,0.0002795000327751,0.053636800032109,0.2984322999836877,0.999998889690691,0.5710339570450604,1.53116050013341,1.21875,0.3409961999859661,30.91422176361084,,,,0.0073431000346317,0.1772023000521585,0.0330579000292345,0.0231579999672248,0.0027226000092923,eigsh,0.0002628000220283,,,,,,,,,,,,,,,,,,,,,
4,10,20660516,5000,3,16.0,79655,476870,0.0190748,1.080900999950245,0.1518369000405073,0,0.0,47.793,72.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.01,0.973496177386327,0.9522179565242348,0.0336384000256657,,0.0333840999519452,9.059999138116837e-05,0.0564006000058725,0.0898809999926015,1.0557369660356624,0.6787474338691478,1.3226131999399513,1.078125,0.1329682000214234,21.121033668518063,,,,,,,,,,,0.0154826000798493,eigsh,0.0177602000767365,240935.0,168712.0,0.7,333916.0,,,,,,,,,,,,,,
4,10,20660516,5000,3,16.0,79655,476870,0.0190748,1.195956124999995,0.17914337500000244,0,0.0,47.793,72.0,79904.0384,15.980807680000002,47.94242304,0.0623875075135075,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0028,0.9925425335780713,0.9848547462240018,0.017585582999998906,,0.31002612500000026,0.00021170800000192003,0.07556929099999365,0.3858120000000014,0.9999985798831974,0.5706235393684372,1.7609066239999933,2.3565260000000023,0.40832562500000336,28.863849639892578,507.421875,507.4609375,0.0390625,,,,,,,,,,,,,,,0.0004844999999988886,164.0,15.0,46.0,0.0,0.00809254199999998,0.17910358299999984,0.09084224999999435,0.027369499999998936,0.0037197919999982787,eigsh,0.0003583749999975794,91365931.0,0.00809254199999998
6,1,20860507,5000,3,16.0,65475,394324,0.01577296,0.9228464000625536,0.1303489999845624,0,0.0,39.285,65.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.1276,0.7171744289630555,0.6746432892388718,0.0320071999449282,eigsh,0.0259635000256821,9.020010475069284e-05,0.0894874000223353,0.1155470999656245,1.0000000000000002,0.5033600182247482,1.1687365001998842,1.375,0.1540101000573486,13.578791618347168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,20860507,5000,3,16.0,65475,394324,0.01577296,0.9228464000625536,0.1303489999845624,0,0.0,39.285,65.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.2964,0.4154637131062463,0.3972473864106701,0.0319516999879851,,0.2173848999664187,0.0002976000541821,0.1394162999931723,0.3571072000777349,0.9999983955431476,0.4832164333035805,1.4102942000608891,1.953125,0.3972737999865785,30.284754753112797,,,,0.007050999905914,0.1508786999620497,0.0355251999571919,0.018918800051324,0.0040058000013232,eigsh,0.0003147000679746,,,,,,,,,,,,,,,,,,,,,
6,1,20860507,5000,3,16.0,65475,394324,0.01577296,0.9228464000625536,0.1303489999845624,0,0.0,39.285,65.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.3618,0.3210201650317789,0.3137835978330771,0.031068000011146,,0.0804310999810695,0.0001256000250577,0.1535959000466391,0.234159699990414,1.0527354519786396,0.6344503775838879,1.2873480000998825,1.890625,0.2733750999905169,17.481929779052734,,,,,,,,,,,0.012752900016494,eigsh,0.0675261999713257,199662.0,139599.0,0.7,275744.0,,,,,,,,,,,,,,
6,1,20860507,5000,3,16.0,65475,394324,0.01577296,1.0208496659999966,0.15433141700000164,0,0.0,39.285,65.0,65110.56828416001,13.022113656832001,39.06634097049601,0.027694498899779957,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.3384,0.3547828311641108,0.34463286923271197,0.0182522500000033,,0.29399433300000055,0.00027816699999760885,0.25917966699999795,0.5534572910000009,0.9999986853701055,0.4804762143241578,1.7286332499999943,4.274011000000002,0.5760542909999984,27.62363052368164,507.4609375,507.68359375,0.22265625,,,,,,,,,,,,,,,0.0005141250000022524,166.0,19.0,41.0,0.0,0.007122792000004097,0.1621231670000043,0.09384500000000173,0.02321570799999506,0.0065104580000010515,eigsh,0.0005953750000031732,1854184381.0,0.007122792000004097
6,2,20860508,5000,3,16.0,65422,394028,0.01576112,0.9118669000454248,0.1233727999497205,0,0.0,39.2532,64.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.1178,0.737321281919868,0.6939674134659111,0.0315966000780463,eigsh,0.0261331000365316,0.000110299908556,0.0895489000249654,0.1157989000203087,0.9999999999999996,0.5026554114221182,1.1510319999651983,1.3125,0.1539160999236628,13.568629264831545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,20860508,5000,3,16.0,65422,394028,0.01576112,0.9118669000454248,0.1233727999497205,0,0.0,39.2532,64.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.3028,0.4058139368550534,0.388292194206895,0.0304033999564126,,0.2179753000382334,0.0002921000123023,0.1299278000369668,0.348203600035049,0.9999984794523736,0.4818071004613209,1.3834349000826478,2.0,0.386481299996376,30.28156566619873,,,,0.0065099999774247,0.1487385999644175,0.0366682999301701,0.0208011000650003,0.0042478999821469,eigsh,0.0003143000649288,,,,,,,,,,,,,,,,,,,,,
6,2,20860508,5000,3,16.0,65422,394028,0.01576112,0.9118669000454248,0.1233727999497205,0,0.0,39.2532,64.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.413,0.2576430417549719,0.2573005057745586,0.0327019999967888,,0.075146000017412,0.0001613000640645,0.1875719999661669,0.2628867999883368,1.0578966261881932,0.6351722656217933,1.298119000042789,2.171875,0.3036212000297382,17.48480796813965,,,,,,,,,,,0.0118951000040397,eigsh,0.063112000003457,199514.0,139753.0,0.7,275975.0,,,,,,,,,,,,,,
6,2,20860508,5000,3,16.0,65422,394028,0.01576112,1.0091677079999997,0.14457495799999975,0,0.0,39.2532,64.0,65110.56828416001,13.022113656832001,39.06634097049601,0.027694498899779957,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.331,0.3648047603093169,0.3528465402554071,0.017968833000004736,,0.2844310830000012,0.0002606250000027899,0.22804849999999988,0.512745332999998,0.9999987793454163,0.48080573184764774,1.6664828740000033,3.8910899999999913,0.5345627499999992,27.61529541015625,507.68359375,508.06640625,0.3828125,,,,,,,,,,,,,,,0.0003805419999949322,166.0,15.0,51.0,0.0,0.006463208999996084,0.1506310830000004,0.09844499999999812,0.022634750000001702,0.005458916999998564,eigsh,0.0003666249999980664,764646517.0,0.006463208999996084
6,3,20860509,5000,3,16.0,65016,391546,0.01566184,0.9084453000687064,0.126781899947673,0,0.0,39.0096,63.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.1248,0.7227624699107754,0.6806912402678624,0.031416599988006,eigsh,0.025830200058408,0.0001195999793708,0.0897845999570563,0.1157415000488981,0.9999999999999994,0.5033539280606872,1.1509616000112146,1.109375,0.153465099981986,13.483416557312012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,20860509,5000,3,16.0,65016,391546,0.01566184,0.9084453000687064,0.126781899947673,0,0.0,39.0096,63.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.3198,0.3800100511057807,0.3657022417959555,0.0325366999022662,,0.2401689999969676,0.0003540000179782,0.1579289999790489,0.398461400065571,0.9999986037773908,0.4813768518019917,1.4336792000103742,2.03125,0.4388083999510854,30.25321102142334,,,,0.0078314000274986,0.1634475999744609,0.0400071999756619,0.0231411999557167,0.0042899000691249,eigsh,0.0005479000974446,,,,,,,,,,,,,,,,,,,,,
6,3,20860509,5000,3,16.0,65016,391546,0.01566184,0.9084453000687064,0.126781899947673,0,0.0,39.0096,63.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.3756,0.3032440293421681,0.2995544139843789,0.0314739999594166,,0.0869324000086635,0.0001310999505221,0.1692910999990999,0.2563632000237703,1.0589046683622396,0.636341146243729,1.291581799974665,1.859375,0.2966407000785693,17.368122100830078,,,,,,,,,,,0.0134882000274956,eigsh,0.0733065000968054,198273.0,138772.0,0.7,274018.0,,,,,,,,,,,,,,
6,3,20860509,5000,3,16.0,65016,391546,0.01566184,1.0079635839999952,0.15153583299999696,0,0.0,39.0096,63.0,65110.56828416001,13.022113656832001,39.06634097049601,0.027694498899779957,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.319,0.38101963234583186,0.3685977395629237,0.01813045800000168,,0.28509254099999737,0.00024150000000133787,0.20814787499999454,0.4934872090000084,0.9999983957624937,0.4800350004702076,1.6529813329999854,3.698178000000013,0.5158579590000016,27.56643295288086,508.06640625,508.09765625,0.03125,,,,,,,,,,,,,,,0.0005553339999977425,166.0,17.0,48.0,0.0,0.006617499999990173,0.1564047500000072,0.09279224999998803,0.02303941700000678,0.005334875000002626,eigsh,0.0002900829999958887,1331761041.0,0.006617499999990173
6,4,20860510,5000,3,16.0,65164,392382,0.01569528,0.9240142999915406,0.1261342000216245,0,0.0,39.0984,70.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.1198,0.7332284197292169,0.6899179447940523,0.0319951999699696,eigsh,0.0259025000268593,9.909993968904018e-05,0.0889518000185489,0.1149597000330686,1.0000000000000002,0.5036795962337005,1.1651018999982623,1.328125,0.1532797999680042,13.512118339538574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,20860510,5000,3,16.0,65164,392382,0.01569528,0.9240142999915406,0.1261342000216245,0,0.0,39.0984,70.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.3068,0.3994137653638874,0.3837018051970715,0.0308110000332817,,0.2201798999449238,0.0003261000383645,0.1511120999930426,0.3716280999360606,0.9999986197793572,0.4824711305910712,1.4217665999894962,2.109375,0.4103355000261217,30.26267910003662,,,,0.0074978999327868,0.152102299965918,0.0353556999471038,0.0203749999636784,0.0037829000502824,eigsh,0.000271400087513,,,,,,,,,,,,,,,,,,,,,
6,4,20860510,5000,3,16.0,65164,392382,0.01569528,0.9240142999915406,0.1261342000216245,0,0.0,39.0984,70.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.4422,0.2297483005783149,0.2352603807741068,0.0320620000129565,,0.0732650998979806,9.710004087537528e-05,0.2273278000066056,0.300696299993433,1.053945094473178,0.6349020240596175,1.350838499958627,2.59375,0.3406172000104561,17.384146690368652,,,,,,,,,,,0.0117153000319376,eigsh,0.0614045999245718,198691.0,138749.0,0.7,274020.0,,,,,,,,,,,,,,
6,4,20860510,5000,3,16.0,65164,392382,0.01569528,1.0354301250000049,0.14673266699999488,0,0.0,39.0984,70.0,65110.56828416001,13.022113656832001,39.06634097049601,0.027694498899779957,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.2978,0.41369759944041923,0.39604260713520417,0.017698291000002087,,0.2729970000000037,0.0002309999999994261,0.20115599999999745,0.4743886669999995,0.9999979598551358,0.4822643849461358,1.6565467920000003,3.6314820000000054,0.49583395900000937,27.585281372070312,508.09765625,508.09765625,0.0,,,,,,,,,,,,,,,0.0003857079999960433,166.0,17.0,42.0,0.0,0.0060657910000117,0.15223987500000646,0.0862201250000112,0.022625958999995532,0.00518408300000317,eigsh,0.00023295799999800693,1566802680.0,0.0060657910000117
6,5,20860511,5000,3,16.0,65151,392368,0.01569472,0.9212772999890148,0.1256997999735176,0,0.0,39.0906,62.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.116,0.7406886015711516,0.6968932406372,0.0330759000498801,eigsh,0.026517100050114,0.0001573000336065,0.0867971000261604,0.1134774000383913,0.9999999999999984,0.5029810443086625,1.1604486000724137,1.484375,0.1529534999281168,13.511637687683104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,20860511,5000,3,16.0,65151,392368,0.01569472,0.9212772999890148,0.1256997999735176,0,0.0,39.0906,62.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.331,0.3649998103472959,0.3528984983788699,0.0317474999465048,,0.2172495999839157,0.0003007999621331,0.1522071999497711,0.369766499963589,0.9999985995516834,0.4792974911042542,1.4167346998583523,2.03125,0.4093160000629723,30.262667655944824,,,,0.0070558000588789,0.1497834000037983,0.0352598000317812,0.019739499897696,0.0040929999668151,eigsh,0.0003237000200897,,,,,,,,,,,,,,,,,,,,,
6,5,20860511,5000,3,16.0,65151,392368,0.01569472,0.9212772999890148,0.1256997999735176,0,0.0,39.0906,62.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.3856,0.2958059346154709,0.2950028798694112,0.0312635999871417,,0.0941025998909026,0.0001147000584751,0.2143560999538749,0.3085792999481782,1.0603011555295938,0.6353741704127898,1.3555504998657852,2.015625,0.3471246999688446,17.435688018798828,,,,,,,,,,,0.0103756000753492,eigsh,0.0835749000543728,198684.0,139509.0,0.7,275499.0,,,,,,,,,,,,,,
6,5,20860511,5000,3,16.0,65151,392368,0.01569472,1.0074621250000035,0.14403824999999415,0,0.0,39.0906,62.0,65110.56828416001,13.022113656832001,39.06634097049601,0.027694498899779957,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.3018,0.4067000777103924,0.38995554126070536,0.018035167000007846,,0.2890082090000021,0.0003256250000021055,0.20250741700000674,0.49184762500000545,0.999998484442483,0.48229940209530753,1.6433416260000087,3.5922060000000045,0.5140777499999984,27.58141326904297,508.125,508.1484375,0.0234375,,,,,,,,,,,,,,,0.0005371250000081318,166.0,17.0,46.0,0.0,0.006713625000003276,0.15451508299999261,0.09819354199998998,0.023185874999995804,0.0052948329999935595,eigsh,0.0004658340000105454,3273290519.0,0.006713625000003276
6,6,20860512,5000,3,16.0,65084,392012,0.01568048,0.9133759000105784,0.1266039999900385,0,0.0,39.0504,64.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.126,0.7205398366604161,0.6774251247778192,0.0333354000467807,eigsh,0.0289379999740049,0.0001154000638052,0.0921481999102979,0.1212075999937951,1.0,0.5014113362374479,1.161181499948725,1.4375,0.1606118000345304,13.499415397644045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,20860512,5000,3,16.0,65084,392012,0.01568048,0.9133759000105784,0.1266039999900385,0,0.0,39.0504,64.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.3266,0.3703024695987454,0.3578014355397422,0.0308612999506294,,0.2197478000307455,0.0003746999427676,0.1413031000411138,0.3614338999614119,0.99999848960697,0.4807528813815003,1.401405500015244,2.09375,0.4006615999387577,30.258593559265137,,,,0.006643799948506,0.1472738999873399,0.0380443999310955,0.0204706999938935,0.0060034999623894,eigsh,0.0003793999785557,,,,,,,,,,,,,,,,,,,,,
6,6,20860512,5000,3,16.0,65084,392012,0.01568048,0.9133759000105784,0.1266039999900385,0,0.0,39.0504,64.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.4234,0.2447133762414511,0.2465397357320844,0.0304303999291732,,0.0774997000116854,9.870005305856466e-05,0.1885341999586671,0.2661382999503985,1.0593764221234705,0.636499479706991,1.306112500024028,2.5,0.3042817000532523,17.396422386169434,,,,,,,,,,,0.0119846001034602,eigsh,0.0653731999918818,198506.0,139058.0,0.7,274563.0,,,,,,,,,,,,,,
6,6,20860512,5000,3,16.0,65084,392012,0.01568048,1.0244145830000093,0.14452049999999872,0,0.0,39.0504,64.0,65110.56828416001,13.022113656832001,39.06634097049601,0.027694498899779957,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.308,0.3978140768973227,0.3814300914552516,0.01796254100000283,,0.2770322079999943,0.00023004199999832053,0.220178666999999,0.49744541699999445,0.9999984662340774,0.48178701547089153,1.6663759999999996,3.8852799999999945,0.5192175829999996,27.577774047851562,508.23046875,508.2421875,0.01171875,,,,,,,,,,,,,,,0.00038145800000677355,166.0,18.0,45.0,0.0,0.006221541000002162,0.14999995899999874,0.09261358400000574,0.022339541999997437,0.005193957999992449,eigsh,0.0002409999999883894,4202453993.0,0.006221541000002162
6,7,20860513,5000,3,16.0,65203,392784,0.01571136,0.9103011999977751,0.1239703999599441,0,0.0,39.1218,66.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.1224,0.7275129382400153,0.6846803283595225,0.0334536000154912,eigsh,0.0257912999950349,0.000322200008668,0.1148885999573394,0.1410109000280499,1.0000000000000004,0.5029116642885786,1.1752736999187618,1.40625,0.1805133000016212,13.525919914245604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,20860513,5000,3,16.0,65203,392784,0.01571136,0.9103011999977751,0.1239703999599441,0,0.0,39.1218,66.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.3008,0.4087752756052277,0.3914598096275589,0.0307292999932542,,0.2201288000214845,0.0003092000260949,0.1410347999772057,0.3614812000887468,0.9999982686488652,0.4822814902606326,1.3957443999825043,2.03125,0.4010438000550493,30.26753330230713,,,,0.0068699000403285,0.1480317000532522,0.0381378000602126,0.02190009993501,0.0041113999905064,eigsh,0.0003091000253334,,,,,,,,,,,,,,,,,,,,,
6,7,20860513,5000,3,16.0,65203,392784,0.01571136,0.9103011999977751,0.1239703999599441,0,0.0,39.1218,66.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.3814,0.2949180026651724,0.2898602223734031,0.0313007999211549,,0.0667370000155642,0.000119199976325,0.1565423000138253,0.2234045000514015,1.0566812832014347,0.636355214528018,1.257670099963434,2.125,0.2629245000425726,17.420299530029297,,,,,,,,,,,0.0124664999311789,eigsh,0.0541288000531494,198892.0,139165.0,0.7,274827.0,,,,,,,,,,,,,,
6,7,20860513,5000,3,16.0,65203,392784,0.01571136,1.0063040419999965,0.14567545799999948,0,0.0,39.1218,66.0,65110.56828416001,13.022113656832001,39.06634097049601,0.027694498899779957,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.3284,0.3677198956345783,0.3557268029509894,0.018370708000006175,,0.29145466699999645,0.0002548339999890459,0.21584770800001252,0.5075618749999933,0.9999981755491102,0.4807481016697443,1.659536708999994,3.812597000000011,0.5299233749999956,27.587833404541016,508.2421875,508.2421875,0.0,,,,,,,,,,,,,,,0.0003925409999965268,166.0,10.0,48.0,0.0,0.006588958000008915,0.15776695899999993,0.09613266699999201,0.02481279100000222,0.005398374999998623,eigsh,0.00030891699999813227,1645430094.0,0.006588958000008915
6,8,20860514,5000,3,16.0,65028,391590,0.0156636,0.8965799999423325,0.1194878000533208,0,0.0,39.0168,65.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Non-random,non_random,0.1248,0.7228686252698552,0.6799422612824564,0.0320390999549999,eigsh,0.02590600005351,0.0001218999968841,0.0878584999591112,0.1138928000582382,0.9999999999999998,0.5043320541031543,1.1299542000051588,1.25,0.1520251000765711,13.4849271774292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,20860514,5000,3,16.0,65028,391590,0.0156636,0.8965799999423325,0.1194878000533208,0,0.0,39.0168,65.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Gaussian random projection,gaussian_random_projection,0.3168,0.3851851467518384,0.3719761705563177,0.0329706999473273,,0.2214304999215528,0.0003060000017285,0.1471979999914765,0.3689429999794811,0.9999985081808472,0.4818679463313489,1.3850022999104112,1.953125,0.410061499918811,30.25351619720459,,,,0.0068820000160485,0.1480381999863311,0.0406151000643149,0.0209400999592617,0.0037488000234588,eigsh,0.0002730000996962,,,,,,,,,,,,,,,,,,,,,
6,8,20860514,5000,3,16.0,65028,391590,0.0156636,0.8965799999423325,0.1194878000533208,0,0.0,39.0168,65.0,65110.56828416001,13.022113656832,39.06634097049601,0.0276944988997799,2.304e-05,2.56e-06,sparse,Random sampling,random_sampling,0.3866,0.2920092114261982,0.2889884258702169,0.0309809000464156,,0.0850132999476045,0.0001181999687105,0.1747501000063493,0.2598877999698743,1.0552033956313924,0.6351566022012327,1.2759493999183178,2.0625,0.2989455999340862,17.371758460998535,,,,,,,,,,,0.0101025999756529,eigsh,0.0747667000396177,198295.0,138795.0,0.7,274108.0,,,,,,,,,,,,,,
6,8,20860514,5000,3,16.0,65028,391590,0.0156636,1.0238165829999986,0.14199204199999826,0,0.0,39.0168,65.0,65110.56828416001,13.022113656832001,39.06634097049601,0.027694498899779957,2.304e-05,2.56e-06,sparse,CountSketch random projection,countsketch_random_projection,0.3146,0.38747214766226096,0.372140915403015,0.017856874999992556,,0.27484866700000055,0.00024187500000039108,0.21674154200000828,0.4918413749999928,0.9999984298969652,0.4825290589280545,1.657640709000006,3.8108950000000164,0.5137083750000073,27.56624984741211,508.2421875,508.2421875,0.0,,,,,,,,,,,,,,,0.0003767919999972946,166.0,14.0,44.0,0.0,0.006224875000000907,0.1504805839999932,0.08908145799999545,0.02240737500000023,0.005792291999995314,eigsh,0.00044012499999723786,3451550334.0,0.006224875000000907
