method,rep,r,ell,k,q,embedding_wall_sec,clustering_wall_sec,total_method_wall_sec,ARI_true,NMI_true,F1_macro_true,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eigh_sec,rp_lift_sec,eigen_decomposition_wall_sec,dataset,alpha,tau_label,tau_value,ds_bucket_build_sec,ds_draw_and_initial_multiply_sec,ds_power_iter_sec,ds_qr_sec,ds_build_core_sec,ds_small_eigh_sec,ds_lift_sec,ds_num_buckets,ds_min_bucket_dim,ds_max_bucket_dim,ds_bucket_summary
Degree-stratified RP,3,10,28,18,1,0.01898369999253191,0.330936099999235,0.3499197999917669,0.11012602518097266,0.2713202879208181,0.30941090152175704,,,,,,,0.018687300020246767,lastfm-asia,0.0,mean,7.2943336831059815,0.0004825000069104135,0.004283600006601773,0.007388999991235323,0.004634500000975095,0.0012920000008307397,0.00027630000840872526,0.0003294000052846968,8.0,2.0,5.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=3;[4,8):n=1786,ell=4;[8,16):n=1265,ell=5;[16,32):n=576,ell=5;[32,64):n=212,ell=4;[64,128):n=46,ell=3;[128,256):n=6,ell=2"
Gaussian RP,4,10,28,18,1,0.011003800012986176,0.3252645000029588,0.336268300015945,0.12873851588524407,0.28044195959931223,0.31017624692000517,0.0018203999934485182,0.0025886999937938526,0.004622299995389767,0.0012446000037016347,0.0002739000046858564,0.00021440000273287296,0.010764299993752502,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,4,10,28,18,1,0.01839579999796115,0.3035692000121344,0.32196500001009554,0.13603405360005894,0.3045090918897443,0.2909828659966918,,,,,,,0.01811140001518652,lastfm-asia,0.0,mean,7.2943336831059815,0.0005118999979458749,0.004163500008871779,0.00717689999146387,0.004466200000024401,0.0012999000027775764,0.000258100000792183,0.00023490001331083477,8.0,2.0,5.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=3;[4,8):n=1786,ell=4;[8,16):n=1265,ell=5;[16,32):n=576,ell=5;[32,64):n=212,ell=4;[64,128):n=46,ell=3;[128,256):n=6,ell=2"
Gaussian RP,5,10,28,18,1,0.01256320001266431,0.3182560999994166,0.33081930001208093,0.1470514414609115,0.31490035565105257,0.3166346994554303,0.0020173000084469095,0.003683300004922785,0.004780700008268468,0.0012658999912673607,0.00023570000485051423,0.0002654000127222389,0.012248300030478276,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,5,10,28,18,1,0.018368499993812293,0.31308190000709146,0.33145040000090376,0.13706839439952384,0.30062779385547805,0.3092330363601242,,,,,,,0.018078699984471314,lastfm-asia,0.0,mean,7.2943336831059815,0.0005131999932928011,0.004537700006039813,0.006584099988685921,0.00431300001218915,0.001626199999009259,0.000275999991572462,0.00022849999368190765,8.0,2.0,5.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=3;[4,8):n=1786,ell=4;[8,16):n=1265,ell=5;[16,32):n=576,ell=5;[32,64):n=212,ell=4;[64,128):n=46,ell=3;[128,256):n=6,ell=2"
Gaussian RP,6,10,28,18,1,0.012472300004446879,0.3473570999922231,0.35982939999666996,0.10656798221847005,0.2726242563554514,0.31477900325301256,0.001891000007162802,0.0036813000042457134,0.004574499995214865,0.0015411000058520585,0.0002452000044286251,0.00022200000239536166,0.012155100019299425,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,6,10,28,18,1,0.01773059999686666,0.2596348999941256,0.27736549999099225,0.14185491962388608,0.3072652718731801,0.31094129525018427,,,,,,,0.01746149999962654,lastfm-asia,0.0,mean,7.2943336831059815,0.00046629999997094274,0.004290900003979914,0.00686429999768734,0.004132800007937476,0.001264699996681884,0.0002116999967256561,0.00023079999664332718,8.0,2.0,5.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=3;[4,8):n=1786,ell=4;[8,16):n=1265,ell=5;[16,32):n=576,ell=5;[32,64):n=212,ell=4;[64,128):n=46,ell=3;[128,256):n=6,ell=2"
Gaussian RP,7,10,28,18,1,0.011016500007826835,0.2836558999988483,0.29467240000667516,0.14239965041311323,0.29652570816603885,0.3520204963040178,0.0017222999886143953,0.0025012999976752326,0.00470330000098329,0.0012700999941444024,0.00026790000265464187,0.00023240000882651657,0.010697299992898479,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,7,10,28,18,1,0.017031299998052418,0.3082425000029616,0.325273800001014,0.11695278894262172,0.2736051051581791,0.30728387598235857,,,,,,,0.01677940000081435,lastfm-asia,0.0,mean,7.2943336831059815,0.0004700999998021871,0.0038395000010496005,0.0067676000035135075,0.004075899996678345,0.0011563000007299706,0.00024029999622143805,0.0002297000028192997,8.0,2.0,5.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=3;[4,8):n=1786,ell=4;[8,16):n=1265,ell=5;[16,32):n=576,ell=5;[32,64):n=212,ell=4;[64,128):n=46,ell=3;[128,256):n=6,ell=2"
Gaussian RP,8,10,28,18,1,0.012280399998417124,0.36991730000590906,0.3821977000043262,0.12607322595446815,0.2833780566442148,0.28307819571358606,0.001976900006411597,0.0036580000014510006,0.00444259999494534,0.0015054999967105687,0.00025090000417549163,0.00021469999046530575,0.012048599994159304,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,8,10,28,18,1,0.018634399995789863,0.3064181999943685,0.32505259999015834,0.1272133477895549,0.2743151273682296,0.28857993373021196,,,,,,,0.018349299978581257,lastfm-asia,0.0,mean,7.2943336831059815,0.0004680999991251156,0.004157499992288649,0.0075040999945485964,0.004502399999182671,0.0012157000019215047,0.0002572999947005883,0.00024419999681413174,8.0,2.0,5.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=3;[4,8):n=1786,ell=4;[8,16):n=1265,ell=5;[16,32):n=576,ell=5;[32,64):n=212,ell=4;[64,128):n=46,ell=3;[128,256):n=6,ell=2"
Gaussian RP,9,10,28,18,1,0.012453999996068887,0.3006549000128871,0.31310890000895597,0.13919963256316498,0.2975904092176772,0.3392018543428637,0.002002099994570017,0.003685299991047941,0.004504099997575395,0.001525899991975166,0.0002523000002838671,0.00024119998852256685,0.012210899963974953,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,9,10,28,18,1,0.02024090000486467,0.31544550000398885,0.3356864000088535,0.11307609350471119,0.278244702999431,0.3288064317782252,,,,,,,0.019873500015819445,lastfm-asia,0.0,mean,7.2943336831059815,0.0004994000046281144,0.004424500002642162,0.00757549999980256,0.004802000010386109,0.0017051000031642616,0.00031579998903907835,0.0005512000061571598,8.0,2.0,5.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=3;[4,8):n=1786,ell=4;[8,16):n=1265,ell=5;[16,32):n=576,ell=5;[32,64):n=212,ell=4;[64,128):n=46,ell=3;[128,256):n=6,ell=2"
Gaussian RP,10,10,28,18,1,0.013047999993432313,0.30841109999164473,0.32145909998507705,0.11788127009821334,0.27142615657363034,0.30791092779418,0.0020521999977063388,0.0037099999899510294,0.004930499999318272,0.0015217000036500394,0.0002872000040952116,0.0002648000081535429,0.012766400002874434,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,10,10,28,18,1,0.01904850000573788,0.3226847000041744,0.34173320000991225,0.12429340675916822,0.28424703690645314,0.2827130654167597,,,,,,,0.018752299991319887,lastfm-asia,0.0,mean,7.2943336831059815,0.0005294000002322719,0.004133800001000054,0.007692300001508556,0.004647399997338653,0.0012008999910904095,0.00027709999994840473,0.0002714000002015382,8.0,2.0,5.0,"[1,2):n=1754,ell=2;[2,4):n=1979,ell=3;[4,8):n=1786,ell=4;[8,16):n=1265,ell=5;[16,32):n=576,ell=5;[32,64):n=212,ell=4;[64,128):n=46,ell=3;[128,256):n=6,ell=2"
Gaussian RP,1,20,38,18,1,0.01834539999254048,0.30834129999857396,0.32668669999111444,0.14827887058364833,0.30375663616347476,0.32136373022207865,0.002710699991439469,0.0048863999982131645,0.007565600011730567,0.0021063000021968037,0.00036689999978989363,0.0002869000018108636,0.01792280000518076,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,1,20,38,18,1,0.026091399995493703,0.31907139999384526,0.34516279998933896,0.13574872222740514,0.2949085706762847,0.31230524174013524,,,,,,,0.025708400004077703,lastfm-asia,0.0,mean,7.2943336831059815,0.00035180000122636557,0.004142700010561384,0.011144400006742217,0.007398499990813434,0.0020185000030323863,0.00037029999657534063,0.00028219999512657523,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
Gaussian RP,2,20,38,18,1,0.01795680000213906,0.2912423999950988,0.3091991999972379,0.14029607800370397,0.3006587531342414,0.3458970812460856,0.0027632999990601093,0.004950499991537072,0.0072653999959584326,0.0020019999938085675,0.00028639999800361693,0.0002572999947005883,0.017524899973068386,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,2,20,38,18,1,0.025641900007030927,0.31126300001051277,0.3369049000175437,0.14466451168815417,0.3046760009664462,0.3214095190459725,,,,,,,0.02520590000494849,lastfm-asia,0.0,mean,7.2943336831059815,0.00046720000682398677,0.004523499999777414,0.01058819999161642,0.007025500002782792,0.001998499996261671,0.0003508000081637874,0.0002521999995224178,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
Gaussian RP,3,20,38,18,1,0.01714219999848865,0.30156500000157394,0.3187072000000626,0.15679081594247815,0.3255030233029732,0.348102358330422,0.0022992000012891367,0.0041649999911896884,0.007574999995995313,0.0020758999889949337,0.00032890000147745013,0.0002597999991849065,0.01670379997813143,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,3,20,38,18,1,0.024970400001620874,0.32440710000810213,0.349377500009723,0.12963723198960536,0.29351549503623925,0.33013547669058835,,,,,,,0.024557899989304133,lastfm-asia,0.0,mean,7.2943336831059815,0.0004927999980282038,0.0041803999920375645,0.010478900003363378,0.006897200000821613,0.001908899997943081,0.00033579999580979347,0.00026390000130049884,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
Gaussian RP,4,20,38,18,1,0.01785859999654349,0.3064281000115443,0.3242867000080878,0.16520540918433863,0.33600825442185184,0.34556220929555076,0.0026439999928697944,0.004973000002792105,0.007042299999739043,0.002096900003380142,0.00037299998803064227,0.0002410000015515834,0.01737019998836331,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,4,20,38,18,1,0.024668300000485033,0.30585340000106953,0.33052170000155456,0.1500448342392311,0.30924696786244754,0.29179849690158727,,,,,,,0.024256699995021336,lastfm-asia,0.0,mean,7.2943336831059815,0.0004658999969251454,0.00421660000574775,0.010000300011597574,0.006996799987973645,0.0019852999976137653,0.0003392999933566898,0.0002525000018067658,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
Gaussian RP,5,20,38,18,1,0.01702790000126697,0.28043530001014005,0.297463200011407,0.18004639558042487,0.35410199186069324,0.3485746781858536,0.0027623999922070652,0.004840499997953884,0.0069081999972695485,0.0015268999995896593,0.000338099998771213,0.00023999999393709004,0.01661609997972846,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,5,20,38,18,1,0.024963300005765632,0.31548070001008455,0.3404440000158502,0.12908842085666514,0.2819009066009605,0.2809251215247811,,,,,,,0.024544200030504726,lastfm-asia,0.0,mean,7.2943336831059815,0.00048150001384783536,0.004166600003372878,0.010437000004458241,0.006868100012070499,0.0019892999989679083,0.00033120000443886966,0.00027049999334849417,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
Gaussian RP,6,20,38,18,1,0.016983200010145083,0.28728039999259636,0.30426360000274144,0.14705046763261134,0.31364957202463545,0.3309272059112792,0.002777400004561059,0.00420029999804683,0.0070899999991524965,0.002013700010138564,0.0003352999920025468,0.00024389999452978373,0.01666059999843128,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,6,20,38,18,1,0.023977200005901977,0.3047336000017822,0.32871080000768416,0.13438236381550175,0.2974117105053924,0.3159240327524513,,,,,,,0.023586299997987226,lastfm-asia,0.0,mean,7.2943336831059815,0.00047790000098757446,0.004404699997394346,0.009971200008294545,0.0061876999970991164,0.0019487999961711466,0.00032920000376179814,0.00026679999427869916,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
Gaussian RP,7,20,38,18,1,0.01858209999045357,0.29767610000271816,0.31625819999317173,0.1572106065396627,0.3253052589337959,0.346772418234314,0.002704500002437271,0.005376800007070415,0.007793699987814762,0.0016651999903842807,0.00036839999665971845,0.00028360000578686595,0.018192199990153313,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,7,20,38,18,1,0.02800510000088252,0.2966807000047993,0.3246858000056818,0.16872490965477427,0.3419540172771298,0.3490451636150474,,,,,,,0.027650100004393607,lastfm-asia,0.0,mean,7.2943336831059815,0.0005926000012550503,0.005344399993191473,0.011354800008120947,0.007541200000559911,0.002101100006257184,0.00038500000664498657,0.00033099998836405575,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
Gaussian RP,8,20,38,18,1,0.018299500006833114,0.31771190000290517,0.3360114000097383,0.16595522890064754,0.32406722063332943,0.32882032081812895,0.0029172999929869547,0.004784699995070696,0.0075342000054661185,0.002103299993905239,0.00035459999344311655,0.00027129999944008887,0.017965399980312213,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,8,20,38,18,1,0.024943099997472018,0.30443170000216924,0.32937479999964125,0.16227747862699604,0.31579660409248583,0.32819410717396225,,,,,,,0.02461240001139231,lastfm-asia,0.0,mean,7.2943336831059815,0.0004896000027656555,0.004334999990533106,0.01030150000588037,0.006988900000578724,0.00192020001122728,0.0003284999984316528,0.00024870000197552145,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
Gaussian RP,9,20,38,18,1,0.018192999996244907,0.3075665999931516,0.3257595999893965,0.17949783795796223,0.34334307891077404,0.3666809340923564,0.002410600005532615,0.004870700009632856,0.00781329999153968,0.0018733000033535063,0.000370699999621138,0.0003741000109585002,0.017712700020638295,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,9,20,38,18,1,0.023954300006153062,0.265700799995102,0.28965510000125505,0.14054000007205988,0.29691071260045204,0.28773295740611676,,,,,,,0.02353230002336204,lastfm-asia,0.0,mean,7.2943336831059815,0.0004685000021709129,0.004206400000839494,0.009383900003740564,0.0069706000067526475,0.0019065000087721273,0.0003419999993639067,0.00025440000172238797,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
Gaussian RP,10,20,38,18,1,0.01452650000283029,0.2823071000020718,0.2968336000049021,0.14347966305854115,0.30419267484972556,0.3375938149128117,0.002466600009938702,0.002921000006608665,0.006758700008504093,0.0014415999903576449,0.00027439999394118786,0.00025769999774638563,0.014120000007096678,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,10,20,38,18,1,0.02306490000046324,0.28962580001098104,0.3126907000114443,0.15962773017305393,0.31381405356731257,0.3482607095274173,,,,,,,0.02268089998688083,lastfm-asia,0.0,mean,7.2943336831059815,0.00046100000326987356,0.004146099992794916,0.009822399995755404,0.0061049999931128696,0.0015934999973978847,0.0003166999958921224,0.00023620000865776092,8.0,2.0,7.0,"[1,2):n=1754,ell=3;[2,4):n=1979,ell=4;[4,8):n=1786,ell=6;[8,16):n=1265,ell=7;[16,32):n=576,ell=6;[32,64):n=212,ell=6;[64,128):n=46,ell=4;[128,256):n=6,ell=2"
Gaussian RP,1,40,58,18,1,0.02697500000067521,0.2581971999898087,0.28517219999048393,0.21821610869570263,0.3728714032916065,0.3680950801312011,0.004043499997351319,0.006442500001867302,0.012611699989065528,0.0023662999883526936,0.0005636999994749203,0.0003209999995306134,0.026348699975642376,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,1,40,58,18,1,0.03714359999867156,0.25284349999856204,0.2899870999972336,0.19320407573033263,0.3617187399214257,0.3368258393707273,,,,,,,0.036409799999091774,lastfm-asia,0.0,mean,7.2943336831059815,0.0005368999991333112,0.0037937000015517697,0.015295199991669506,0.012698399994405918,0.00315730000147596,0.0006138000026112422,0.00031450000824406743,8.0,4.0,10.0,"[1,2):n=1754,ell=4;[2,4):n=1979,ell=6;[4,8):n=1786,ell=9;[8,16):n=1265,ell=10;[16,32):n=576,ell=10;[32,64):n=212,ell=9;[64,128):n=46,ell=6;[128,256):n=6,ell=4"
Gaussian RP,2,40,58,18,1,0.02939670000341721,0.2522519000049215,0.2816486000083387,0.21741854356377366,0.38054181903757245,0.3621206056711132,0.00395290000597015,0.006883800000650808,0.014358400003402494,0.0027972999960184097,0.0006450000073527917,0.00028569999267347157,0.028923100006068125,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,2,40,58,18,1,0.03728639999462757,0.27642500000365544,0.313711399998283,0.1892344153866027,0.3470104356959233,0.34274696027454093,,,,,,,0.03672699999879114,lastfm-asia,0.0,mean,7.2943336831059815,0.0004656999954022467,0.004800100010470487,0.016575800007558428,0.01175939998938702,0.0021858999971300364,0.0006532999977935106,0.0002868000010494143,8.0,4.0,10.0,"[1,2):n=1754,ell=4;[2,4):n=1979,ell=6;[4,8):n=1786,ell=9;[8,16):n=1265,ell=10;[16,32):n=576,ell=10;[32,64):n=212,ell=9;[64,128):n=46,ell=6;[128,256):n=6,ell=4"
Gaussian RP,3,40,58,18,1,0.023971699993126094,0.2796117000107188,0.30358340000384487,0.1904165525890427,0.3552264917686317,0.34285027686164704,0.003529299996444024,0.004698000004282221,0.012028700002701953,0.0023424999963026494,0.0006504999910248443,0.00026699999580159783,0.02351599998655729,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,3,40,58,18,1,0.0451937000034377,0.29514990000461694,0.34034360000805464,0.17946499429610935,0.3427365078194192,0.37304244172724116,,,,,,,0.044574000014108606,lastfm-asia,0.0,mean,7.2943336831059815,0.0005865999992238358,0.005279899996821769,0.019699900003615767,0.014291400002548471,0.0035536000068532303,0.000760499999159947,0.00040210000588558614,8.0,4.0,10.0,"[1,2):n=1754,ell=4;[2,4):n=1979,ell=6;[4,8):n=1786,ell=9;[8,16):n=1265,ell=10;[16,32):n=576,ell=10;[32,64):n=212,ell=9;[64,128):n=46,ell=6;[128,256):n=6,ell=4"
Gaussian RP,4,40,58,18,1,0.028315399991697632,0.261888099994394,0.29020349998609163,0.1841549880093518,0.3629803539659584,0.33029232599174513,0.0040945000073406845,0.007067700003972277,0.012707400004728697,0.0027735999901778996,0.0007247000030474737,0.0003277999931015074,0.02769570000236854,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,4,40,58,18,1,0.04049749999830965,0.2717884000012418,0.3122858999995515,0.18920403526652876,0.3469074079594217,0.34675129131414184,,,,,,,0.039782499996363185,lastfm-asia,0.0,mean,7.2943336831059815,0.00048650000826455653,0.005611899992800318,0.017136599999503233,0.01273669999500271,0.0028091999993193895,0.000677400006679818,0.00032419999479316175,8.0,4.0,10.0,"[1,2):n=1754,ell=4;[2,4):n=1979,ell=6;[4,8):n=1786,ell=9;[8,16):n=1265,ell=10;[16,32):n=576,ell=10;[32,64):n=212,ell=9;[64,128):n=46,ell=6;[128,256):n=6,ell=4"
Gaussian RP,5,40,58,18,1,0.03234840001096018,0.26747309998609126,0.29982149999705143,0.2011022010160736,0.3592066417839314,0.31155428649853767,0.00426030000380706,0.007154199993237853,0.015500800000154413,0.0035083999973721802,0.0007516999903600663,0.0004104999970877543,0.03158589998201933,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,5,40,58,18,1,0.04933629999868572,0.26009320000594016,0.3094295000046259,0.18429274493342793,0.35212804371360196,0.35097782108419157,,,,,,,0.04859270004089922,lastfm-asia,0.0,mean,7.2943336831059815,0.0004423000063979998,0.00549969999701716,0.0236021000018809,0.014683100002002902,0.0032638000120641664,0.0006817000103183091,0.0004200000112177804,8.0,4.0,10.0,"[1,2):n=1754,ell=4;[2,4):n=1979,ell=6;[4,8):n=1786,ell=9;[8,16):n=1265,ell=10;[16,32):n=576,ell=10;[32,64):n=212,ell=9;[64,128):n=46,ell=6;[128,256):n=6,ell=4"
Gaussian RP,6,40,58,18,1,0.03189610000117682,0.25763339998957235,0.2895294999907492,0.20152023795104043,0.3576542748264013,0.35850887244022045,0.004079500009538606,0.007210399999166839,0.015467599994735792,0.003160600012051873,0.0006923000037204474,0.0004130000015720725,0.03102340002078563,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,6,40,58,18,1,0.04929350000747945,0.269826000003377,0.3191195000108564,0.18821373862468008,0.35042909546697437,0.31812448169755164,,,,,,,0.04853609998826869,lastfm-asia,0.0,mean,7.2943336831059815,0.00048630000674165785,0.006764599995221943,0.022596999988309108,0.014876200002618134,0.0026365999947302043,0.0006925999914528802,0.0004828000091947615,8.0,4.0,10.0,"[1,2):n=1754,ell=4;[2,4):n=1979,ell=6;[4,8):n=1786,ell=9;[8,16):n=1265,ell=10;[16,32):n=576,ell=10;[32,64):n=212,ell=9;[64,128):n=46,ell=6;[128,256):n=6,ell=4"
Gaussian RP,7,40,58,18,1,0.03196240001125261,0.2614326000039,0.2933950000151526,0.21855143602109184,0.382041253743911,0.35588232480005233,0.004363599990028888,0.007287999993423,0.01509309999528341,0.0034408999927109107,0.0006968999950913712,0.00043840000580530614,0.031320899972342886,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,7,40,58,18,1,0.04724470000655856,0.2724686000001384,0.31971330000669695,0.20428362530426147,0.3654728881727449,0.3428236488014961,,,,,,,0.04645219999656547,lastfm-asia,0.0,mean,7.2943336831059815,0.00033650000113993883,0.005188700000871904,0.02171509999607224,0.014530700005707331,0.0036186000070301816,0.0006561999907717109,0.00040639999497216195,8.0,4.0,10.0,"[1,2):n=1754,ell=4;[2,4):n=1979,ell=6;[4,8):n=1786,ell=9;[8,16):n=1265,ell=10;[16,32):n=576,ell=10;[32,64):n=212,ell=9;[64,128):n=46,ell=6;[128,256):n=6,ell=4"
Gaussian RP,8,40,58,18,1,0.02974969999922905,0.261343999998644,0.29109369999787305,0.21064468425006636,0.3746786293799351,0.36908243663716106,0.0042505000019446015,0.007505199988372624,0.013998399997944944,0.002438099996652454,0.0006238999922061339,0.0004071000003023073,0.029223199977423064,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,8,40,58,18,1,0.04251500000827946,0.2679239000135567,0.31043890002183616,0.21722707480455575,0.36099099055979367,0.3331223457788966,,,,,,,0.04196119999687653,lastfm-asia,0.0,mean,7.2943336831059815,0.00033740000799298286,0.004220899994834326,0.01842150000447873,0.014353399994433858,0.003543399987393059,0.0006548000092152506,0.00042979999852832407,8.0,4.0,10.0,"[1,2):n=1754,ell=4;[2,4):n=1979,ell=6;[4,8):n=1786,ell=9;[8,16):n=1265,ell=10;[16,32):n=576,ell=10;[32,64):n=212,ell=9;[64,128):n=46,ell=6;[128,256):n=6,ell=4"
Gaussian RP,9,40,58,18,1,0.0303626999957487,0.2671940000000177,0.2975566999957664,0.18615853794631168,0.35134358658806847,0.35902644651309656,0.003886999998940155,0.006642100008320995,0.014943799993488938,0.002808799996273592,0.0006850000063423067,0.0005197999998927116,0.029486500003258698,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,9,40,58,18,1,0.042792199994437397,0.2810482999921078,0.3238404999865452,0.1864391792351499,0.33750031703007555,0.31741360181448985,,,,,,,0.04203209998377133,lastfm-asia,0.0,mean,7.2943336831059815,0.0004658999969251454,0.005206199988606386,0.01879660000849981,0.013491199992131442,0.0030269999988377094,0.0006930999952601269,0.0003521000035107136,8.0,4.0,10.0,"[1,2):n=1754,ell=4;[2,4):n=1979,ell=6;[4,8):n=1786,ell=9;[8,16):n=1265,ell=10;[16,32):n=576,ell=10;[32,64):n=212,ell=9;[64,128):n=46,ell=6;[128,256):n=6,ell=4"
Gaussian RP,10,40,58,18,1,0.03087940000114031,0.2486569999891799,0.2795363999903202,0.20915009566472081,0.3713275632381991,0.33752896644915076,0.004236099994159304,0.006832099999883212,0.014745899999979883,0.0031194999901345,0.0005952999927103519,0.00044499999785330147,0.029973899974720553,lastfm-asia,0.0,mean,7.2943336831059815,,,,,,,,,,,
Degree-stratified RP,10,40,58,18,1,0.047752200000104494,0.2599138999939896,0.3076660999940941,0.18766132672371447,0.3426783277237101,0.33241696433621803,,,,,,,0.04686060002131853,lastfm-asia,0.0,mean,7.2943336831059815,0.00034070000401698053,0.005412400001659989,0.020902200005366467,0.014764000006834976,0.004269700002623722,0.0007327000057557598,0.0004388999950606376,8.0,4.0,10.0,"[1,2):n=1754,ell=4;[2,4):n=1979,ell=6;[4,8):n=1786,ell=9;[8,16):n=1265,ell=10;[16,32):n=576,ell=10;[32,64):n=212,ell=9;[64,128):n=46,ell=6;[128,256):n=6,ell=4"
Gaussian RP,1,5,23,18,1,0.011299699996015988,0.357913700005156,0.369213400001172,0.11958314329962566,0.26282766793170914,0.3172545126550951,0.0016447999951196834,0.003900900002918206,0.0038588999886997044,0.0012703999964287505,0.00011799999629147351,0.0002598999999463558,0.011052899979404174,lastfm-asia,0.25,0,0.0,,,,,,,,,,,
