alpha,tau_label,tau_value,r,method,runs,ell_mean,ell_std,k_mean,k_std,q_mean,q_std,embedding_wall_sec_mean,embedding_wall_sec_std,clustering_wall_sec_mean,clustering_wall_sec_std,total_method_wall_sec_mean,total_method_wall_sec_std,ARI_true_mean,ARI_true_std,NMI_true_mean,NMI_true_std,F1_macro_true_mean,F1_macro_true_std,rp_draw_omega_sec_mean,rp_draw_omega_sec_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rp_qr_sec_mean,rp_qr_sec_std,rp_build_core_sec_mean,rp_build_core_sec_std,rp_small_eigh_sec_mean,rp_small_eigh_sec_std,rp_lift_sec_mean,rp_lift_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,ds_bucket_build_sec_mean,ds_bucket_build_sec_std,ds_draw_and_initial_multiply_sec_mean,ds_draw_and_initial_multiply_sec_std,ds_power_iter_sec_mean,ds_power_iter_sec_std,ds_qr_sec_mean,ds_qr_sec_std,ds_build_core_sec_mean,ds_build_core_sec_std,ds_small_eigh_sec_mean,ds_small_eigh_sec_std,ds_lift_sec_mean,ds_lift_sec_std,ds_num_buckets_mean,ds_num_buckets_std,ds_min_bucket_dim_mean,ds_min_bucket_dim_std,ds_max_bucket_dim_mean,ds_max_bucket_dim_std
0.25,mean,7.2943336831059815,40,Degree-stratified RP,10,58.0,0.0,18.0,0.0,1.0,0.0,0.04422641999990447,0.003477162991630775,0.2710750099999132,0.03929062549306932,0.31530142999981764,0.039656960987655615,0.19831097352962565,0.013519100151317824,0.3617555559216926,0.01342452808255283,0.3586314982423611,0.020393786262157626,,,,,,,,,,,,,0.04358200000278885,0.0034654879471316975,0.0005132300022523851,0.00011404224544277582,0.005206409998936579,0.0007023524772952262,0.0191897800003062,0.001955067575552864,0.014491060000727885,0.0007224597032359241,0.003126380001776852,0.0006003370620858244,0.0006832900005974806,7.352983423977875e-05,0.0003718499981914647,5.337575652649849e-05,8.0,0.0,4.0,0.0,10.0,0.0
0.25,mean,7.2943336831059815,40,Gaussian RP,10,58.0,0.0,18.0,0.0,1.0,0.0,0.031253599999763536,0.004420416370850635,0.23454792999837082,0.029645952517623093,0.26580152999813433,0.03348433750584551,0.2179328506853734,0.014153998107882208,0.3773720866097635,0.010513285396657263,0.3652162746219473,0.01785095498509372,0.0041108700024778955,0.0004408345190759231,0.007337500002176966,0.0014019531055637223,0.014375830000790301,0.001787670118614872,0.003292019995569717,0.00043191621379056323,0.0007371999978204258,0.00013442208760660758,0.00041510000301059335,9.544994387244586e-05,0.0302685200018459,0.003917301106415407,,,,,,,,,,,,,,,,,,,,
0.5,0,0.0,5,Degree-stratified RP,10,23.0,0.0,18.0,0.0,1.0,0.0,0.01445347999833757,0.0008169120548719841,0.2800139599989052,0.024549121408018425,0.2944674399972428,0.024883530522604766,0.09592837420044877,0.015385671768613982,0.20543840939315988,0.01880887760428735,0.2239587807386235,0.02276464266457962,,,,,,,,,,,,,0.014244600002712104,0.0008120176253181946,0.0004430300003150478,0.0002022884010991001,0.0032799000007798897,0.00030663328408455276,0.005338960002700332,0.0004962337652166106,0.0035876800015103073,0.00026592148043985426,0.0012400499981595203,0.00023023876197297271,0.00010675000085029751,2.4437095668189675e-05,0.0002482299983967096,8.643890741004546e-05,8.0,0.0,2.0,0.0,4.0,0.0
0.5,0,0.0,5,Gaussian RP,10,23.0,0.0,18.0,0.0,1.0,0.0,0.009697079999023117,0.0007043075263804813,0.33626241000165463,0.04968559199369653,0.34595949000067777,0.0500230271055716,0.07224975839194449,0.009764840498025309,0.15525071223116943,0.008445919937906709,0.22283731092194747,0.011910890542761886,0.0015432900006999261,0.00011717339937667902,0.0027377899998100473,0.0004030173824452099,0.0036792700018850157,0.0002893391003554735,0.0011516999977175147,0.0001691302667753699,0.00010667000169632957,2.025811396456092e-05,0.00023686999920755625,4.133602501714426e-05,0.00945559000101639,0.0006867299969109267,,,,,,,,,,,,,,,,,,,,
0.5,0,0.0,10,Degree-stratified RP,10,28.0,0.0,18.0,0.0,1.0,0.0,0.018423719999555034,0.0018289872880020007,0.27812274000025355,0.0351483466321944,0.29654645999980855,0.0360091261758735,0.11174193193649232,0.019008414230407767,0.23238703419415846,0.019846451230965217,0.25498424151954957,0.023582034276886835,,,,,,,,,,,,,0.01814006000349764,0.0018175777042773748,0.00044996000215178353,8.23670924156543e-05,0.003751780001039151,0.0004567016480293419,0.007271749996289145,0.000712332588915112,0.004586060000292491,0.0005232065348704082,0.0015541800021310337,0.0004026448616327162,0.0002599800020107068,4.673962706484943e-05,0.0002663499995833263,4.283706140266053e-05,8.0,0.0,2.0,0.0,5.0,0.0
0.5,0,0.0,10,Gaussian RP,10,28.0,0.0,18.0,0.0,1.0,0.0,0.012743489998683799,0.0012371429323310467,0.3616255299988552,0.039965939027863946,0.374369019997539,0.04097183128069047,0.06865373973901598,0.008364890860237688,0.15466572446682783,0.010763450328346082,0.21935978502117712,0.015454398210035624,0.0019507599994540215,0.00011981207173707437,0.003739900000800844,0.0007846666358269202,0.004680619998543989,0.000405954449670293,0.0015023599975393155,0.00029576192529628227,0.00032184000010602174,0.00020412145270994349,0.00027051000215578825,6.287079075921199e-05,0.01246598999859998,0.001217891839430174,,,,,,,,,,,,,,,,,,,,
0.5,0,0.0,20,Degree-stratified RP,10,38.0,0.0,18.0,0.0,1.0,0.0,0.025288629997521638,0.0012869251940983918,0.34899389000056547,0.03502063873943498,0.3742825199980871,0.035087589692396545,0.14461651738925,0.01256392866050172,0.28348512167368245,0.018762694899620843,0.30749052657796055,0.014219408752204066,,,,,,,,,,,,,0.024892610004462766,0.001247255380474361,0.0004988200002117082,9.169801683142017e-05,0.0043280600002617575,0.00040579017302417507,0.010394330001145136,0.0005009081394910154,0.0071144399989861995,0.0005839179004541613,0.0019284100024378858,0.00036094375396319853,0.0003548699998646043,6.112606528642673e-05,0.00027368000155547634,3.9967813702987415e-05,8.0,0.0,2.0,0.0,7.0,0.0
0.5,0,0.0,20,Gaussian RP,10,38.0,0.0,18.0,0.0,1.0,0.0,0.018142659998557065,0.0015002337623896637,0.39381778000242773,0.049119905071666685,0.4119604400009848,0.05011757212774198,0.08086276871651124,0.012081314822910466,0.1699440291338773,0.014261244932541587,0.2353735265800045,0.016097805033184965,0.002562369998486247,0.00020591040654796563,0.004633360002480913,0.0007189079531173647,0.007633609996992164,0.00047208171334311804,0.002187139997840859,0.00042731831280301867,0.00037253999907989056,2.7061417831553953e-05,0.00031480999896302817,3.2231432113734406e-05,0.017703829993843102,0.0014870207523712848,,,,,,,,,,,,,,,,,,,,
0.5,0,0.0,40,Degree-stratified RP,10,58.0,0.0,18.0,0.0,1.0,0.0,0.04718294000049354,0.002636160216603902,0.3385359899970354,0.033968741047562305,0.3857189299975289,0.03377355169254459,0.20406917221017778,0.01152523876751285,0.3523573537798327,0.013356445080921694,0.3576377232355391,0.017398305683906296,,,,,,,,,,,,,0.04624158998631174,0.002582974921775953,0.0004787499972735532,8.707229570397712e-05,0.005332279998401646,0.0006696853264119652,0.020646099996520208,0.0013282367993754556,0.015321559998847078,0.0008675452185082592,0.0033763899991754442,0.0004821468034099914,0.0006757499984814785,4.65677807641484e-05,0.0004107599976123311,3.993956792038205e-05,8.0,0.0,4.0,0.0,10.0,0.0
0.5,0,0.0,40,Gaussian RP,10,58.0,0.0,18.0,0.0,1.0,0.0,0.03435976000037044,0.0024223595956755777,0.4082144399973913,0.04757093140019848,0.44257419999776176,0.047930743218728054,0.10300109675238467,0.015719144445428934,0.19779255124405765,0.014064559106464205,0.2651445105633659,0.020625674052057192,0.004230430003372021,0.00035642563225908136,0.007877360000566113,0.0007984468453978497,0.0165074899996398,0.0011058276207610094,0.0035366599971894176,0.0005963362627979433,0.0007225800000014715,3.546440383608079e-05,0.000465809999150224,6.771504507915068e-05,0.03334032999991905,0.0023313362894341024,,,,,,,,,,,,,,,,,,,,
0.5,mean,7.2943336831059815,5,Degree-stratified RP,10,23.0,0.0,18.0,0.0,1.0,0.0,0.0168876800002181,0.0007122362919916118,0.36308213000011164,0.018871693840350902,0.37996981000032976,0.018673625187880766,0.1192056194137214,0.008099644522921301,0.25948821829271457,0.012840312349190558,0.2817607227109949,0.015513091298273248,,,,,,,,,,,,,0.016533920005895198,0.0007008940984363581,0.000490710002486594,3.508280167640321e-05,0.0038353800016921015,0.00022273545873995596,0.006378780002705753,0.0003705634742366772,0.004053669999120757,0.0003823692648931288,0.00136396000161767,0.00020407271751085105,0.00012210999702801927,1.8335057986875504e-05,0.0002893100012443028,4.8247450310165825e-05,8.0,0.0,2.0,0.0,4.0,0.0
0.5,mean,7.2943336831059815,5,Gaussian RP,10,23.0,0.0,18.0,0.0,1.0,0.0,0.011479669998516328,0.0007720103761707479,0.396924430000945,0.03926501792993276,0.4084040999994613,0.039441126770606225,0.13065579968916163,0.005656085152335991,0.26129822533033237,0.004881347057174973,0.30770843482829285,0.01508395918276276,0.0017004299981635996,0.00010129502345337131,0.0033641699978034013,0.0004053174065382551,0.0042730799992568794,0.00039042645972508643,0.0013913199989474378,0.0003534840721026448,0.00012140999751864001,1.1737258713431518e-05,0.00028051000117557123,3.932320153430014e-05,0.011130919992865529,0.0007715837491001409,,,,,,,,,,,,,,,,,,,,
0.5,mean,7.2943336831059815,10,Degree-stratified RP,10,28.0,0.0,18.0,0.0,1.0,0.0,0.02093085999949835,0.0019095961670165052,0.36365194999962114,0.021536332858670466,0.3845828099991195,0.021937698325827433,0.13222544686334753,0.011997164841679024,0.280236666877686,0.01643205456192744,0.31008676112853417,0.015586936924807731,,,,,,,,,,,,,0.020520229995599947,0.0018947958417113594,0.0004518000016105361,7.378790964636678e-05,0.0042145899991737675,0.0004794047768014219,0.008184790001541842,0.0010090284081925487,0.005300119999446906,0.00045993199919874437,0.0017458199974498712,0.0004550008004764747,0.0002871399978175759,7.188558961778445e-05,0.00033596999855944887,6.929795622381307e-05,8.0,0.0,2.0,0.0,5.0,0.0
0.5,mean,7.2943336831059815,10,Gaussian RP,10,28.0,0.0,18.0,0.0,1.0,0.0,0.015948089996527415,0.006921178738759262,0.35897186000365766,0.021037925926212588,0.3749199500001851,0.018018020607807977,0.14924232747651459,0.015629964469070144,0.28289073040428037,0.014554713012550527,0.3301523141883085,0.020689683672604164,0.002011460001813248,0.00014981367729533524,0.003912110000965185,0.0005413611111278509,0.0053656899995985444,0.00047894137236716914,0.0026721800037194043,0.003378987474850251,0.0011758300024666823,0.0028738934206089923,0.0003616299989516847,0.0002285717607044379,0.015498900007514749,0.00683163313636833,,,,,,,,,,,,,,,,,,,,
0.5,mean,7.2943336831059815,20,Degree-stratified RP,10,38.0,0.0,18.0,0.0,1.0,0.0,0.026455630001146348,0.0015580471458828257,0.32749636999942594,0.033934623191747657,0.3539520000005723,0.034433159869148945,0.1777173318845802,0.015284615320487395,0.3372386866370814,0.012248206214892199,0.3322921696860727,0.027440840944681487,,,,,,,,,,,,,0.02601633999875048,0.0015566529208209036,0.0004537600005278364,4.940222968773839e-05,0.004435369996645022,0.00034841303331685985,0.011061219999101013,0.0008143635668426788,0.00727852999989409,0.00049654066669889,0.0021168600011151283,0.00033167958817991583,0.00035264999896753577,5.709429026286045e-05,0.00031795000249985607,4.036583658284746e-05,8.0,0.0,2.0,0.0,7.0,0.0
0.5,mean,7.2943336831059815,20,Gaussian RP,10,38.0,0.0,18.0,0.0,1.0,0.0,0.01946485999651486,0.0017093455649411478,0.32000600000319535,0.02785168204763111,0.3394708599997102,0.028692989411562737,0.18112447924804098,0.012326379850800533,0.3206190838816256,0.010714747487660688,0.3421083203305517,0.024794566027171217,0.0027666299996781164,0.00014153247166299074,0.005333029995381366,0.000435526297005097,0.008109509998757859,0.0009753084484024444,0.0019836699997540564,0.00023154558248345274,0.0003502499996102415,3.060628965028037e-05,0.0003329399987705983,6.594557339580753e-05,0.018876029991952238,0.0014993271426406271,,,,,,,,,,,,,,,,,,,,
0.5,mean,7.2943336831059815,40,Degree-stratified RP,10,58.0,0.0,18.0,0.0,1.0,0.0,0.04091860000044108,0.0024657803961304417,0.2843503900017822,0.023083341474518796,0.3252689900022233,0.024380667430166578,0.22051672986079912,0.012619472353303102,0.3791470127326385,0.015632270191971633,0.3642661937804716,0.02300501673195187,,,,,,,,,,,,,0.04033235000242712,0.002474491840445203,0.00046741000114707275,6.060307038407507e-05,0.005121430002327542,0.0004475106085153054,0.017752549999568146,0.0009631868606156988,0.012854869998409412,0.0009754221962987571,0.0030894299983629026,0.0003845558148618188,0.0006919300009030849,8.33433752184325e-05,0.0003547300017089583,9.153066256509383e-05,8.0,0.0,4.0,0.0,10.0,0.0
0.5,mean,7.2943336831059815,40,Gaussian RP,10,58.0,0.0,18.0,0.0,1.0,0.0,0.02830030000041006,0.0012635550330448552,0.28742779000313023,0.02390096114018736,0.3157280900035403,0.02451941970846592,0.23171602982600784,0.009691416662857012,0.3680582093124243,0.009559588194709442,0.3808251237833796,0.015799763009468448,0.0038999400014290584,0.00017458961288530395,0.006418460000713821,0.0008146881514700864,0.013194929997553118,0.0005796055447060999,0.0031758600016473792,0.00013704227354615576,0.000657829997362569,5.70380211566062e-05,0.0003443900015554391,2.1402047720848956e-05,0.027691410000261384,0.0012493206296471826,,,,,,,,,,,,,,,,,,,,
