model,n,rep,method,time_sec,instance_gen_sec,metric_eval_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_reconstruct_sec,rp_small_eig_sec,rp_lift_sec,rp_kmeans_sec,algo_total_sec,algo_step_sum_sec,algo_other_sec,pipeline_total_sec,rs_sample_mask_sec,rs_build_sampled_matrix_sec,rs_eig_sec,rs_reconstruct_sec,rs_symmetrize_sec,rs_kmeans_sec,nr_eig_sec,nr_kmeans_sec,nr_copy_sec,cs_draw_hash_sec,cs_initial_multiply_sec,cs_sparse_explicit_sketch_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_reconstruct_sec,cs_small_eig_sec,cs_lift_sec,cs_kmeans_sec,sign_draw_omega_sec,sign_subspace_iter_sec,sign_reconstruct_sec,sign_build_core_sec,sign_small_eig_sec,sign_lift_sec,sign_kmeans_sec
2,1200,8,Random Sampling,0.06557970800000135,0.017585582999998906,0.2261578750000126,,,,,,,,,0.06557970800000135,0.06557237500001634,7.332999985010247e-06,0.30932316600001286,0.005647167000006448,0.009434749999996939,0.024446250000011105,0.000696375000018179,0.002450124999995751,0.022897707999987915,,,,,,,,,,,,,,,,,,,,
2,1200,8,Non-random,0.4896166249999965,0.017585582999998906,0.24602629099999263,,,,,,,,,0.4896166249999965,0.4896124580000105,4.166999985955044e-06,0.753228498999988,,,,,,,0.46720666699999924,0.021978582999992113,0.0004272080000191636,,,,,,,,,,,,,,,,,
2,1200,8,CountSketch,0.03039087499999482,0.017585582999998906,0.2459473330000037,,,,,,,,,0.03039087499999482,0.03286483499996962,0.0,0.29392379099999744,,,,,,,,,,8.466700001008576e-05,0.002507832999981474,0.002507832999981474,0.003158958999989636,0.0017673749999858046,0.0009087920000183658,0.0009380420000013601,0.00012233399999672656,2.033300000903182e-05,0.020848666999995658,,,,,,,
2,1200,8,SIGN Bidirectional,0.035190540999991526,0.017585582999998906,0.1959426249999865,,,,,,,,,0.035190540999991526,0.03517700100005072,1.3539999940803682e-05,0.24871874899997692,,,,,,,,,,,,,,,,,,,,0.00019804200002226935,0.01050499999999488,0.005152667000004385,0.00101204200001348,0.00030900000001565786,2.3499999997511622e-05,0.01797675000000254
2,1200,9,Random Projection,0.027456292000010762,0.01799933300000589,0.18733587500000226,0.0001966250000009495,0.0036130000000014206,0.0019162910000147804,0.0007826249999993706,0.0015194580000184033,0.00019312500000978616,1.9624999993084202e-05,0.019206499999995685,0.027456292000010762,0.02744724900003348,9.042999977282307e-06,0.2327915000000189,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1200,9,Random Sampling,0.06899925000001872,0.01799933300000589,0.22757387499999027,,,,,,,,,0.06899925000001872,0.06898783200003322,1.1417999985496863e-05,0.3145724580000149,0.005643082999995386,0.009594041000013931,0.026821250000011787,0.0007075000000043019,0.003125374999996211,0.023096583000011606,,,,,,,,,,,,,,,,,,,,
2,1200,9,Non-random,0.4987203329999943,0.01799933300000589,0.2141437079999946,,,,,,,,,0.4987203329999943,0.4987163330000328,3.999999961479261e-06,0.7308633739999948,,,,,,,0.47670895800001745,0.02160816700001078,0.00039920800000459167,,,,,,,,,,,,,,,,,
2,1200,9,CountSketch,0.02872370899999055,0.01799933300000589,0.1866985839999984,,,,,,,,,0.02872370899999055,0.03141454199996474,0.0,0.23342162599999483,,,,,,,,,,0.00010983399999986432,0.0027388750000056916,0.0027388750000056916,0.003081957999995666,0.0018982089999894924,0.0009054159999948297,0.0009756249999952615,0.00014816699999187222,2.154099999529535e-05,0.018796041999991075,,,,,,,
2,1200,9,SIGN Bidirectional,0.03351674999998977,0.01799933300000589,0.19872200000000362,,,,,,,,,0.03351674999998977,0.03350783300001581,8.916999973962447e-06,0.2502380829999993,,,,,,,,,,,,,,,,,,,,0.00019512500000473665,0.010077332999998134,0.004348041999975294,0.0008704999999906704,0.00022562500001299668,2.033300000903182e-05,0.017770875000024944
2,1200,10,Random Projection,0.02614637500002459,0.018495000000001482,0.1869607919999794,0.0001925420000077338,0.003638249999994514,0.0017930829999954767,0.0008055000000126711,0.0009156669999867972,0.00014545799999154951,2.1750000001929948e-05,0.018625790999976743,0.02614637500002459,0.026138040999967416,8.334000057175217e-06,0.23160216700000547,,,,,,,,,,,,,,,,,,,,,,,,,,
