model,n,method,time_sec_mean,time_sec_std,instance_gen_sec_mean,instance_gen_sec_std,metric_eval_sec_mean,metric_eval_sec_std,rp_draw_omega_sec_mean,rp_draw_omega_sec_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rp_qr_sec_mean,rp_qr_sec_std,rp_build_core_sec_mean,rp_build_core_sec_std,rp_reconstruct_sec_mean,rp_reconstruct_sec_std,rp_small_eig_sec_mean,rp_small_eig_sec_std,rp_lift_sec_mean,rp_lift_sec_std,rp_kmeans_sec_mean,rp_kmeans_sec_std,algo_total_sec_mean,algo_total_sec_std,algo_step_sum_sec_mean,algo_step_sum_sec_std,algo_other_sec_mean,algo_other_sec_std,pipeline_total_sec_mean,pipeline_total_sec_std,rs_sample_mask_sec_mean,rs_sample_mask_sec_std,rs_build_sampled_matrix_sec_mean,rs_build_sampled_matrix_sec_std,rs_eig_sec_mean,rs_eig_sec_std,rs_reconstruct_sec_mean,rs_reconstruct_sec_std,rs_symmetrize_sec_mean,rs_symmetrize_sec_std,rs_kmeans_sec_mean,rs_kmeans_sec_std,nr_eig_sec_mean,nr_eig_sec_std,nr_kmeans_sec_mean,nr_kmeans_sec_std,nr_copy_sec_mean,nr_copy_sec_std,cs_draw_hash_sec_mean,cs_draw_hash_sec_std,cs_initial_multiply_sec_mean,cs_initial_multiply_sec_std,cs_sparse_explicit_sketch_sec_mean,cs_sparse_explicit_sketch_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_reconstruct_sec_mean,cs_reconstruct_sec_std,cs_small_eig_sec_mean,cs_small_eig_sec_std,cs_lift_sec_mean,cs_lift_sec_std,cs_kmeans_sec_mean,cs_kmeans_sec_std,sign_draw_omega_sec_mean,sign_draw_omega_sec_std,sign_subspace_iter_sec_mean,sign_subspace_iter_sec_std,sign_reconstruct_sec_mean,sign_reconstruct_sec_std,sign_build_core_sec_mean,sign_build_core_sec_std,sign_small_eig_sec_mean,sign_small_eig_sec_std,sign_lift_sec_mean,sign_lift_sec_std,sign_kmeans_sec_mean,sign_kmeans_sec_std
1,200,CountSketch,0.014505593749999912,0.0018649747753837612,0.0007295437500000279,0.0001968693099184446,0.011150862499999904,0.001251368362528752,,,,,,,,,,,,,,,,,0.014505593749999912,0.0018649747753837612,0.014784512799999861,0.0019337278183289743,0.0,0.0,0.026385999999999844,0.0028153058189620416,,,,,,,,,,,,,,,,,,,6.106665000003009e-05,3.4141053358759174e-05,0.0003067604999999585,0.0001443752927300893,0.0003067604999999585,0.0001443752927300893,0.00030207720000001713,4.868380933879045e-05,0.00029537085000004294,5.578736985657022e-05,0.00010688129999998352,2.9157421693348567e-05,0.00010841249999991032,1.6856552624124046e-05,0.0002581312000000002,5.1301363776469704e-05,6.552049999886123e-06,1.89418004682229e-06,0.013032500050000072,0.001753645419980522,,,,,,,,,,,,,,
1,200,Non-random,0.031369752199999934,0.002955624805855298,0.0007295437500000279,0.0001968693099184446,0.011496433300000053,0.0013433947050267617,,,,,,,,,,,,,,,,,0.031369752199999934,0.002955624805855298,0.031367147649999885,0.0029554659612624264,2.6045500000515533e-06,1.0436633091115056e-06,0.043595729250000013,0.00435622511512219,,,,,,,,,,,,,0.018260379100000067,0.0016658815423125626,0.01308761034999988,0.0016154252841600433,1.9158199999935733e-05,1.779341057094166e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,200,Random Projection,0.017795558400000043,0.015843068391837092,0.0007295437500000279,0.0001968693099184446,0.011489112499999888,0.001983771542989689,4.210010000003095e-05,2.2470332543596355e-05,0.0004154249500000429,0.00018195610062210507,0.00028191255000007407,5.191658142435478e-05,9.803535000003638e-05,2.6254663658481184e-05,0.00014349774999995458,0.00011310472422400902,0.00026312710000000463,4.4977289386038434e-05,6.86670000002998e-06,2.589574667319188e-06,0.016539585449999984,0.015506226182984592,0.017795558400000043,0.015843068391837092,0.017790549950000158,0.01584065723177193,5.008449999888143e-06,2.711934121868286e-06,0.03001421464999996,0.017615950891864084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,200,Random Sampling,0.02058740845000002,0.0026994471581083318,0.0007295437500000279,0.0001968693099184446,0.011136791700000037,0.0014574201054607565,,,,,,,,,,,,,,,,,0.02058740845000002,0.0026994471581083318,0.020583877100000047,0.0026991396018013645,3.531349999974509e-06,8.767175788248022e-07,0.03245374390000009,0.004019838088603828,0.00028249590000000157,7.885669826434941e-05,0.0002994499999999123,8.17636609123684e-05,0.0064274874500001465,0.0009931923152048717,6.228344999998914e-05,3.204655902289885e-05,7.036864999994119e-05,3.78357508606586e-05,0.013441791650000057,0.0018661447295550884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,200,SIGN Bidirectional,0.01530816865000002,0.0017066777655819652,0.0007295437500000279,0.0001968693099184446,0.011208224900000018,0.0013474419684644477,,,,,,,,,,,,,,,,,0.01530816865000002,0.0017066777655819652,0.015302994000000236,0.0017061428057488259,5.174649999784009e-06,1.2613820021483886e-06,0.027245937300000068,0.002827559787472627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.595015000008473e-05,1.656509284848451e-05,0.0014325938499999858,0.0001353391963663549,0.00040105615000003426,9.789152359961258e-05,9.921895000013503e-05,2.2147460696779177e-05,0.00026968540000003036,5.098084851286731e-05,9.137499999956056e-06,7.383361012641264e-06,0.01304535200000001,0.0015698782400199592
1,400,CountSketch,0.016160404199999957,0.001037114311287624,0.0022937207999997877,0.0006523443912648097,0.029628760449999937,0.0009263117751551194,,,,,,,,,,,,,,,,,0.016160404199999957,0.001037114311287624,0.016598502749999744,0.0010531638960415263,0.0,0.0,0.04808288544999968,0.001745046928623008,,,,,,,,,,,,,,,,,,,6.22209499999915e-05,1.37377943431387e-05,0.00046503754999998036,0.00012346020475912688,0.00046503754999998036,0.00012346020475912688,0.0005357666499999248,4.119231535551202e-05,0.0005262605499998685,8.116231901824458e-05,0.00016405005000006412,9.93713364104544e-06,0.0001735958999998566,1.0891502834318135e-05,0.00025488330000005276,2.0565938368086942e-05,9.893800000027042e-06,3.582342817606726e-06,0.013941756449999999,0.0010089478294901075,,,,,,,,,,,,,,
1,400,Non-random,0.07228967505000009,0.0020032877127934582,0.0022937207999997877,0.0006523443912648097,0.03138490414999997,0.0010209936049519505,,,,,,,,,,,,,,,,,0.07228967505000009,0.0020032877127934582,0.07228649175000053,0.0020025563678686413,3.1832999995540233e-06,1.0363193012664426e-06,0.10596829999999983,0.00276615106467686,,,,,,,,,,,,,0.05759994380000007,0.0008588737964534103,0.014611495950000154,0.0013881990914499207,7.505200000030854e-05,5.616455606340455e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,400,Random Projection,0.015624758450000132,0.0007874019606770923,0.0022937207999997877,0.0006523443912648097,0.02959894155000007,0.0010336762051864233,6.902910000006202e-05,1.4354082088038332e-06,0.0006922938000000656,4.259947451070852e-05,0.0005275646500000786,9.654430166094731e-05,0.0001637040999999062,1.2579777480574363e-05,0.00018672284999992072,3.40097542313482e-05,0.0002549480499998147,1.9962709697900077e-05,9.856299999988493e-06,3.1159486028236057e-06,0.013715916749999968,0.0007419076147366423,0.015624758450000132,0.0007874019606770923,0.015620035599999804,0.0007868979401522129,4.7228500003271275e-06,1.3935461115377592e-06,0.04751742079999999,0.0017379104002496254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,400,Random Sampling,0.024346862649999856,0.0020514841605851174,0.0022937207999997877,0.0006523443912648097,0.029383208250000025,0.0007451939806921873,,,,,,,,,,,,,,,,,0.024346862649999856,0.0020514841605851174,0.02434282094999949,0.002051365849716252,4.0417000003678535e-06,8.143583908889658e-07,0.05602379169999967,0.0023564748597941524,0.0007900271000000014,0.00026258014084619603,0.0010882541499998676,0.00022814199195302155,0.007367962500000091,0.001488100290772837,0.00021088334999972425,0.0002492620539557308,0.00028205419999980383,0.00018824522054665418,0.01460363965,0.001105746164034103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,400,SIGN Bidirectional,0.0181944479000002,0.0016321138094892895,0.0022937207999997877,0.0006523443912648097,0.030024531199999906,0.0009677607024871928,,,,,,,,,,,,,,,,,0.0181944479000002,0.0016321138094892895,0.01818901650000022,0.001631845241273731,5.431399999977771e-06,1.1398953512493827e-06,0.05051269989999989,0.0026472075676962263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.407085000004088e-05,7.2078296555948115e-06,0.002663772800000119,0.00026774780349277685,0.0007049187999999429,6.536569868654415e-05,0.00017622904999989864,2.2824563853554796e-05,0.00025158550000004,2.6761039401392363e-05,9.918750000004195e-06,5.1534111833711335e-06,0.014308520750000175,0.001591404264458003
