experiment,density_level,rep,seed,n,K,m,rho_n,a_in,b_out,signal_gap,p_in,p_out,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,sampling_mode,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,method_wall_sec,algorithm_total_wall_sec,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_lift_sec,rs_sample_matrix_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_lift_sec
density_background_fixed_gap,2,1,2026250705,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,117465,702826,0.019522944444444443,0.7334510830696672,0.12252658302895725,sparse,0,0.0,58.7325,88.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,Gaussian RP,gaussian_random_projection,0.7985,0.0031388409430458163,0.005569459911776534,0.0030949580250307918,0.038118749973364174,0.00028187502175569534,0.5057856669882312,0.5441878749988973,0.8282907954296398,0.39535600149367406,0.5496358750388026,1.4001639580819756,0.001221667043864727,0.0202376670204103,0.00405562506057322,0.010895750019699335,0.0008480410324409604,0.0006634999299421906,,,,,,,,,,,,,,,
density_background_fixed_gap,2,1,2026250705,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,117465,702826,0.019522944444444443,0.7334510830696672,0.12252658302895725,sparse,0,0.0,58.7325,88.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,Random sampling,random_sampling,0.7961666666666667,0.004602097258026512,0.007873383853072563,0.003934707958251238,0.07883708400186151,7.42919510230422e-05,0.30117620795499533,0.38008912501391023,1.4245695152390385,1.2441930933442407,0.3846988750156015,1.2360652500065044,,,,,,,0.01268687506671995,354413.0,106286.0,0.3,,,,,,,,,,,
density_background_fixed_gap,2,1,2026250705,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,117465,702826,0.019522944444444443,0.7334510830696672,0.12252658302895725,sparse,0,0.0,58.7325,88.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,CountSketch RP,countsketch_random_projection,0.7943333333333333,0.0040930223983958736,0.006374748050732747,0.0030431660125032067,0.04338616691529751,0.00046691601164638996,0.477703541982919,0.5215582079254091,0.8050569214565869,0.39556170936713986,0.5268853330053389,1.3775342910084873,,,,,,,,,,,0.0002594590187072754,36.0,140.0,194.0,0.0,0.005283874925225973,0.011196415987797081,0.01409691700246185,0.010827457997947931,0.000702250050380826,0.0006586250383406878
density_background_fixed_gap,2,2,2026250706,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,118008,705928,0.019609111111111112,0.6942134581040591,0.14816924999468029,sparse,0,0.0,59.004,87.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,Non-random eigsh,non_random,0.03283333333333338,0.9227311320526298,0.891418288758613,0.0035045829135924578,0.03851462504826486,0.00012383295688778162,0.07902691699564457,0.1176670000422746,0.9999999999999996,0.4871635708442753,0.12238920910749584,0.9600480830995366,,,,,,,,,,,,,,,,,,,,,
density_background_fixed_gap,2,2,2026250706,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,118008,705928,0.019609111111111112,0.6942134581040591,0.14816924999468029,sparse,0,0.0,59.004,87.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,Gaussian RP,gaussian_random_projection,0.804,0.004695894409291368,0.00783142756017258,0.003482916043139994,0.04365204100031406,0.0005929169710725546,0.44736566697247326,0.49161187501158565,0.8369081404342853,0.3953636324635683,0.49658533406909555,1.3339933330425993,0.0011006249114871025,0.022168540977872908,0.011941083008423448,0.007122333045117557,0.0009302909020334482,0.00014625000767409801,,,,,,,,,,,,,,,
density_background_fixed_gap,2,2,2026250706,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,118008,705928,0.019609111111111112,0.6942134581040591,0.14816924999468029,sparse,0,0.0,59.004,87.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,Random sampling,random_sampling,0.7966666666666666,0.0038291049232484224,0.006488665585130008,0.0036860420368611813,0.08009820897132158,7.429090328514576e-05,0.37576950003858656,0.45594345801509917,1.427581663510982,1.244902081656049,0.46161562495399266,1.2983247080119327,,,,,,,0.01429916697088629,355964.0,106760.0,0.3,,,,,,,,,,,
density_background_fixed_gap,2,2,2026250706,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,118008,705928,0.019609111111111112,0.6942134581040591,0.14816924999468029,sparse,0,0.0,59.004,87.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,CountSketch RP,countsketch_random_projection,0.8045,0.0033923924342364243,0.005899142598697865,0.0031367919873446226,0.03714104101527482,0.00027299998328089714,0.40196754201315343,0.43938291701488197,0.8543477316809179,0.39490423284490067,0.44439850002527237,1.2817642911104485,,,,,,,,,,,0.00017083389684557915,36.0,137.0,194.0,0.0,0.005505832959897816,0.01124941697344184,0.006830792059190571,0.011303500039502978,0.0012465420877560973,0.00014241691678762436
density_background_fixed_gap,2,3,2026250707,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,117193,701408,0.019483555555555556,0.7163262920221314,0.12427499995101243,sparse,0,0.0,58.5965,86.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,Non-random eigsh,non_random,0.03400000000000003,0.9200291493180899,0.8881383265612085,0.003508166060782969,0.02819266600999981,6.770796608179808e-05,0.05431233404669911,0.082574125030078,1.0000000000000004,0.4868816928092929,0.0872942500282079,0.9231739999959245,,,,,,,,,,,,,,,,,,,,,
density_background_fixed_gap,2,3,2026250707,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,117193,701408,0.019483555555555556,0.7163262920221314,0.12427499995101243,sparse,0,0.0,58.5965,86.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,Gaussian RP,gaussian_random_projection,0.7961666666666667,0.0041246753709147255,0.0068525291915520715,0.0033196249278262258,0.031335416017100215,0.0002247079974040389,0.48791462497320026,0.5194760001031682,0.8484307369136653,0.39592849778171,0.5244357499759644,1.3600760409608483,0.0014132079668343067,0.019624542095698416,0.0038523750845342875,0.0058370830956846476,0.00044966593850404024,0.00010412500705569983,,,,,,,,,,,,,,,
density_background_fixed_gap,2,3,2026250707,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,117193,701408,0.019483555555555556,0.7163262920221314,0.12427499995101243,sparse,0,0.0,58.5965,86.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,Random sampling,random_sampling,0.8001666666666667,0.004394280858042879,0.007363110809281365,0.003165292087942362,0.07113445794675499,7.624994032084942e-05,0.32389475009404123,0.39510712504852563,1.4240870548895375,1.2450553429989855,0.40075937507208437,1.2357067499542609,,,,,,,0.01282366702798754,353704.0,105994.0,0.3,,,,,,,,,,,
density_background_fixed_gap,2,3,2026250707,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,117193,701408,0.019483555555555556,0.7163262920221314,0.12427499995101243,sparse,0,0.0,58.5965,86.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,CountSketch RP,countsketch_random_projection,0.8021666666666667,0.002832157569179311,0.004974904271346955,0.004873790894635022,0.0373858748935163,0.00033379101660102606,0.44269262498710304,0.4804140829946846,0.8358710829979002,0.39547452569970165,0.485159375006333,1.3210135828703642,,,,,,,,,,,0.00039154093246906996,36.0,144.0,195.0,0.0,0.004906416987068951,0.011031832895241678,0.009286666987463832,0.010142915998585522,0.001264624996110797,0.0001409579999744892
density_background_fixed_gap,2,4,2026250708,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,117876,705332,0.019592555555555554,0.7794074589619413,0.1368024169933051,sparse,0,0.0,58.938,90.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,Non-random eigsh,non_random,0.03533333333333333,0.9169792317118951,0.8846254210140672,0.0036447920138016343,0.028913083020597696,7.129192817956209e-05,0.053431250038556755,0.08241716702468693,0.9999999999999994,0.4862243710579255,0.08748487499542534,0.9986255009425804,,,,,,,,,,,,,,,,,,,,,
density_background_fixed_gap,2,4,2026250708,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,117876,705332,0.019592555555555554,0.7794074589619413,0.1368024169933051,sparse,0,0.0,58.938,90.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,Gaussian RP,gaussian_random_projection,0.8118333333333333,0.0014234685595968298,0.003171309137179395,0.003090249956585467,0.0674471250968054,0.00026537501253187656,0.4269373749848455,0.4946510409936309,0.8499128187429827,0.3947664778893471,0.4992418750189245,1.4108597510494292,0.0008615410188212991,0.01946229103486985,0.03007037495262921,0.015703540993854403,0.0006156250601634383,0.0003429169300943613,,,,,,,,,,,,,,,
density_background_fixed_gap,2,4,2026250708,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,117876,705332,0.019592555555555554,0.7794074589619413,0.1368024169933051,sparse,0,0.0,58.938,90.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,Random sampling,random_sampling,0.7958333333333334,0.0034764118420812238,0.006044909170848796,0.004020625026896596,0.06008141697384417,7.12500186637044e-05,0.3545507090166211,0.4147053749766201,1.4193284501297356,1.2424194340608816,0.42062308301683515,1.3309132519643754,,,,,,,0.010323083028197289,355666.0,106373.0,0.3,,,,,,,,,,,
density_background_fixed_gap,2,4,2026250708,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,117876,705332,0.019592555555555554,0.7794074589619413,0.1368024169933051,sparse,0,0.0,58.938,90.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,CountSketch RP,countsketch_random_projection,0.8049999999999999,0.003088126662144907,0.005390929073907475,0.004036957980133593,0.03074962494429201,0.0003202089574187994,0.46095537510700524,0.4920265410328284,0.7975739151788842,0.3947800300479042,0.4971973330248147,1.4082350849639624,,,,,,,,,,,0.00045370811130851507,36.0,139.0,190.0,0.0,0.004905208013951778,0.010513624991290271,0.005675291991792619,0.008572417078539729,0.0004062920343130827,7.916695903986692e-05
density_background_fixed_gap,2,5,2026250709,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,116806,699152,0.01942088888888889,0.7256770419189706,0.1312443750211969,sparse,0,0.0,58.403,90.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,Non-random eigsh,non_random,0.03533333333333333,0.9170001622783491,0.8844153645416245,0.004380541038699448,0.028792708064429462,7.604190614074469e-05,0.08195620798505843,0.11082625004928559,0.9999999999999999,0.48524380696771996,0.11554212507326156,0.9677463748957962,,,,,,,,,,,,,,,,,,,,,
density_background_fixed_gap,2,5,2026250709,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,116806,699152,0.01942088888888889,0.7256770419189706,0.1312443750211969,sparse,0,0.0,58.403,90.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,Gaussian RP,gaussian_random_projection,0.7906666666666666,0.006240101005332871,0.00982706828529229,0.0031060839537531137,0.04826595797203481,0.00028570799622684717,0.4550892080878839,0.5036426670849323,0.8500438287046219,0.39640420020102857,0.509453791892156,1.360562290996313,0.0013411249965429306,0.02276291698217392,0.011705790995620191,0.009759875014424324,0.0009425829630345106,0.0015558329178020358,,,,,,,,,,,,,,,
density_background_fixed_gap,2,5,2026250709,6000,6,3,24.0,36.0,4.0,32.0,2.4e-05,2.666666666666667e-06,116806,699152,0.01942088888888889,0.7256770419189706,0.1312443750211969,sparse,0,0.0,58.403,90.0,117221.38133333334,19.53689688888889,58.61069066666667,0.02770835263696556,Random sampling,random_sampling,0.8045,0.0030987001731366402,0.005352050567105546,0.003931041923351586,0.0904446670319885,8.791591972112656e-05,0.3489016250241548,0.4394362500170246,1.4211360576441256,1.24272755682731,0.4455759159754962,1.296355624916032,,,,,,,0.011461707996204495,352576.0,105994.0,0.3,,,,,,,,,,,
