density_level,method,reps,n_mean,n_std,K_mean,K_std,rho_n_mean,rho_n_std,a_in_mean,a_in_std,b_out_mean,b_out_std,signal_gap_mean,signal_gap_std,p_in_mean,p_in_std,p_out_mean,p_out_std,num_hyperedges_total_mean,num_hyperedges_total_std,theta_nnz_mean,theta_nnz_std,theta_density_mean,theta_density_std,hypergraph_degree_mean_mean,hypergraph_degree_mean_std,hypergraph_degree_max_mean,hypergraph_degree_max_std,expected_degree_mean_mean,expected_degree_mean_std,candidate_within_fraction_mean,candidate_within_fraction_std,isolated_fraction_mean,isolated_fraction_std,misclassification_mean,misclassification_std,ARI_mean,ARI_std,NMI_mean,NMI_std,generation_wall_sec_mean,generation_wall_sec_std,hypergraph_laplacian_build_wall_sec_mean,hypergraph_laplacian_build_wall_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,embedding_normalize_wall_sec_mean,embedding_normalize_wall_sec_std,kmeans_wall_sec_mean,kmeans_wall_sec_std,spectral_clustering_wall_sec_mean,spectral_clustering_wall_sec_std,metric_wall_sec_mean,metric_wall_sec_std,algorithm_total_wall_sec_mean,algorithm_total_wall_sec_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rp_qr_sec_mean,rp_qr_sec_std,rp_build_core_sec_mean,rp_build_core_sec_std,rs_sample_matrix_wall_sec_mean,rs_sample_matrix_wall_sec_std,rs_sampled_upper_nnz_mean,rs_sampled_upper_nnz_std,cs_initial_multiply_sec_mean,cs_initial_multiply_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_embedding_dim_mean,cs_embedding_dim_std,top_eigenvalue_max_mean,top_eigenvalue_max_std,top_eigenvalue_min_mean,top_eigenvalue_min_std,non_random_spectral_sec_mean,spectral_speedup_vs_non_random
3,Random sampling,5,6000.0,0.0,6.0,0.0,32.0,0.0,40.0,0.0,8.0,0.0,32.0,0.0,3.555555555555555e-05,0.0,7.111111111111111e-06,0.0,284316.2,623.7633365307701,1670096.4,3519.322491616801,0.04639156666666662,9.77589581004814e-05,142.15810000000002,0.3118816682653769,186.0,1.8708286933869707,142.11559111111112,0.0,0.0277083526369655,0.0,0.0,0.0,0.8187333333333333,0.0014171567779654066,0.00023751244184986,5.815540552297558e-05,0.0033578902694162,0.00044871157486666536,1.859309500013478,0.17702068155806866,0.38048201680649074,0.0804584328922854,0.17052888341713693,0.024737010604075883,8.736660238354912e-05,1.3937631159957352e-05,0.351773374970071,0.05134650884521396,0.5223914331756532,0.05971724158884238,0.00336700838524844,0.0004241941010947395,2.7621811418095605,0.2595902161368747,,,,,,,0.029437683383002844,0.002079998021793326,251692.4,282.776059807048,,,,,,,,,,,1.417611940430658,0.002648732381496797,1.1942628995165239,0.0004740221451118348,0.1784669000189751,0.34163443097460966
3,CountSketch RP,5,6000.0,0.0,6.0,0.0,32.0,0.0,40.0,0.0,8.0,0.0,32.0,0.0,3.555555555555555e-05,0.0,7.111111111111111e-06,0.0,284316.2,623.7633365307701,1670096.4,3519.322491616801,0.04639156666666662,9.77589581004814e-05,142.15810000000002,0.3118816682653769,186.0,1.8708286933869707,142.11559111111112,0.0,0.0277083526369655,0.0,0.0,0.0,0.8146000000000001,0.002136326025888579,0.00089765474550722,0.00040879565109679843,0.00243920741607194,0.0005057474291069481,1.859309500013478,0.17702068155806866,0.38048201680649074,0.0804584328922854,0.05644434960559004,0.006693503820894363,0.0004601752152666,0.00048550517439873147,0.38862020841334016,0.03535783843370942,0.4455259082140401,0.03817922636452693,0.009603708609938578,0.0140243414462447,2.6853162500541656,0.2789197051990208,,,,,,,,,,,0.00712503318209194,0.0005338394295356412,0.02404936661478126,0.0011218571926524575,0.00476092498283826,0.0027689259963998283,0.01922662516590204,0.005054692844532899,36.0,0.0,0.862210060761884,0.030511461742879963,0.3626400185580154,0.00025600552986344285,0.1784669000189751,0.40057580654374836
4,Non-random eigsh,5,6000.0,0.0,6.0,0.0,48.0,0.0,44.0,0.0,12.0,0.0,32.0,0.0,5.8666666666666665e-05,0.0,1.6e-05,0.0,618068.6,856.5619066944313,3525889.6,4861.400497798937,0.09794137777777774,0.00013503890271661774,309.0343,0.4282809533471908,378.0,3.240370349203935,309.125392,0.0,0.0277083526369655,0.0,0.0,0.0,0.05686666666666662,0.004954515336763292,0.8681833723910873,0.011076182385422007,0.8284411939980595,0.012296890493713268,4.089566966611892,0.12704281192816638,0.9377629916183651,0.035701332482259186,0.1901580085745081,0.012245965837085492,0.00015276661142705762,0.00017520616484536302,0.07712230843026184,0.023865201803398742,0.2674343418329954,0.013466980723413314,0.00345485000871116,0.0005352850411394726,5.294763041846454,0.16899164611086168,,,,,,,,,,,,,,,,,,,,,0.9999999999999994,5.822058658345461e-16,0.3944280474047194,0.0004984304609903804,0.2674343418329954,1.0
4,Gaussian RP,5,6000.0,0.0,6.0,0.0,48.0,0.0,44.0,0.0,12.0,0.0,32.0,0.0,5.8666666666666665e-05,0.0,1.6e-05,0.0,618068.6,856.5619066944313,3525889.6,4861.400497798937,0.09794137777777774,0.00013503890271661774,309.0343,0.4282809533471908,378.0,3.240370349203935,309.125392,0.0,0.0277083526369655,0.0,0.0,0.0,0.8122666666666667,0.002699279739321407,0.0008925203131792001,0.0004000500768757518,0.0023797787367857,0.0005453396419062245,4.089566966611892,0.12704281192816638,0.9377629916183651,0.035701332482259186,0.14813740821555252,0.02504056027898227,0.00034065819345408,0.0002142324330884585,0.46308620837517084,0.023428592658701824,0.6115656916052103,0.03201151737594969,0.0035021501826122,0.00036849120670402074,5.638894233014435,0.1606162132515711,0.09964513299055397,0.010881148808039318,0.0074832166312262,0.0034939513224443177,0.03872237501200284,0.012139917432190247,,,,,,,,,,,,,,,0.8530604545243868,0.029491655560612822,0.34815866679769103,0.00015807467088554503,0.2674343418329954,0.4372945466104315
4,Random sampling,5,6000.0,0.0,6.0,0.0,48.0,0.0,44.0,0.0,12.0,0.0,32.0,0.0,5.8666666666666665e-05,0.0,1.6e-05,0.0,618068.6,856.5619066944313,3525889.6,4861.400497798937,0.09794137777777774,0.00013503890271661774,309.0343,0.4282809533471908,378.0,3.240370349203935,309.125392,0.0,0.0277083526369655,0.0,0.0,0.0,0.8203666666666667,0.0030965931099982643,0.00017864453391718536,0.00015642461382858825,0.003160515121311,0.0005585925105041715,4.089566966611892,0.12704281192816638,0.9377629916183651,0.035701332482259186,0.3566252418560907,0.0510128750547251,9.803378488867688e-05,4.432503144336155e-05,0.33268890841864046,0.03134623006815195,0.6894140584161506,0.07165517943236904,0.0035987417679279403,0.0005710423105514393,5.716742142289877,0.17911919511643415,,,,,,,0.061209275200962976,0.003083644461292785,529519.2,1084.990645120957,,,,,,,,,,,1.4109493568986362,0.004051379012252545,1.1670788123214773,0.000533382930580653,0.2674343418329954,0.38791541682134395
4,CountSketch RP,5,6000.0,0.0,6.0,0.0,48.0,0.0,44.0,0.0,12.0,0.0,32.0,0.0,5.8666666666666665e-05,0.0,1.6e-05,0.0,618068.6,856.5619066944313,3525889.6,4861.400497798937,0.09794137777777774,0.00013503890271661774,309.0343,0.4282809533471908,378.0,3.240370349203935,309.125392,0.0,0.0277083526369655,0.0,0.0,0.0,0.8172333333333335,0.00222860195339293,0.0003051356714705374,0.00026678622941319767,0.00158858088031694,0.00037279663888827394,4.089566966611892,0.12704281192816638,0.9377629916183651,0.035701332482259186,0.11558361661154773,0.005504680859220584,0.00026375818997613997,0.0001292416572702919,0.32708415016531944,0.013299656377612438,0.44293295016977935,0.014439205833823797,0.0033778415760025,0.00015852623794230335,5.470261483197101,0.1598473945414482,,,,,,,,,,,0.01137506659142668,0.0007421998728331139,0.05215210819151246,0.0029210666567016934,0.00621871678158636,0.0031734935276715717,0.04400841658934948,0.005327965651462984,36.0,0.0,0.8514560325430361,0.03813499439655433,0.34827882087489803,0.0001691951752415281,0.2674343418329954,0.6037806438434664
5,Non-random eigsh,5,6000.0,0.0,6.0,0.0,64.0,0.0,52.0,0.0,20.0,0.0,32.0,0.0,9.244444444444443e-05,0.0,3.555555555555555e-05,0.0,1336350.4,820.3970380248643,7186700.8,4190.735639479026,0.19963057777777773,0.00011640932331887283,668.1752,0.41019851901243815,768.2,4.549725266430942,668.0392035555556,0.0,0.0277083526369655,0.0,0.0,0.0,0.09359999999999996,0.009209445634178474,0.7880478831442035,0.01942299325143528,0.7444234210844235,0.01968480733514567,9.613531691604296,0.18931099245959854,2.160306591819972,0.1819304480359605,0.4852100750198588,0.04877286721036895,9.142500348387527e-05,1.5124424964385552e-05,0.10676045818254347,0.03387855059865574,0.5920632751891389,0.048860269014080825,0.00471072483342136,0.0008941792014955457,12.365900241630152,0.24321400416813596,,,,,,,,,,,,,,,,,,,,,0.9999999999999998,2.830524433501838e-16,0.3730649468723312,0.00016537834277364585,0.5920632751891389,1.0
5,Gaussian RP,5,6000.0,0.0,6.0,0.0,64.0,0.0,52.0,0.0,20.0,0.0,32.0,0.0,9.244444444444443e-05,0.0,3.555555555555555e-05,0.0,1336350.4,820.3970380248643,7186700.8,4190.735639479026,0.19963057777777773,0.00011640932331887283,668.1752,0.41019851901243815,768.2,4.549725266430942,668.0392035555556,0.0,0.0277083526369655,0.0,0.0,0.0,0.8162,0.00405757179713295,0.0004892398867619521,0.0004374539048409822,0.0018585265302615602,0.0006076534762810044,9.613531691604296,0.18931099245959854,2.160306591819972,0.1819304480359605,0.285122433421202,0.05555531994966535,0.00032055000774558,0.00013425986703043577,0.3907715666107833,0.04326747227606753,0.6762162167811766,0.0928836043490936,0.003765866998583,0.0008935978017903841,12.450052833463996,0.30999321345783487,0.19477001680061218,0.0332842806677474,0.00612377519719298,0.002356847371596087,0.0808729334035888,0.021797828501513995,,,,,,,,,,,,,,,0.8824194586661942,0.020543563307000395,0.3407173917429615,0.00010906917786731557,0.5920632751891389,0.8755532039846516
5,Random sampling,5,6000.0,0.0,6.0,0.0,64.0,0.0,52.0,0.0,20.0,0.0,32.0,0.0,9.244444444444443e-05,0.0,3.555555555555555e-05,0.0,1336350.4,820.3970380248643,7186700.8,4190.735639479026,0.19963057777777773,0.00011640932331887283,668.1752,0.41019851901243815,768.2,4.549725266430942,668.0392035555556,0.0,0.0277083526369655,0.0,0.0,0.0,0.8205666666666666,0.0032115243870923667,6.211779852082625e-05,7.886653266945782e-05,0.00217156162282118,0.0002661950399658544,9.613531691604296,0.18931099245959854,2.160306591819972,0.1819304480359605,0.7700078581692651,0.07224880813602587,9.878340642897635e-05,4.7837581156060446e-05,0.2881024916190654,0.05840371799780634,1.0582110750023275,0.07816175733886081,0.0036203081952407602,0.00096111268660266,12.832047416619025,0.2172708229109345,,,,,,,0.13245780821889633,0.017383793636373466,1079100.6,1342.262008700253,,,,,,,,,,,1.4143572834197116,0.0025334612456526513,1.1505412593406548,0.0002055015494255968,0.5920632751891389,0.5594944989475155
5,CountSketch RP,5,6000.0,0.0,6.0,0.0,64.0,0.0,52.0,0.0,20.0,0.0,32.0,0.0,9.244444444444443e-05,0.0,3.555555555555555e-05,0.0,1336350.4,820.3970380248643,7186700.8,4190.735639479026,0.19963057777777773,0.00011640932331887283,668.1752,0.41019851901243815,768.2,4.549725266430942,668.0392035555556,0.0,0.0277083526369655,0.0,0.0,0.0,0.8180333333333334,0.0020186629238186584,0.00028004943749150633,0.0003177641536213909,0.00153297527632404,0.0004315508631380518,9.613531691604296,0.18931099245959854,2.160306591819972,0.1819304480359605,0.2196067749522626,0.01685030311892198,0.00042534179519854,0.00017452917178329398,0.2514380583539605,0.020947188847207636,0.4714718666160479,0.027111917782679674,0.010117675014771461,0.013040697446881229,12.245308458525688,0.23307735556074208,,,,,,,,,,,0.01839396681170908,0.0014752943228999698,0.10922307497821744,0.005008847456268636,0.00525275859981768,0.001865946480647564,0.08532300018705424,0.010811653823393672,36.0,0.0,0.8773390416359653,0.03372579323099626,0.34081008807395097,3.477725333061648e-05,0.5920632751891389,1.2557764675093477
