K,method,rep,seed,n,m,rho_n,num_hyperedges_total,misclassification_rate,ARI,NMI,generation_wall_sec,zhou_theta_build_wall_sec,spectral_clustering_wall_sec,metric_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,rs_sample_matrix_wall_sec,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,p_in,p_out,sampling_mode,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb
5,Random sampling,6,20760433,5000,3,4.0,17573,0.7642,0.006774427938042228,0.00996266302056249,0.577306583058089,0.038502124953083694,0.5198392499005422,0.014690792071633041,1,0.0002,10.5438,25.0,17579.209600000002,3.51584192,10.547525760000001,0.03990401921920999,0.0028272499330341816,0.04299645789433271,57586,40253,0.7,76991,0.045837959041818976,8.27079638838768e-05,0.4739149999804795,1.0668093953639046,0.7930188433182961,1.135644374997355,5.76e-06,6.4e-07,sparse,5.8147229999999865,1.285247917054221,10.65484619140625,348.109375,349.109375,1.0
5,Random sampling,7,20760434,5000,3,4.0,17422,0.7434,0.00796426779598709,0.010185148124100598,0.5819226250750944,0.03794166608713567,0.47736737492959946,0.01741141697857529,0,0.0,10.4532,27.0,17579.209600000002,3.51584192,10.547525760000001,0.03990401921920999,0.0029732920229434967,0.031054125051014125,57133,40034,0.7,76607,0.034039916936308146,0.00021962495520710945,0.44310420902911574,1.0670061163193578,0.7945988797325974,1.097228042082861,5.76e-06,6.4e-07,sparse,5.614702999999992,1.2415609590243548,10.580724716186523,349.109375,349.109375,0.0
5,Random sampling,8,20760435,5000,3,4.0,17406,0.7666,0.006102697416714507,0.008832296803935264,0.6239317500730976,0.03736104199197143,0.4786950000561774,0.01466104097198695,0,0.0,10.4436,25.0,17579.209600000002,3.51584192,10.547525760000001,0.03990401921920999,0.003003083053044975,0.04321849998086691,57089,39669,0.7,75878,0.0462347500724718,8.7540945969522e-05,0.43236874998547137,1.0640808734414786,0.791843099173817,1.1399838330689818,5.76e-06,6.4e-07,sparse,5.658310999999998,1.2842157919658348,10.550286293029785,349.109375,349.109375,0.0
5,Random sampling,9,20760436,5000,3,4.0,17488,0.7702,0.004267988563362858,0.006411932076792969,0.5895557079929858,0.038128625019453466,0.420213625067845,0.015108791994862258,0,0.0,10.4928,24.0,17579.209600000002,3.51584192,10.547525760000001,0.03990401921920999,0.0029454160248860717,0.029356000013649464,57324,40302,0.7,77094,0.03235770796891302,0.0002092499053105712,0.38764354097656906,1.0708502265458193,0.7958493883071136,1.047894831863232,5.76e-06,6.4e-07,sparse,5.178184000000016,1.194949624943547,10.6253080368042,349.109375,349.125,0.015625
5,Random sampling,10,20760437,5000,3,4.0,17768,0.7742,0.0031248528955561514,0.005375213860613136,0.5762417499208823,0.03786570800002664,0.48404616699554026,0.015299416962079704,0,0.0,10.6608,22.0,17579.209600000002,3.51584192,10.547525760000001,0.03990401921920999,0.002919082995504141,0.022112624952569604,58165,40581,0.7,77648,0.025042499997653067,7.345795165747404e-05,0.4589267910923809,1.0684897792618355,0.7935727472382942,1.0981502069626004,5.76e-06,6.4e-07,sparse,5.710053000000016,1.2428765000076964,10.760809898376465,349.125,349.125,0.0
6,Random sampling,1,20860428,5000,3,4.0,16230,0.8084,0.0012736213625000605,0.0032601400972097003,0.5326438751071692,0.035253459005616605,0.43882454093545675,0.01572491694241762,0,0.0,9.738,23.0,16277.642071040002,3.2555284142080003,9.766585242624002,0.027694498899779957,0.002680624951608479,0.02652800001669675,53581,37465,0.7,71427,0.029219166026450694,8.925003930926323e-05,0.4095119999255985,1.069774065075734,0.8098788972907204,1.0067177501041442,5.76e-06,6.4e-07,sparse,5.257880999999998,1.1397411249345168,9.95032787322998,349.125,349.125,0.0
6,Random sampling,2,20860429,5000,3,4.0,16200,0.8108,0.0013274888472591777,0.003368664019009693,0.5715972919715568,0.035435124998912215,0.41812454198952764,0.014816375100053847,0,0.0,9.72,25.0,16277.642071040002,3.2555284142080003,9.766585242624002,0.027694498899779957,0.0028010410023853183,0.03807516605593264,53485,37581,0.7,71679,0.040887333918362856,8.012494072318077e-05,0.3771534999832511,1.0716615535413523,0.807494675551483,1.0251533758128062,5.76e-06,6.4e-07,sparse,5.221435000000014,1.1588108750293031,9.94600772857666,349.125,349.203125,0.078125
6,Random sampling,3,20860430,5000,3,4.0,16279,0.8012,0.002751557275822176,0.005287434493808027,0.5264864170458168,0.0352345829596743,0.45987016696017236,0.014943375019356608,1,0.0002,9.7674,24.0,16277.642071040002,3.2555284142080003,9.766585242624002,0.027694498899779957,0.0028074169531464577,0.03442133299540728,53730,37605,0.7,71775,0.03724070906173438,7.933401502668858e-05,0.4225464159389958,1.0689371913841856,0.8070807285349525,1.021587459021248,5.76e-06,6.4e-07,sparse,5.445578000000012,1.156614916981198,9.982478141784668,349.203125,349.203125,0.0
6,Random sampling,4,20860431,5000,3,4.0,16339,0.8092,0.0012726745933589305,0.002952264913841116,0.5593588330084458,0.03576987504493445,0.5159357499796897,0.014964999980293214,0,0.0,9.8034,22.0,16277.642071040002,3.2555284142080003,9.766585242624002,0.027694498899779957,0.0029174170922487974,0.031780707999132574,53905,37728,0.7,71932,0.03474549995735288,8.129095658659935e-05,0.48110537498723716,1.0708092447059903,0.8076399097463811,1.1110608739545569,5.76e-06,6.4e-07,sparse,5.892860000000013,1.2508397080237046,10.010294914245605,349.203125,349.203125,0.0
6,Random sampling,5,20860432,5000,3,4.0,16342,0.7968,0.0030202955400264724,0.005214082520610533,0.539757207967341,0.03585695894435048,0.4535030829720199,0.015732625033706427,0,0.0,9.8052,24.0,16277.642071040002,3.2555284142080003,9.766585242624002,0.027694498899779957,0.002602707943879068,0.03441687498707324,53941,37726,0.7,71988,0.03703104192391038,8.499994874000549e-05,0.41638325003441423,1.0681232527315179,0.8039809050674536,1.029113458818756,5.76e-06,6.4e-07,sparse,5.041444999999982,1.1659795410232618,10.017047882080078,349.203125,349.203125,0.0
