experiment,sweep,x_col,x_value,method,reps,non_random_spectral_sec_mean,spectral_speedup_vs_non_random,n_mean,n_std,K_mean,K_std,rho_n_mean,rho_n_std,a_in_mean,a_in_std,b_out_mean,b_out_std,signal_gap_mean,signal_gap_std,p_in_mean,p_in_std,p_out_mean,p_out_std,num_hyperedges_total_mean,num_hyperedges_total_std,theta_nnz_mean,theta_nnz_std,theta_density_mean,theta_density_std,num_isolated_nodes_mean,num_isolated_nodes_std,isolated_fraction_mean,isolated_fraction_std,hypergraph_degree_mean_mean,hypergraph_degree_mean_std,hypergraph_degree_max_mean,hypergraph_degree_max_std,expected_hyperedges_total_mean,expected_hyperedges_total_std,expected_hyperedges_per_n_mean,expected_hyperedges_per_n_std,expected_degree_mean_mean,expected_degree_mean_std,candidate_within_fraction_mean,candidate_within_fraction_std,misclassification_rate_mean,misclassification_rate_std,ARI_mean,ARI_std,NMI_mean,NMI_std,generation_wall_sec_mean,generation_wall_sec_std,hypergraph_laplacian_build_wall_sec_mean,hypergraph_laplacian_build_wall_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,embedding_normalize_wall_sec_mean,embedding_normalize_wall_sec_std,kmeans_wall_sec_mean,kmeans_wall_sec_std,spectral_clustering_wall_sec_mean,spectral_clustering_wall_sec_std,metric_wall_sec_mean,metric_wall_sec_std,method_wall_sec_mean,method_wall_sec_std,algorithm_total_wall_sec_mean,algorithm_total_wall_sec_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rp_qr_sec_mean,rp_qr_sec_std,rp_build_core_sec_mean,rp_build_core_sec_std,rs_sample_matrix_wall_sec_mean,rs_sample_matrix_wall_sec_std,rs_sampled_upper_nnz_mean,rs_sampled_upper_nnz_std,cs_initial_multiply_sec_mean,cs_initial_multiply_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_embedding_dim_mean,cs_embedding_dim_std,top_eigenvalue_max_mean,top_eigenvalue_max_std,top_eigenvalue_min_mean,top_eigenvalue_min_std
rho_density_signal_control,rho_density_signal_control,rho_n,4,Non-random eigs,5,0.406165133333333,1,6000,0,6,0,4,0,14,0,6,0,8,0,1.55555555555556e-06,0,6.66666666666667e-07,0,24959.2,267.00692874905,155456.8,1577.53389820948,0.00431824444444444,4.38203860613743e-05,0,0,0,0,12.4796,0.133503464374524,28.4,2.60768096208106,24874.2253333333,0,4.14570422222222,0,12.4371126666667,0,0.0277083526369656,3.87895961444886e-18,0.816533333333333,0.00350475866977078,0.000234878097210849,0.000309845786938186,0.00148457463805166,0.00042485993210192,0.0043508,0.00056455998675591,0.00535373333333333,0.000240130566336085,0.02459045,0.00060882767186436,0.000105775,1.7331044520359e-05,0.381459833333333,0.0488657863347173,0.406165133333333,0.0493117864981951,0.00101230833333333,3.8010513439632e-05,0.406195966666667,0.0493087341516088,0.415860591666667,0.0488580825844275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3.59753376999886e-16,0.612905929260317,0.00188931212887623
rho_density_signal_control,rho_density_signal_control,rho_n,4,Gaussian RP,5,0.406165133333333,1.08191261473805,6000,0,6,0,4,0,14,0,6,0,8,0,1.55555555555556e-06,0,6.66666666666667e-07,0,24959.2,267.00692874905,155456.8,1577.53389820948,0.00431824444444444,4.38203860613743e-05,0,0,0,0,12.4796,0.133503464374524,28.4,2.60768096208106,24874.2253333333,0,4.14570422222222,0,12.4371126666667,0,0.0277083526369656,3.87895961444886e-18,0.8203,0.00182345825288104,7.28732748496353e-05,0.000381429177500321,0.00127063015632882,0.00053039855387403,0.0043508,0.00056455998675591,0.00535373333333333,0.000240130566336085,0.00501333333333333,0.000279161411642082,0.000155233333333333,0.000105944137369916,0.37023725,0.0314420845083746,0.375413991666667,0.0315085911295491,0.001071775,0.000117252848816374,0.375447658333333,0.0315083490210801,0.38511035,0.0310567976975167,0.001211475,0.000112991448176891,0.00199630833333333,0.000104426960619213,0.000516175,4.72039053527942e-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.743973588218483,0.0374646414664909,0.52449759911925,0.00186164829473197
rho_density_signal_control,rho_density_signal_control,rho_n,4,Random sampling,5,0.406165133333333,2.57939111639316,6000,0,6,0,4,0,14,0,6,0,8,0,1.55555555555556e-06,0,6.66666666666667e-07,0,24959.2,267.00692874905,155456.8,1577.53389820948,0.00431824444444444,4.38203860613743e-05,0,0,0,0,12.4796,0.133503464374524,28.4,2.60768096208106,24874.2253333333,0,4.14570422222222,0,12.4371126666667,0,0.0277083526369656,3.87895961444886e-18,0.823266666666667,0.00229310560884869,-6.9640153299768e-05,0.00016062531389573,0.00141168944397792,0.000497714306280357,0.0043508,0.00056455998675591,0.00535373333333333,0.000240130566336085,0.0171641666666667,0.00233804690905857,0.000184108333333333,0.000123776717794808,0.140105441666667,0.0329631771225116,0.157465508333333,0.0312489296635228,0.001003275,3.49277105645042e-05,0.157515866666667,0.0312441107520042,0.16715825,0.0311734225791139,NaN,NaN,NaN,NaN,NaN,NaN,0.00163535833333333,0.000137363289360327,24121.8,221.226580681436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.50922387819938,0.0103822359659555,1.44959240674598,0.00315673580832308
rho_density_signal_control,rho_density_signal_control,rho_n,4,CountSketch RP,5,0.406165133333333,1.10445898787712,6000,0,6,0,4,0,14,0,6,0,8,0,1.55555555555556e-06,0,6.66666666666667e-07,0,24959.2,267.00692874905,155456.8,1577.53389820948,0.00431824444444444,4.38203860613743e-05,0,0,0,0,12.4796,0.133503464374524,28.4,2.60768096208106,24874.2253333333,0,4.14570422222222,0,12.4371126666667,0,0.0277083526369656,3.87895961444886e-18,0.818166666666667,0.00350990661477546,0.00014100530521289,0.000349005399687899,0.00136179708396705,0.0004676636050082,0.0043508,0.00056455998675591,0.00535373333333333,0.000240130566336085,0.00540761666666667,0.000131255259153893,9.25916666666667e-05,6.43229967948219e-06,0.362241341666667,0.00655787055966013,0.367750308333333,0.00651061727148271,0.0010091,2.96534468438699e-05,0.367796191666667,0.00651137230330307,0.377446083333333,0.00661663575815358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00126493333333333,7.97918385550803e-05,0.000874433333333333,1.60024303709711e-05,0.00206961666666667,2.93941929024916e-05,0.000484175,1.16584197042309e-05,36,0,0.782600459674604,0.0246013300290507,0.52453923498869,0.00102146701959482
rho_density_signal_control,rho_density_signal_control,rho_n,8,Non-random eigs,5,0.399281583333333,1,6000,0,6,0,8,0,12.8284271247462,0,7.17157287525381,0,5.65685424949238,0,2.85076158327693e-06,0,1.59368286116751e-06,2.36752906155326e-22,58656.6,130.097271301131,356226,823.78031051974,0.00989516666666667,2.28827864033261e-05,0,0,0,0,29.3283,0.0650486356505653,52.6,1.67332005306815,58597.2098979957,8.13476791336066e-12,9.76620164966595,0,29.2986049489979,3.97205464519564e-15,0.0277083526369656,3.87895961444886e-18,0.8201,0.00256471787488951,0.000126902070164158,0.000318064935115316,0.00135562284658559,0.000451118198267585,0.00713704166666667,0.000200605643320282,0.0107065583333333,0.000458887821410515,0.0287240083333333,0.00346441241528195,0.000110508333333333,2.63888260233169e-05,0.3704378,0.0363591538436954,0.399281583333333,0.0386114127987902,0.00103323333333333,0.000123053950876796,0.399311266666667,0.0386125663621984,0.417115916666667,0.0385039202125044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5.23691153334427e-16,0.513431901625923,0.000138682424362165
rho_density_signal_control,rho_density_signal_control,rho_n,8,Gaussian RP,5,0.399281583333333,1.01705459917909,6000,0,6,0,8,0,12.8284271247462,0,7.17157287525381,0,5.65685424949238,0,2.85076158327693e-06,0,1.59368286116751e-06,2.36752906155326e-22,58656.6,130.097271301131,356226,823.78031051974,0.00989516666666667,2.28827864033261e-05,0,0,0,0,29.3283,0.0650486356505653,52.6,1.67332005306815,58597.2098979957,8.13476791336066e-12,9.76620164966595,0,29.2986049489979,3.97205464519564e-15,0.0277083526369656,3.87895961444886e-18,0.818166666666667,0.00311581984930668,0.000259640408163182,0.00021835603895857,0.00153064273639896,0.000309698565674098,0.00713704166666667,0.000200605643320282,0.0107065583333333,0.000458887821410515,0.006695475,0.000589027369347366,0.000135916666666667,6.42450076421853e-05,0.385745591666667,0.0142714832211633,0.392586183333333,0.0138108872288591,0.0010395,8.91342474164672e-05,0.392619491666667,0.0138103750333573,0.410420583333333,0.0138163867083745,0.002326575,0.000264825681987752,0.00216489166666667,0.000181380734938814,0.000927408333333333,0.000154056104498761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.810235572816434,0.0245053647098937,0.438534470098609,0.000933106119482835
rho_density_signal_control,rho_density_signal_control,rho_n,8,Random sampling,5,0.399281583333333,1.92037375829862,6000,0,6,0,8,0,12.8284271247462,0,7.17157287525381,0,5.65685424949238,0,2.85076158327693e-06,0,1.59368286116751e-06,2.36752906155326e-22,58656.6,130.097271301131,356226,823.78031051974,0.00989516666666667,2.28827864033261e-05,0,0,0,0,29.3283,0.0650486356505653,52.6,1.67332005306815,58597.2098979957,8.13476791336066e-12,9.76620164966595,0,29.2986049489979,3.97205464519564e-15,0.0277083526369656,3.87895961444886e-18,0.820933333333333,0.00188045502767577,3.42096574699399e-05,0.000327913016429256,0.00125752794262007,0.000506319974855243,0.00713704166666667,0.000200605643320282,0.0107065583333333,0.000458887821410515,0.0283167333333333,0.00581022562354749,9.86e-05,1.04936157840004e-05,0.179494041666667,0.0533578280220929,0.207918683333333,0.0529986636495866,0.000985658333333333,2.83761991914978e-05,0.207966208333333,0.0529972759404856,0.225752975,0.0532445163653387,NaN,NaN,NaN,NaN,NaN,NaN,0.00323254166666667,9.12454003787468e-05,54409.4,312.788746600641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.44618935967226,0.00231290623707659,1.30985035761902,0.00169835738474499
rho_density_signal_control,rho_density_signal_control,rho_n,8,CountSketch RP,5,0.399281583333333,1.1971904255729,6000,0,6,0,8,0,12.8284271247462,0,7.17157287525381,0,5.65685424949238,0,2.85076158327693e-06,0,1.59368286116751e-06,2.36752906155326e-22,58656.6,130.097271301131,356226,823.78031051974,0.00989516666666667,2.28827864033261e-05,0,0,0,0,29.3283,0.0650486356505653,52.6,1.67332005306815,58597.2098979957,8.13476791336066e-12,9.76620164966595,0,29.2986049489979,3.97205464519564e-15,0.0277083526369656,3.87895961444886e-18,0.820266666666667,0.00184315550679323,-5.03198566845317e-05,0.00021382075122725,0.00107914095894596,0.000287982760618505,0.00713704166666667,0.000200605643320282,0.0107065583333333,0.000458887821410515,0.00702581666666667,0.000579307523788579,0.000113666666666667,3.09191092925467e-05,0.3263668,0.0222781813579461,0.333515516666667,0.0224731933982143,0.0009733,2.46554450826227e-05,0.333559425,0.0224729496009887,0.351349883333333,0.0225477934893268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00113518333333333,0.000257516057010151,0.00200793333333333,0.000224031636453302,0.002181175,0.000135079430721952,0.000944191666666667,0.000128838415569227,36,0,0.765377216397378,0.0529368949512882,0.438570591378849,0.000598336341559752
rho_density_signal_control,rho_density_signal_control,rho_n,16,Non-random eigs,5,0.45210265,1,6000,0,6,0,16,0,12,0,8,0,4,0,5.33333333333333e-06,0,3.55555555555556e-06,0,129795.4,335.427041247422,776475.2,2035.48598619593,0.0215687555555556,5.65412773943309e-05,0,0,0,0,64.8977,0.167713520623713,95.4,1.81659021245849,129708.455111111,1.62695358267213e-11,21.6180758518519,0,64.8542275555556,0,0.0277083526369656,3.87895961444886e-18,0.816233333333333,0.00302214052177151,0.000407868843245528,0.000372546097810487,0.00172734054278916,0.000519773885466693,0.0139886833333333,0.000311178474601884,0.0226252166666667,0.000162407549555979,0.0453703666666667,0.00375555371613254,0.000115641666666667,4.69641337736694e-05,0.406606841666667,0.0254382357926856,0.45210265,0.027926638169873,0.00102194166666667,5.35819449664613e-05,0.452136408333333,0.0279298078172995,0.48870675,0.0279969391131554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2.22044604925031e-16,0.452996038395107,0.00014515670922825
rho_density_signal_control,rho_density_signal_control,rho_n,16,Gaussian RP,5,0.45210265,1.12077125765366,6000,0,6,0,16,0,12,0,8,0,4,0,5.33333333333333e-06,0,3.55555555555556e-06,0,129795.4,335.427041247422,776475.2,2035.48598619593,0.0215687555555556,5.65412773943309e-05,0,0,0,0,64.8977,0.167713520623713,95.4,1.81659021245849,129708.455111111,1.62695358267213e-11,21.6180758518519,0,64.8542275555556,0,0.0277083526369656,3.87895961444886e-18,0.817266666666667,0.00197765292989214,0.000201902678008923,0.000152844587264229,0.00144653229350183,0.000211906200873511,0.0139886833333333,0.000311178474601884,0.0226252166666667,0.000162407549555979,0.00985663333333333,0.00064435036554377,0.000158533333333333,4.47408568406254e-05,0.393360583333333,0.0395577219070305,0.4033853,0.0401405687489269,0.00110336666666667,0.000151691986210727,0.4034206,0.0401411000507507,0.43998965,0.0402012136289238,0.004615625,0.000337714517730747,0.00211536666666667,0.000111665202882197,0.00172575833333333,0.000204431466035822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.847564882579549,0.016505498755951,0.389950428821299,0.000421375700817558
