K,rep,seed,n,m,rho_n,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,p_in,p_out,sampling_mode,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_lift_sec,rs_sample_matrix_wall_sec,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_lift_sec
4,1,20660507,5000,3,8.0,39948,243152,0.00972608,0.6206261669999975,0.09046795800000496,0,0.0,23.9688,43.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0294,0.9231037608368152,0.8813888063420544,0.017906625000001952,0.07674479100000298,0.0001328330000021083,0.07949449999999558,0.15638120900000274,0.9999999999999996,0.5975206329220695,0.8674662490000031,1.7407400000000166,0.17705995799999386,8.389472961425781,457.44140625,457.44140625,0.0,,,,,,,,,,,,,,,,,,,,,,,
4,1,20660507,5000,3,8.0,39948,243152,0.00972608,0.6206261669999975,0.09046795800000496,0,0.0,23.9688,43.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0568,0.8542138250984904,0.7986555582597878,0.01717125000000408,0.24809904199999977,0.00026033299999994597,0.08034554200000343,0.32871029100000015,0.9999943545616734,0.5859191925774254,1.0397990420000056,3.523850999999979,0.34862637500000204,28.2415189743042,457.44140625,470.0,12.55859375,0.01037016699999782,0.11581954100000047,0.09640383400000019,0.015466000000003532,0.009727374999997096,0.00025554199999788807,,,,,,,,,,,,,,,,,
4,1,20660507,5000,3,8.0,39948,243152,0.00972608,0.6206261669999975,0.09046795800000496,0,0.0,23.9688,43.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0952,0.7620463550049819,0.6989473603957793,0.01721874999999784,0.13648508400000026,0.00012304199999846333,0.09489858299999554,0.23151112500000437,1.0614597194068838,0.7116859743094047,0.9426008339999967,2.6110760000000255,0.25116387500000315,10.877912521362305,470.0,470.0,0.0,,,,,,,0.00930850000000305,0.127153916999994,124076.0,87191.0,0.7,170901.0,,,,,,,,,,,
4,1,20660507,5000,3,8.0,39948,243152,0.00972608,0.6206261669999975,0.09046795800000496,0,0.0,23.9688,43.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.062,0.841383948325579,0.7840653273966613,0.017241125000005297,0.2254742080000014,0.0002469160000018178,0.0812519169999959,0.30697825000000023,0.9999940495278781,0.584388579713532,1.0180671660000016,3.3507809999999836,0.3273822910000064,22.063997268676758,470.0,473.38671875,3.38671875,,,,,,,,,,,,,0.001088291000002073,164.0,15.0,46.0,0.0,0.004118583000000342,0.10245437500000065,0.09307470800000317,0.01544674999999529,0.009015708999996264,0.00022008300000209147
4,2,20660508,5000,3,8.0,39729,241836,0.00967344,0.6225286250000011,0.09000908300000532,0,0.0,23.8374,44.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.027,0.92927858461052,0.8898302899749947,0.017307457999997666,0.07691700000000168,0.00013766599999343043,0.07710991599999772,0.1541714999999968,0.9999999999999999,0.5991614357967948,0.8667022899999992,1.6687200000000075,0.17416870899999992,8.344291687011719,473.38671875,473.38671875,0.0,,,,,,,,,,,,,,,,,,,,,,,
4,2,20660508,5000,3,8.0,39729,241836,0.00967344,0.6225286250000011,0.09000908300000532,0,0.0,23.8374,44.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.055,0.858631085715703,0.8034731606001028,0.017759790999996028,0.23675070900000605,0.0004111669999957712,0.08546837500000493,0.3226364160000017,0.999994780744705,0.5864548679918726,1.0351679590000131,3.4945559999999887,0.34305241699999556,28.22645854949951,473.38671875,473.38671875,0.0,0.009550415999996176,0.11073629100000204,0.09008974999999708,0.015844917000002567,0.01022716700000359,0.0002235420000005206,,,,,,,,,,,,,,,,,
4,2,20660508,5000,3,8.0,39729,241836,0.00967344,0.6225286250000011,0.09000908300000532,0,0.0,23.8374,44.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0956,0.7611433693500187,0.6978901302555848,0.01771954200000181,0.1139602500000052,0.0001201250000022469,0.0937359169999965,0.2078212079999986,1.0621073904162637,0.7101358299887784,0.9203540000000103,2.3715310000000045,0.22810074999999586,10.804204940795898,473.38671875,473.38671875,0.0,,,,,,,0.00927487500000268,0.1046634169999976,123418.0,86521.0,0.7,169511.0,,,,,,,,,,,
4,2,20660508,5000,3,8.0,39729,241836,0.00967344,0.6225286250000011,0.09000908300000532,0,0.0,23.8374,44.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0576,0.8522154140063893,0.795924803717085,0.0173459170000001,0.22379533300000531,0.00024616699999313596,0.08139033300000165,0.30543679199999474,0.9999946985089845,0.5871386649977695,1.0179695410000065,3.3480969999999957,0.32530600000000476,22.04893684387207,473.38671875,473.38671875,0.0,,,,,,,,,,,,,0.0006270419999978571,164.0,12.0,47.0,0.0,0.0027929160000041975,0.10215470800000048,0.09392720900000029,0.01526324999999673,0.008746500000000879,0.00023104099999926575
4,3,20660509,5000,3,8.0,39863,242592,0.00970368,0.6188408330000001,0.09001604200000202,0,0.0,23.9178,46.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.026,0.9318447546547739,0.8931249973232613,0.017596915999995133,0.0747160419999986,0.00014483400000386837,0.08260108399999666,0.15746966599999723,0.9999999999999988,0.6007936188138565,0.8663188350000013,1.7748949999999581,0.17775212499999782,8.370246887207031,473.38671875,473.38671875,0.0,,,,,,,,,,,,,,,,,,,,,,,
4,3,20660509,5000,3,8.0,39863,242592,0.00970368,0.6188408330000001,0.09001604200000202,0,0.0,23.9178,46.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0548,0.8591309614708195,0.8036980617961451,0.017178417000003776,0.23850362499999989,0.0003984159999959047,0.08292012500000112,0.3218302499999979,0.9999919129097385,0.5873501564818885,1.030679040999999,3.520668999999998,0.3416034589999981,28.23511028289795,473.38671875,473.39453125,0.0078125,0.009538708000000895,0.11283395799999596,0.0911084159999973,0.0157054169999995,0.009029249999997546,0.00022612500000462887,,,,,,,,,,,,,,,,,
4,3,20660509,5000,3,8.0,39863,242592,0.00970368,0.6188408330000001,0.09001604200000202,0,0.0,23.9178,46.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0814,0.7946729609988977,0.7334523536826206,0.01755545800000391,0.13512716599999663,0.00012087500000035334,0.09304379200000312,0.228296708000002,1.0642957532527682,0.7159418330794352,0.9371487080000023,2.572243999999955,0.24834691699999922,10.842512130737305,473.39453125,473.40234375,0.0078125,,,,,,,0.009559041999999351,0.12554525000000183,123796.0,86867.0,0.7,170182.0,,,,,,,,,,,
4,3,20660509,5000,3,8.0,39863,242592,0.00970368,0.6188408330000001,0.09001604200000202,0,0.0,23.9178,46.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0568,0.8542453230584924,0.79844599623767,0.01711308299999814,0.21723516699999834,0.00024512499999929105,0.08315316699999897,0.3006380830000026,0.9999956034086228,0.5898313022618759,1.0094903339999988,3.3066180000000145,0.3202804160000028,22.057588577270508,473.40234375,473.40625,0.00390625,,,,,,,,,,,,,0.0006177080000000501,164.0,16.0,47.0,0.0,0.002813791000001231,0.09401629100000264,0.09555233300000054,0.015347749999996552,0.008548375000003716,0.00029208399999447465
4,4,20660510,5000,3,8.0,39824,242388,0.00969552,0.6263965419999948,0.09326349999999906,0,0.0,23.8944,42.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0254,0.9333869252057182,0.8954307225320187,0.01756516700000077,0.07671079200000008,0.0001409999999992806,0.08362766700000179,0.16048650000000464,0.9999999999999984,0.5985840979876268,0.880139500999995,1.7077059999999733,0.1807335420000058,8.363243103027344,473.40625,473.40625,0.0,,,,,,,,,,,,,,,,,,,,,,,
4,4,20660510,5000,3,8.0,39824,242388,0.00969552,0.6263965419999948,0.09326349999999906,0,0.0,23.8944,42.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0604,0.8453974829026284,0.7885657788047565,0.017380959000000473,0.23419616700000034,0.0002592080000027863,0.08691516599999716,0.32137579100000124,0.9999942634569414,0.5865631691756749,1.0410305829999942,3.4695259999999735,0.3413819579999995,28.232775688171387,473.40625,473.40625,0.0,0.009799833999998953,0.10999712499999958,0.08987233300000241,0.015325499999995884,0.008924249999999745,0.00023600000000101318,,,,,,,,,,,,,,,,,
4,4,20660510,5000,3,8.0,39824,242388,0.00969552,0.6263965419999948,0.09326349999999906,0,0.0,23.8944,42.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0916,0.7706126622065581,0.7077217878778045,0.01726412500000407,0.15873987500000197,0.00012133300000272129,0.09607708400000092,0.2549431670000004,1.0592870733584614,0.7099423398970988,0.9745983339999995,2.6962350000000015,0.2747191249999972,10.819289207458496,473.40625,473.40625,0.0,,,,,,,0.00939650000000114,0.149319792,123694.0,86570.0,0.7,169642.0,,,,,,,,,,,
4,4,20660510,5000,3,8.0,39824,242388,0.00969552,0.6263965419999948,0.09326349999999906,0,0.0,23.8944,42.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0614,0.8429061536118233,0.7855618442803391,0.01799504200000257,0.2177199999999999,0.0004024999999998613,0.08739183299999809,0.305520707999996,0.9999946160214556,0.5867287295887778,1.0251743749999918,3.3537640000000124,0.3260133330000059,22.055253982543945,473.40625,473.4375,0.03125,,,,,,,,,,,,,0.0006133750000003602,164.0,18.0,46.0,0.0,0.002834083000003318,0.0942171669999965,0.09572237500000114,0.015898832999994283,0.008128040999999087,0.00024050000000386262
4,5,20660511,5000,3,8.0,39937,243132,0.00972528,0.6230182919999976,0.09151862499999908,0,0.0,23.9622,42.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.023,0.9395890936265716,0.9033089406068765,0.017209125000000824,0.08106695800000097,0.00015149999999408692,0.09588600000000014,0.1771123750000001,1.0000000000000007,0.600002408499232,0.8916413749999919,1.7295839999999885,0.1970264579999963,8.388786315917969,473.4765625,473.4765625,0.0,,,,,,,,,,,,,,,,,,,,,,,
4,5,20660511,5000,3,8.0,39937,243132,0.00972528,0.6230182919999976,0.09151862499999908,0,0.0,23.9622,42.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0526,0.8646224767685526,0.8106663573070665,0.017289583999996694,0.2368893330000006,0.0003541660000010438,0.08261674999999968,0.31986662499999596,0.999994763796455,0.5900077874663014,1.034397165999998,3.488841999999977,0.33975670899999955,28.24129009246826,473.4765625,473.4765625,0.0,0.01082533299999966,0.11246070800000041,0.08967958299999879,0.015446416999999713,0.007999083000001406,0.000389499999997156,,,,,,,,,,,,,,,,,
4,5,20660511,5000,3,8.0,39937,243132,0.00972528,0.6230182919999976,0.09151862499999908,0,0.0,23.9622,42.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.082,0.7932216445042897,0.7312836195877668,0.01739225000000033,0.11948908400000136,0.00012345799999735618,0.09490229200000044,0.2145198330000042,1.0631861189761522,0.7142841617602688,0.9290517509999958,2.2805629999999724,0.23458545800000508,10.85162353515625,473.4765625,473.4765625,0.0,,,,,,,0.009554457999996657,0.10991087499999708,124066.0,86847.0,0.7,170140.0,,,,,,,,,,,
4,5,20660511,5000,3,8.0,39937,243132,0.00972528,0.6230182919999976,0.09151862499999908,0,0.0,23.9622,42.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0536,0.8621722119051413,0.8077207991521151,0.01736383299999744,0.2259683329999973,0.00024070799999975634,0.08481004200000086,0.3110235839999973,0.9999941310265893,0.5890265237708041,1.0255559999999946,3.415488000000039,0.33084495800000013,22.06376838684082,473.4765625,473.4765625,0.0,,,,,,,,,,,,,0.0005993750000001796,164.0,18.0,46.0,0.0,0.0027711249999953225,0.10203349999999745,0.09648433299999937,0.015450458000003664,0.008362249999997573,0.00021983300000272266
4,6,20660512,5000,3,8.0,39923,243002,0.00972008,0.621221792,0.09167095800000169,0,0.0,23.9538,40.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0208,0.9452788330370951,0.9116502267798082,0.01730791700000367,0.07702808400000549,0.0001452919999991309,0.07812220799999636,0.15530329199999926,1.0000000000000002,0.6013689318077505,0.8681883340000027,1.7365159999999946,0.17535437499999773,8.384323120117188,473.51171875,473.51171875,0.0,,,,,,,,,,,,,,,,,,,,,,,
4,6,20660512,5000,3,8.0,39923,243002,0.00972008,0.621221792,0.09167095800000169,0,0.0,23.9538,40.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0484,0.8750540441792971,0.8223301811858865,0.017318166999999107,0.24015849999999972,0.00027570799999665496,0.08665208400000068,0.32709179100000085,0.9999946857975057,0.5904211517563367,1.0399790419999988,3.54612800000001,0.34699325000000414,28.239802360534668,473.51171875,473.51171875,0.0,0.00947583399999985,0.11389012500000462,0.09193595800000054,0.015429832999998894,0.009093083999999862,0.0002772499999963429,,,,,,,,,,,,,,,,,
4,6,20660512,5000,3,8.0,39923,243002,0.00972008,0.621221792,0.09167095800000169,0,0.0,23.9538,40.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0804,0.7969997654033691,0.7351551293930909,0.017282292000004418,0.15872995899999864,0.00012366699999688535,0.09756162499999732,0.25641987499999885,1.0598670008494067,0.7113177769792892,0.9693080009999946,2.8610909999999876,0.276447417,10.83978271484375,473.51171875,473.51171875,0.0,,,,,,,0.009484749999998598,0.14921975000000032,124001.0,86700.0,0.7,169881.0,,,,,,,,,,,
4,6,20660512,5000,3,8.0,39923,243002,0.00972008,0.621221792,0.09167095800000169,0,0.0,23.9538,40.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0508,0.8690551624263869,0.8151464562449245,0.017232292000002758,0.2222785829999978,0.0002536249999991469,0.0864813750000053,0.3090186669999966,0.9999947434985089,0.592257892555613,1.021906333000004,3.2820009999999797,0.3287249579999951,22.062280654907227,473.51171875,479.79296875,6.28125,,,,,,,,,,,,,0.0006092500000036694,164.0,16.0,50.0,0.0,0.005247957999998221,0.09550729200000063,0.09610887499999876,0.01549345899999821,0.009010540999994987,0.00023866600000133076
4,7,20660513,5000,3,8.0,40062,243886,0.00975544,0.6225883749999994,0.09167049999999932,0,0.0,24.0372,44.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0232,0.9390624818675387,0.9025598798947186,0.01758025000000174,0.07266166700000554,0.00016445800000042254,0.08312470900000335,0.15595795899999843,1.000000000000001,0.5968054547232374,0.870209709000008,1.7633900000000153,0.17621345900000307,8.4146728515625,479.8203125,479.8203125,0.0,,,,,,,,,,,,,,,,,,,,,,,
4,7,20660513,5000,3,8.0,40062,243886,0.00975544,0.6225883749999994,0.09167049999999932,0,0.0,24.0372,44.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0668,0.8297590975057892,0.771348293423366,0.01734333299999946,0.235116749999996,0.0003450829999991356,0.08374799999999993,0.31921616700000044,0.9999943188704118,0.5853317567827295,1.0334687079999938,3.505113999999992,0.33912166700000057,28.249918937683105,479.8203125,479.8203125,0.0,0.00964075000000264,0.11025141700000063,0.09053841699999765,0.015391417000003571,0.00886120799999901,0.0003672089999966488,,,,,,,,,,,,,,,,,
4,7,20660513,5000,3,8.0,40062,243886,0.00975544,0.6225883749999994,0.09167049999999932,0,0.0,24.0372,44.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.089,0.776629503679294,0.7133217696034843,0.01773483400000231,0.13608079200000134,0.00011858299999545352,0.09473804200000302,0.23094187499999919,1.0620381715106155,0.7101675765050967,0.9451962919999986,2.60844400000002,0.2511865829999991,10.898268699645996,479.8203125,479.8203125,0.0,,,,,,,0.00938250000000096,0.12667691600000097,124443.0,87293.0,0.7,171064.0,,,,,,,,,,,
4,7,20660513,5000,3,8.0,40062,243886,0.00975544,0.6225883749999994,0.09167049999999932,0,0.0,24.0372,44.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0514,0.8675988299183124,0.8137588985997993,0.017469333999997616,0.21574041699999924,0.00036695800000074996,0.08428891699999497,0.30040320800000586,0.9999958367357681,0.5861441046798385,1.0146551669999937,3.327631999999994,0.3203689580000031,22.072397232055664,479.8203125,479.8203125,0.0,,,,,,,,,,,,,0.0006088750000046161,164.0,14.0,51.0,0.0,0.002786083000003714,0.09482304200000158,0.09286670800000252,0.015457249999997202,0.008860957999999641,0.0002586659999934682
4,8,20660514,5000,3,8.0,39619,241274,0.00965096,0.6226629579999923,0.0902040840000069,0,0.0,23.7714,45.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0278,0.9272130275104739,0.887012075389798,0.01779058299999292,0.07718037499999753,0.00019320799999889005,0.07915729199999078,0.15654054100001247,0.9999999999999993,0.6003544826281599,0.8693979169999864,1.7626549999999952,0.17710575000000972,8.324996948242188,479.82421875,479.82421875,0.0,,,,,,,,,,,,,,,,,,,,,,,
4,8,20660514,5000,3,8.0,39619,241274,0.00965096,0.6226629579999923,0.0902040840000069,0,0.0,23.7714,45.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0534,0.8625902348217468,0.8078919364916687,0.017267541999999025,0.23476887500000032,0.0002294999999890024,0.08254287500000146,0.3175455000000085,0.9999940103342332,0.5891667615176348,1.03040829199999,3.483824000000027,0.3373636670000053,28.220026969909668,479.82421875,479.82421875,0.0,0.009551125000001548,0.10866041699999585,0.09277829200000554,0.015524749999997312,0.00799470799999824,0.00021466700000871697,,,,,,,,,,,,,,,,,
4,8,20660514,5000,3,8.0,39619,241274,0.00965096,0.6226629579999923,0.0902040840000069,0,0.0,23.7714,45.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0874,0.7804724597429034,0.7178339746898613,0.017177999999987037,0.1159050419999943,0.00012162499999135434,0.09407554100000937,0.21010704199998997,1.0653013069131596,0.7145945091104097,0.9229692499999942,2.4005829999999833,0.22976262499999223,10.804142951965332,479.82421875,479.82421875,0.0,,,,,,,0.00936699999999746,0.10651591699999585,123137.0,86681.0,0.7,169823.0,,,,,,,,,,,
4,8,20660514,5000,3,8.0,39619,241274,0.00965096,0.6226629579999923,0.0902040840000069,0,0.0,23.7714,45.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0544,0.8602522449166081,0.8056943891481348,0.01743916700000625,0.21819620799999484,0.00023508399999627727,0.08780612500000018,0.3062422920000074,0.9999952992495529,0.5910651320701182,1.0191044589999905,3.3801149999999893,0.326108167000001,22.042505264282227,479.82421875,479.82421875,0.0,,,,,,,,,,,,,0.0006137499999994134,164.0,15.0,49.0,0.0,0.002855834000001778,0.09494608400000004,0.09513762499999245,0.01522124999999619,0.00914770800000042,0.00022704199999168395
4,9,20660515,5000,3,8.0,39881,242778,0.00971112,0.6205098329999998,0.09012841700000251,0,0.0,23.9286,42.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0284,0.9256763506516228,0.8847928197881523,0.01704566699999077,0.07355695900000114,0.00012891600000841663,0.08545954100000586,0.15915195799999537,0.9999999999999991,0.5936454109580588,0.8697836660000178,1.7899549999999635,0.1788617919999922,8.376632690429688,479.82421875,479.82421875,0.0,,,,,,,,,,,,,,,,,,,,,,,
4,9,20660515,5000,3,8.0,39881,242778,0.00971112,0.6205098329999998,0.09012841700000251,0,0.0,23.9286,42.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0582,0.8508023347776721,0.7949667966022506,0.01720104199999639,0.24463999999998975,0.00023508299999264182,0.08781612499998914,0.33269579200000976,0.9999949742251628,0.5822429375897485,1.043329457999974,3.479264999999998,0.3524138749999963,28.237238883972168,479.82421875,479.84375,0.01953125,0.009475916999988954,0.12005579099999864,0.09165550000000167,0.015374374999993279,0.007681207999993944,0.00035566700000799756,,,,,,,,,,,,,,,,,
4,9,20660515,5000,3,8.0,39881,242778,0.00971112,0.6205098329999998,0.09012841700000251,0,0.0,23.9286,42.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.104,0.7417372725352859,0.679153671228451,0.017173374999998714,0.1346694169999978,0.00011962499999640386,0.09956645799999819,0.23436012499999492,1.0569038567717197,0.7088068965093852,0.9449937499999947,2.6502360000000067,0.2540175419999997,10.822635650634766,479.84375,479.84375,0.0,,,,,,,0.009613000000001648,0.1250316670000018,123889.0,86512.0,0.7,169517.0,,,,,,,,,,,
4,9,20660515,5000,3,8.0,39881,242778,0.00971112,0.6205098329999998,0.09012841700000251,0,0.0,23.9286,42.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0604,0.8454322746924839,0.7897551161643869,0.01756279099998892,0.22172045800000717,0.00024254199999518278,0.08495874999999842,0.3069267919999987,0.9999951116309299,0.5820162959362043,1.0175600000000031,3.3954029999999875,0.3269439160000047,22.059717178344727,479.84375,479.84375,0.0,,,,,,,,,,,,,0.0006035830000001852,164.0,18.0,49.0,0.0,0.0027744999999868014,0.09991125000000523,0.09343616699999302,0.015670124999999757,0.009046707999999626,0.0002266670000068416
4,10,20660516,5000,3,8.0,39819,242432,0.00969728,0.6253096669999962,0.09194095899999866,0,0.0,23.8914,44.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0262,0.9313365516558736,0.8923281372592671,0.017289583999996694,0.07721058299999584,0.00025562500000830823,0.08395612500000027,0.16143237500000396,1.0,0.5990171011097797,0.8786729589999993,1.7980840000000171,0.1815050409999941,8.364753723144531,479.84375,479.84375,0.0,,,,,,,,,,,,,,,,,,,,,,,
4,10,20660516,5000,3,8.0,39819,242432,0.00969728,0.6253096669999962,0.09194095899999866,0,0.0,23.8914,44.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0554,0.8576715344024537,0.8027874536058377,0.01719170900000222,0.2401320409999954,0.0003622089999879563,0.08954674999999668,0.3300474589999993,0.9999947303878364,0.5879973013960286,1.047291625999975,3.5451120000000174,0.3497847080000014,28.23327922821045,479.84375,479.84375,0.0,0.00996225000000095,0.11146954099999107,0.09350316600000497,0.015678458000010664,0.009176375000009784,0.00026791700000217133,,,,,,,,,,,,,,,,,
4,10,20660516,5000,3,8.0,39819,242432,0.00969728,0.6253096669999962,0.09194095899999866,0,0.0,23.8914,44.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.1028,0.7447112001426642,0.6808114659598127,0.017181917000002045,0.13703600000000904,0.00012191599999766822,0.10283141699999021,0.23999458300001208,1.0618834374718025,0.7128695314689194,0.9572399589999918,2.7112449999999626,0.2596296670000129,10.820516586303711,479.84375,479.84375,0.0,,,,,,,0.009483791000008068,0.12752587500000345,123716.0,86591.0,0.7,169643.0,,,,,,,,,,,
4,10,20660516,5000,3,8.0,39819,242432,0.00969728,0.6253096669999962,0.09194095899999866,0,0.0,23.8914,44.0,39952.0192,7.990403840000001,23.97121152,0.0623875075135075,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0572,0.8532873721034765,0.7975221875179488,0.020356167000002756,0.2212912079999967,0.0003586250000040536,0.08722933299999625,0.30888562500000205,0.9999936336363128,0.5867936795273601,1.0261297919999919,3.3391490000000204,0.3317334580000022,22.055757522583008,479.84375,479.87109375,0.02734375,,,,,,,,,,,,,0.0006400829999932967,164.0,17.0,43.0,0.0,0.0027803330000040205,0.09450625000000912,0.09599729199999274,0.015988375000006272,0.010908000000000584,0.00039270800000679174
5,1,20760507,5000,3,8.0,35243,215382,0.00861528,0.5665994170000062,0.07968566700000679,0,0.0,21.1458,40.0,35158.419200000004,7.03168384,21.095051520000002,0.03990401921920999,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.1694,0.6211481218746715,0.573180132507189,0.017611916000007,0.0949034169999976,0.00014658299998870916,0.1270869159999961,0.2221435830000047,1.0,0.5612991179605216,0.8684219999999954,2.3994089999999915,0.24254929199999253,7.436065673828125,479.87109375,479.87109375,0.0,,,,,,,,,,,,,,,,,,,,,,,
