K,rep,seed,n,m,rho_n,num_hyperedges_total,theta_nnz,theta_density,generation_wall_sec,hypergraph_laplacian_build_wall_sec,num_isolated_nodes,isolated_fraction,hypergraph_degree_mean,hypergraph_degree_max,expected_hyperedges_total,expected_hyperedges_per_n,expected_degree_mean,candidate_within_fraction,p_in,p_out,sampling_mode,method,method_key,misclassification_rate,ARI,NMI,metric_wall_sec,eigen_decomposition_wall_sec,embedding_normalize_wall_sec,kmeans_wall_sec,spectral_clustering_wall_sec,top_eigenvalue_max,top_eigenvalue_min,algorithm_total_wall_sec,cpu_time_sec,wall_clock_sec,peak_traced_memory_mb,rss_before_mb,rss_after_mb,rss_delta_mb,rp_draw_omega_sec,rp_power_iter_sec,rp_qr_sec,rp_build_core_sec,rp_small_eig_sec,rp_lift_sec,rs_sample_matrix_wall_sec,rs_eig_wall_sec,rs_original_upper_nnz,rs_sampled_upper_nnz,rs_sampling_probability,rs_sampled_theta_nnz,cs_draw_hash_sec,cs_embedding_dim,cs_bucket_min_load,cs_bucket_max_load,cs_empty_buckets,cs_initial_multiply_sec,cs_power_iter_sec,cs_qr_sec,cs_build_core_sec,cs_small_eig_sec,cs_lift_sec
2,3,20460509,5000,3,8.0,80106,478928,0.01915712,1.1361732920000005,0.18959949999999992,0,0.0,48.0636,77.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.016874542000000048,0.052338791000000384,9.879200000106891e-05,0.04273179199999966,0.09517395800000017,1.0545693498821935,0.8601676428064149,1.4209421670000015,1.2468769999999978,0.11778995899999956,21.194272994995117,358.59375,362.25,3.65625,,,,,,,0.017774833999999018,0.034540208000001016,241964.0,169167.0,0.7,334847.0,,,,,,,,,,,
2,3,20460509,5000,3,8.0,80106,478928,0.01915712,1.1361732920000005,0.18959949999999992,0,0.0,48.0636,77.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.016764707999998407,0.3086194169999992,0.00020649999999911017,0.03939283400000093,0.3482235839999994,0.9999986077305794,0.7877363443675105,1.6739915429999996,3.818849,0.3690877910000001,24.523408889770508,362.25,362.27734375,0.02734375,,,,,,,,,,,,,0.0006173749999991429,162.0,15.0,47.0,0.0,0.006348750000000791,0.18186812499999938,0.0848393749999996,0.02614008300000137,0.008549374999999415,0.00021204199999935724
2,4,20460510,5000,3,8.0,79983,478150,0.019126,1.1998787909999997,0.1967475409999988,0,0.0,47.9898,78.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.01707566600000021,0.03510233299999932,0.0001572079999991871,0.04848654200000091,0.0837555830000003,1.0,0.7853508900054718,1.480372414999998,0.9499899999999997,0.10598375000000004,16.457489013671875,365.9765625,365.9765625,0.0,,,,,,,,,,,,,,,,,,,,,,,
2,4,20460510,5000,3,8.0,79983,478150,0.019126,1.1998787909999997,0.1967475409999988,0,0.0,47.9898,78.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.01682466699999985,0.33815408399999924,0.0003621660000003857,0.04312112500000076,0.3816440839999995,0.9999988734784331,0.7853039668115519,1.778263706999999,4.121808999999999,0.4047973339999995,30.61573314666748,365.9765625,377.29296875,11.31640625,0.009413792000000143,0.20794354199999887,0.08573787499999952,0.02629341599999968,0.008356208999998671,0.0003367080000007405,,,,,,,,,,,,,,,,,
2,4,20460510,5000,3,8.0,79983,478150,0.019126,1.1998787909999997,0.1967475409999988,0,0.0,47.9898,78.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.01686366700000086,0.05199270800000022,9.908300000027737e-05,0.041590459000000024,0.09368725000000033,1.055526589772302,0.8571534278598683,1.490308581999999,1.1979579999999999,0.11470829199999955,21.193056106567383,377.29296875,377.31640625,0.0234375,,,,,,,0.017687833000000097,0.03427983300000115,241575.0,169368.0,0.7,335249.0,,,,,,,,,,,
2,4,20460510,5000,3,8.0,79983,478150,0.019126,1.1998787909999997,0.1967475409999988,0,0.0,47.9898,78.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.01787345799999862,0.30634533299999944,0.0002048329999997378,0.04327866700000094,0.3498335000000008,0.9999986721294897,0.7853083400913337,1.7464551649999986,3.8113620000000026,0.3718318749999998,24.51450538635254,377.31640625,381.4140625,4.09765625,,,,,,,,,,,,,0.0006225000000004144,162.0,17.0,46.0,0.0,0.00642312499999953,0.17974512500000017,0.08522079199999943,0.02597800000000028,0.008135000000001114,0.00017387499999976797
2,5,20460511,5000,3,8.0,79732,477040,0.0190816,1.1145147079999997,0.18407649999999975,0,0.0,47.8392,74.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.016705833999999697,0.03426941700000086,0.00011862499999892862,0.045807124999999616,0.08020233299999902,1.0000000000000004,0.7857279989536144,1.378786374999999,0.9548869999999994,0.10140166699999931,16.41938018798828,385.08203125,385.10546875,0.0234375,,,,,,,,,,,,,,,,,,,,,,,
2,5,20460511,5000,3,8.0,79732,477040,0.0190816,1.1145147079999997,0.18407649999999975,0,0.0,47.8392,74.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.016963207999999952,0.34726091599999975,0.00034208299999960445,0.04190433399999982,0.38951387500000045,0.9999988629907024,0.785681578476068,1.6880985409999987,4.112061000000011,0.41079387499999953,30.60303020477295,385.10546875,397.56640625,12.4609375,0.00971529199999921,0.21430320800000047,0.08833866700000037,0.02628937500000106,0.0083785840000008,0.0001806670000004118,,,,,,,,,,,,,,,,,
2,5,20460511,5000,3,8.0,79732,477040,0.0190816,1.1145147079999997,0.18407649999999975,0,0.0,47.8392,74.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.017077916999999943,0.052822292000000104,9.933399999972892e-05,0.043852916999998826,0.09677912500000119,1.0542670730405006,0.855920583398242,1.3953657509999982,1.2161339999999967,0.11809958299999934,21.095937728881836,397.56640625,398.91796875,1.3515625,,,,,,,0.01800487500000081,0.03479508299999878,241020.0,168287.0,0.7,333081.0,,,,,,,,,,,
2,5,20460511,5000,3,8.0,79732,477040,0.0190816,1.1145147079999997,0.18407649999999975,0,0.0,47.8392,74.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.016822416000000118,0.30627620899999997,0.0003908330000008675,0.04074704199999957,0.3474203330000005,0.9999990040905212,0.785675437788342,1.646005292,3.8053270000000055,0.36841320900000163,24.501802444458008,398.91796875,399.17578125,0.2578125,,,,,,,,,,,,,0.0006261250000001439,162.0,19.0,44.0,0.0,0.0062256250000007896,0.17953320799999872,0.08547395799999968,0.025916332999999625,0.008246082999999516,0.00018679099999907578
2,6,20460512,5000,3,8.0,79828,477558,0.01910232,1.1203114579999998,0.1885963330000031,0,0.0,47.8968,73.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.016831708000001555,0.0339959169999986,0.00013733300000140503,0.04534566599999934,0.07948662500000125,1.0000000000000002,0.7866527865131082,1.3883867070000022,0.9799239999999969,0.10139675000000281,16.437164306640625,406.5,406.5,0.0,,,,,,,,,,,,,,,,,,,,,,,
2,6,20460512,5000,3,8.0,79828,477558,0.01910232,1.1203114579999998,0.1885963330000031,0,0.0,47.8968,73.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.016583999999998156,0.3429399999999987,0.000221959000000993,0.042435207999997004,0.3856019580000023,0.9999989534175082,0.7866059520458439,1.6945049579999996,4.043351999999999,0.40654699999999977,30.60895824432373,406.5,407.78125,1.28125,0.009428790999997716,0.2126029590000016,0.08563341700000038,0.02625933299999872,0.008680166999997851,0.0002830419999995115,,,,,,,,,,,,,,,,,
2,6,20460512,5000,3,8.0,79828,477558,0.01910232,1.1203114579999998,0.1885963330000031,0,0.0,47.8968,73.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.017094542000002377,0.05280674999999846,0.00010395799999685096,0.04103525000000019,0.09395058299999803,1.0518992487376688,0.8561962360143708,1.4028537489999984,1.2170240000000092,0.11581545800000015,21.136425018310547,407.78125,407.79296875,0.01171875,,,,,,,0.01809866700000029,0.03468429200000145,241279.0,168702.0,0.7,333966.0,,,,,,,,,,,
2,6,20460512,5000,3,8.0,79828,477558,0.01910232,1.1203114579999998,0.1885963330000031,0,0.0,47.8968,73.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.016865958000000347,0.3073927920000017,0.00036349999999885085,0.04191787499999933,0.34968033299999846,0.9999988054848042,0.7865996275072805,1.6585819580000027,3.8797539999999913,0.3709139160000028,24.50773048400879,407.79296875,407.796875,0.00390625,,,,,,,,,,,,,0.0006096249999991699,162.0,19.0,46.0,0.0,0.006150124999997786,0.18098779099999973,0.08440979099999879,0.026349875000001077,0.008623291999999338,0.00019400000000047157
2,7,20460513,5000,3,8.0,80599,481934,0.01927736,1.1401107079999981,0.1849653329999974,0,0.0,48.3594,72.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,Non-random,non_random,0.0,1.0,1.0,0.017338500000001034,0.03403437500000095,0.00012158299999853739,0.04269379200000145,0.0768564170000019,0.9999999999999999,0.7859268023696978,1.4019257909999965,0.963712000000001,0.09906649999999928,16.58740234375,407.796875,407.796875,0.0,,,,,,,,,,,,,,,,,,,,,,,
2,7,20460513,5000,3,8.0,80599,481934,0.01927736,1.1401107079999981,0.1849653329999974,0,0.0,48.3594,72.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,Gaussian random projection,gaussian_random_projection,0.0,1.0,1.0,0.01667779099999933,0.3418166669999998,0.00020474999999819943,0.041805875000001436,0.3838321250000014,0.9999989841080318,0.7858586301867122,1.708903332999995,4.150402999999997,0.4050388749999989,30.659037590026855,407.796875,407.796875,0.0,0.010046708000000848,0.208425333000001,0.08726245799999788,0.026752124999998017,0.00909595899999971,0.00018349999999855982,,,,,,,,,,,,,,,,,
2,7,20460513,5000,3,8.0,80599,481934,0.01927736,1.1401107079999981,0.1849653329999974,0,0.0,48.3594,72.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,Random sampling,random_sampling,0.0,1.0,1.0,0.016838249999999277,0.0513120839999992,9.987500000008254e-05,0.04529612500000013,0.09671258399999871,1.0547579924966959,0.8570858955600937,1.421784124999995,1.2441679999999877,0.11795337499999903,21.34793472290039,407.796875,407.80078125,0.00390625,,,,,,,0.017666667000000302,0.03362500000000068,243467.0,170522.0,0.7,337578.0,,,,,,,,,,,
2,7,20460513,5000,3,8.0,80599,481934,0.01927736,1.1401107079999981,0.1849653329999974,0,0.0,48.3594,72.0,79920.01920000001,15.984003840000002,47.952011520000006,0.2498499699939988,1.152e-05,1.28e-06,sparse,CountSketch random projection,countsketch_random_projection,0.0,1.0,1.0,0.017154083000001208,0.31561212500000124,0.000225291999999655,0.04127558300000089,0.35711804199999975,0.9999989168309572,0.7858744397857935,1.6821890409999973,3.9442159999999973,0.37850133300000266,24.557809829711914,407.80078125,407.8046875,0.00390625,,,,,,,,,,,,,0.0006229160000010836,162.0,18.0,43.0,0.0,0.006247166000001414,0.18844654100000113,0.08657325000000071,0.025815292000000767,0.007641291999998856,0.0002091659999976514
