K,method,reps,num_hyperedges_total_mean,num_hyperedges_total_std,theta_nnz_mean,theta_nnz_std,theta_density_mean,theta_density_std,hypergraph_degree_mean_mean,hypergraph_degree_mean_std,hypergraph_degree_max_mean,hypergraph_degree_max_std,expected_degree_mean_mean,expected_degree_mean_std,candidate_within_fraction_mean,candidate_within_fraction_std,isolated_fraction_mean,isolated_fraction_std,misclassification_mean,misclassification_std,ARI_mean,ARI_std,NMI_mean,NMI_std,generation_wall_sec_mean,generation_wall_sec_std,hypergraph_laplacian_build_wall_sec_mean,hypergraph_laplacian_build_wall_sec_std,eigen_decomposition_wall_sec_mean,eigen_decomposition_wall_sec_std,embedding_normalize_wall_sec_mean,embedding_normalize_wall_sec_std,kmeans_wall_sec_mean,kmeans_wall_sec_std,spectral_clustering_wall_sec_mean,spectral_clustering_wall_sec_std,metric_wall_sec_mean,metric_wall_sec_std,algorithm_total_wall_sec_mean,algorithm_total_wall_sec_std,cpu_time_sec_mean,cpu_time_sec_std,wall_clock_sec_mean,wall_clock_sec_std,peak_traced_memory_mb_mean,peak_traced_memory_mb_std,rss_delta_mb_mean,rss_delta_mb_std,rp_power_iter_sec_mean,rp_power_iter_sec_std,rs_sample_matrix_wall_sec_mean,rs_sample_matrix_wall_sec_std,rs_eig_wall_sec_mean,rs_eig_wall_sec_std,cs_power_iter_sec_mean,cs_power_iter_sec_std,cs_qr_sec_mean,cs_qr_sec_std,cs_build_core_sec_mean,cs_build_core_sec_std,cs_embedding_dim_mean,cs_embedding_dim_std,top_eigenvalue_max_mean,top_eigenvalue_max_std,top_eigenvalue_min_mean,top_eigenvalue_min_std
4,Random sampling,10,39860.5,123.42901693776194,242647.2,732.4037744911508,0.009705888,2.9296150979646376e-05,23.9163,0.07405741016265696,43.2,1.7511900715418267,23.97121152,0.0,0.0623875075135075,0.0,0.0,0.0,0.09094,0.008497345990889678,0.7722247193568264,0.01989275963156567,0.7095571262674256,0.020503919376341172,0.6223703083999979,0.0022535950084918246,0.09108901260000195,0.001091615936724562,0.13462226690000065,0.015566299605230052,0.00012142489999789063,1.6790655766632418e-06,0.09614307509999946,0.0030405991898983424,0.23089155410000045,0.016880169368123046,0.01737005430000025,0.00022182388835646793,0.9443460878999979,0.018339526635937648,2.576324799999992,0.1769159359518928,0.25079599590000046,0.016816882761815203,10.838088893890381,0.03093832049433331,0.00078125,0.0024705294220065464,,,0.009442441600000961,0.00011360127504520135,0.12515633759999928,0.015545108322619412,,,,,,,,,1.0616329828927233,0.002459172960291871,0.7119746429608086,0.002358516406530897
4,CountSketch random projection,10,39860.5,123.42901693776194,242647.2,732.4037744911508,0.009705888,2.9296150979646376e-05,23.9163,0.07405741016265696,43.2,1.7511900715418267,23.97121152,0.0,0.0623875075135075,0.0,0.0,0.0,0.05656,0.003979726400422804,0.8548548934964693,0.009829378579999092,0.7993595818459065,0.01105115058944616,0.6223703083999979,0.0022535950084918246,0.09108901260000195,0.001091615936724562,0.2209419914999998,0.0035773760323943586,0.0002838249999989273,6.47379910957057e-05,0.08487617919999906,0.0023953270020034122,0.30610740010000015,0.0034165611537099717,0.017711875100000184,0.0009599248423906411,1.0195613166999977,0.005276381774452433,3.349904800000002,0.03999898021422924,0.3263706455000026,0.003802269332997203,22.058220291137694,0.008381696027654453,0.973046875,2.146250030649894,,,,,,,0.09745699590000143,0.0036832297074311134,0.0948307624999984,0.0013679263498662835,0.015523749999998416,0.00025494493960926816,164.0,0.0,0.9999947723244602,7.053344435953882e-07,0.5875390905101894,0.00308963106114695
5,Non-random,10,35139.5,212.98995803141113,214745.4,1281.9443739015223,0.008589816,5.1277774956060705e-05,21.0837,0.1277939748188465,40.0,1.699673171197595,21.095051520000002,0.0,0.03990401921920999,0.0,0.0,0.0,0.16028,0.01124878265018535,0.6395362996291005,0.022381571664469854,0.5903485043766522,0.020860537834944074,0.5624331710999997,0.0049639464653441845,0.07943175409999981,0.0008906658881437672,0.11459223739999942,0.009805393249137666,0.00014874579999855087,4.584480069390402e-06,0.12013295400000032,0.006717722838786487,0.2348812083000027,0.013440884002527392,0.017951100100003715,0.0011813403637573002,0.8767388623999978,0.015136853050148547,2.495659199999994,0.06368679898935882,0.2554438625000003,0.013654918844478522,7.4142097473144535,0.0440120672802495,0.00390625,0.012352647110032733,,,,,,,,,,,,,,,1.0,4.577566798522237e-16,0.564364045028402,0.002498554552370832
5,Gaussian random projection,10,35139.5,212.98995803141113,214745.4,1281.9443739015223,0.008589816,5.1277774956060705e-05,21.0837,0.1277939748188465,40.0,1.699673171197595,21.095051520000002,0.0,0.03990401921920999,0.0,0.0,0.0,0.29488,0.014987461426138863,0.39969610344478934,0.023753464828548496,0.3724715740465355,0.021319981510679008,0.5624331710999997,0.0049639464653441845,0.07943175409999981,0.0008906658881437672,0.23951902910000059,0.004337096318794272,0.00031439619999957814,6.066685329314709e-05,0.1748747623,0.017355048673506034,0.41471387919999786,0.01991698493603246,0.01741220830000003,0.00024332023303783547,1.0565731127999995,0.020890343109310282,4.385862800000007,0.19319824417867276,0.4344813459000022,0.019902409787028643,28.074039268493653,0.01467068909341674,1.9,4.265275299183064,0.11163058739999769,0.0037430384669433063,,,,,,,,,,,,,0.9999921212167576,7.448851832995076e-07,0.5436778792063122,0.0022454552569003087
5,Random sampling,10,35139.5,212.98995803141113,214745.4,1281.9443739015223,0.008589816,5.1277774956060705e-05,21.0837,0.1277939748188465,40.0,1.699673171197595,21.095051520000002,0.0,0.03990401921920999,0.0,0.0,0.0,0.43528,0.061451060925657636,0.22401740452645144,0.04730685337670065,0.2186021994126346,0.04189963710560821,0.5624331710999997,0.0049639464653441845,0.07943175409999981,0.0008906658881437672,0.33413493729999855,0.02654628393759088,0.00014048740000305315,2.307269399037696e-05,0.25939022910000065,0.051171515517300745,0.5936709665999971,0.06614004171052282,0.01742150850000144,0.00023275713404761634,1.2355305790000017,0.06755715642509016,6.248075899999998,0.6252260736093439,0.6133929416000029,0.06618936144382419,9.602353191375732,0.05478383112026974,0.00234375,0.007411588266019639,,,0.008395462599999348,0.00011797723918467991,0.32571514149999814,0.026530151562768924,,,,,,,,,1.0600072739297035,0.00322152326893355,0.6968702832316037,0.0015923001037719787
5,CountSketch random projection,10,35139.5,212.98995803141113,214745.4,1281.9443739015223,0.008589816,5.1277774956060705e-05,21.0837,0.1277939748188465,40.0,1.699673171197595,21.095051520000002,0.0,0.03990401921920999,0.0,0.0,0.0,0.30213999999999996,0.023011118085733157,0.38873779175993073,0.03527275500608253,0.36262012008477335,0.0311273630467452,0.5624331710999997,0.0049639464653441845,0.07943175409999981,0.0008906658881437672,0.21982884590000396,0.003314345741699561,0.0003229540999996061,7.677524561992205e-05,0.18066092919999904,0.01488965956883939,0.40081872499999915,0.013307949910855092,0.017479000000000154,0.00021022751680106134,1.042677654400002,0.015476910134516813,4.236275699999998,0.15006845476946531,0.4205915374,0.013266348788301845,21.85837059020996,0.01467068909341674,0.002734375,0.008646852977022912,,,,,,,0.09669178349999896,0.002904777915861555,0.09478100390000037,0.0025113090316858603,0.015696899799999643,0.00032675866368301297,165.0,0.0,0.9999924313888767,1.1357692929572908e-06,0.5438720875470093,0.002576372575894048
6,Non-random,10,32616.6,216.5616155585597,199806.4,1306.9502413379525,0.007992256,5.22780096535179e-05,19.569960000000002,0.1299369693351354,36.8,1.6865480854231343,19.533170485248004,0.0,0.027694498899779957,0.0,0.0,0.0,0.50586,0.0361882792566261,0.16566797642351885,0.02277763645308886,0.17414032044027117,0.020665548612161366,0.5365812960000014,0.006676743559862932,0.07376538769999996,0.0008956194773279435,0.2988759583000018,0.03573650722793265,0.00016417080000223904,3.334666730482412e-05,0.38043761239999724,0.051042704758902976,0.6794848460000011,0.08381904946341646,0.018867787800002134,0.0034259608768586964,1.2898244252000026,0.086864961172409,6.990080699999976,0.7945865505302555,0.7008115623999984,0.08515212871336779,6.901319885253907,0.044870575607458454,0.0,0.0,,,,,,,,,,,,,,,0.9999999999999997,5.047141111338362e-16,0.5566056638362034,0.000682957178870587
6,Gaussian random projection,10,32616.6,216.5616155585597,199806.4,1306.9502413379525,0.007992256,5.22780096535179e-05,19.569960000000002,0.1299369693351354,36.8,1.6865480854231343,19.533170485248004,0.0,0.027694498899779957,0.0,0.0,0.0,0.6977,0.03195667205590858,0.044196885662009175,0.011556440539095844,0.056455147001990315,0.01194391195654043,0.5365812960000014,0.006676743559862932,0.07376538769999996,0.0008956194773279435,0.22918684170000175,0.01652745548051621,0.0003049791999998774,7.024576611242667e-05,0.569986428999998,0.06054142161975938,0.7994841042000005,0.06722236591300915,0.017695746100001485,0.000366963903185214,1.4098249336000008,0.07086093219524527,8.184748500000001,0.6598350013996213,0.8197964290999991,0.06684946902610385,28.060714530944825,0.014956858535819509,2.670703125,4.372307055785494,0.09986845429999676,0.014439666013347566,,,,,,,,,,,,,0.9999911451244687,9.69170240901464e-07,0.5394984903903602,0.0007956660759752252
6,Random sampling,10,32616.6,216.5616155585597,199806.4,1306.9502413379525,0.007992256,5.22780096535179e-05,19.569960000000002,0.1299369693351354,36.8,1.6865480854231343,19.533170485248004,0.0,0.027694498899779957,0.0,0.0,0.0,0.76734,0.010633301985324735,0.013129553942473244,0.0031076922664058505,0.019194168998327144,0.004062656847321428,0.5365812960000014,0.006676743559862932,0.07376538769999996,0.0008956194773279435,0.4775761209999942,0.05328329359888787,0.0001470331000049896,7.778057860093795e-06,0.5294580000000011,0.03607377503273343,1.0071861210000008,0.07976547221724727,0.01763712929999741,0.00030838370550607784,1.6175278378000015,0.07655439755104196,10.496268499999996,0.8456599202214364,1.0270379958000035,0.07976946786744549,8.953167343139649,0.06363794129248987,0.00859375,0.012461964702088957,,,0.007931491500002608,0.00013027436939364186,0.46962068739999835,0.05333042343996042,,,,,,,,,1.0620488258037868,0.0016500837555846143,0.7035982361817763,0.0006553479170675929
6,CountSketch random projection,10,32616.6,216.5616155585597,199806.4,1306.9502413379525,0.007992256,5.22780096535179e-05,19.569960000000002,0.1299369693351354,36.8,1.6865480854231343,19.533170485248004,0.0,0.027694498899779957,0.0,0.0,0.0,0.6968,0.02883300577848624,0.04492962817067862,0.009957519417291796,0.05669601031600609,0.010388434564065824,0.5365812960000014,0.006676743559862932,0.07376538769999996,0.0008956194773279435,0.20793619170000283,0.0031511546905686437,0.0003240374999990081,8.416989818143644e-05,0.6075165542999997,0.06990892462195063,0.8157824584999972,0.07009923025646576,0.01770998739999925,0.0007311449691023664,1.426123467200003,0.06952998701647051,8.505889100000024,0.62209787925097,0.8356968375999998,0.07022665252860316,21.806898880004884,0.014956858535819509,0.682421875,1.9941125043928143,,,,,,,0.08616354589999702,0.004424152238333048,0.09543492500000354,0.0017474291905855682,0.013591070700000785,0.00025289854914037916,166.0,0.0,0.9999904645616269,1.126167077404263e-06,0.5399574373520899,0.0008025260929106372
8,Non-random,10,29977.7,137.4457872924609,184141.8,835.9672774031699,0.007365671999999999,3.3438691096127185e-05,17.98662,0.08246747237547683,35.1,1.852925614624974,17.98081152,0.0,0.015559414403889183,0.0,0.0,0.0,0.8416399999999999,0.005020668392864766,0.0033687348689344482,0.0007962697134000759,0.007959516743828724,0.0012950080497467849,0.5106223208000017,0.01211255146575341,0.07098202510000533,0.005052561796083709,0.4485364914999991,0.06064000422751796,0.0001742416000013236,1.9119963118230507e-05,0.7233579415999969,0.053102639028700604,1.1720757710000016,0.10885910562960965,0.018697595800003342,0.001109070113648829,1.7536730206000044,0.114100205651843,11.041505199999984,1.0955095730943554,1.193103800000003,0.10917013882480385,6.363518524169922,0.028700658785357044,0.0015625,0.004941058844013093,,,,,,,,,,,,,,,1.0,5.285718846720614e-16,0.5639926242796175,0.0007723773048927786
8,Gaussian random projection,10,29977.7,137.4457872924609,184141.8,835.9672774031699,0.007365671999999999,3.3438691096127185e-05,17.98662,0.08246747237547683,35.1,1.852925614624974,17.98081152,0.0,0.015559414403889183,0.0,0.0,0.0,0.8454200000000001,0.004209460245156819,0.0023155013069187055,0.0007935760302919059,0.0062208227656559995,0.0013018447208735144,0.5106223208000017,0.01211255146575341,0.07098202510000533,0.005052561796083709,0.23066549999999494,0.025403927529876517,0.00029261239999982535,4.455624225020833e-05,0.6946176124999994,0.04331149560705128,0.9255813541000009,0.049292735586800536,0.018098425000002295,0.0006032258705309167,1.5071800708000012,0.0500370978319628,8.987126200000034,1.2829998096351596,0.946072566700002,0.0495372907258027,28.196816062927248,0.009566886261785645,2.683984375,5.664763022413,0.09538294150000581,0.019569908074204924,,,,,,,,,,,,,0.9999875148897672,2.00468971537066e-06,0.5472487060277642,0.0007562614648470383
8,Random sampling,10,29977.7,137.4457872924609,184141.8,835.9672774031699,0.007365671999999999,3.3438691096127185e-05,17.98662,0.08246747237547683,35.1,1.852925614624974,17.98081152,0.0,0.015559414403889183,0.0,0.0,0.0,0.8479800000000001,0.0062013976919185875,0.0017045041225163809,0.0006226700042922688,0.00521724410405796,0.0009923193595118293,0.5106223208000017,0.01211255146575341,0.07098202510000533,0.005052561796083709,0.6001209040999982,0.09214416307970076,0.00019119179999904645,5.711360512889907e-05,0.7211038040999995,0.05362698451893699,1.3214216375000034,0.11781517034011933,0.01969735390000551,0.0040492201828751075,1.9030202459000036,0.11736586772689246,12.150202300000046,1.5274911601362329,1.343296979300004,0.11889571306263821,8.263515758514405,0.037496710730888595,0.009375,0.021092142428454776,,,0.0077401249999923035,0.001030465687210253,0.5923533624000044,0.09262552255064387,,,,,,,,,1.0620309954663552,0.0024093345106290546,0.7121884138447723,0.0010100479296340052
8,CountSketch random projection,10,29977.7,137.4457872924609,184141.8,835.9672774031699,0.007365671999999999,3.3438691096127185e-05,17.98662,0.08246747237547683,35.1,1.852925614624974,17.98081152,0.0,0.015559414403889183,0.0,0.0,0.0,0.84762,0.0041787292060838244,0.002045770466835247,0.000630222237590645,0.0058210647450870085,0.0010751807087799464,0.5106223208000017,0.01211255146575341,0.07098202510000533,0.005052561796083709,0.2118176625999979,0.01501922535136869,0.00029059159999462737,4.113226221125169e-05,0.7519467961000004,0.06689299924302525,0.9640604916000001,0.06785212774378582,0.018423175000000923,0.0010171522325353652,1.5456593962,0.0688264454499969,9.33392739999997,1.140007191923426,0.9847190043000011,0.06736372309002163,21.866743183135988,0.009540224356004798,0.062109375,0.15054076875625982,,,,,,,0.08705231650000371,0.01575508919409438,0.09751547919999837,0.0023084191993343523,0.013948562500002027,0.0019219118616422065,168.0,0.0,0.9999879790124471,1.5383069833651442e-06,0.5472764919826276,0.0007757706690699526
10,Non-random,10,28718.2,217.5876834749613,176682.8,1285.937686411487,0.007067312000000001,5.143750745645977e-05,17.23092,0.1305526100849762,35.0,1.763834207376393,17.262731520000003,0.0,0.009946046832415702,0.0,0.0,0.0,0.87386,0.00365397804530289,0.0012745221305116902,0.0005255616388901254,0.006009315789672029,0.0010487106267440508,0.4881207124999946,0.008169507311716277,0.06755661659999249,0.008551871329647855,0.5730768872999988,0.05589788454888893,0.0001869916999993393,1.140321893250278e-05,0.8073368082000002,0.05535961691466864,1.380607545799998,0.08763621416880751,0.017846399799995537,0.0003970316432705193,1.9362780162999855,0.08595004191891584,13.884644099999969,0.9158404608383297,1.4007532707000023,0.08758688878169142,6.10743408203125,0.04414916678506235,0.01484375,0.030414169418034237,,,,,,,,,,,,,,,0.9999999999999997,5.62464303043322e-16,0.5682742498785834,0.0009785748875967
10,Gaussian random projection,10,28718.2,217.5876834749613,176682.8,1285.937686411487,0.007067312000000001,5.143750745645977e-05,17.23092,0.1305526100849762,35.0,1.763834207376393,17.262731520000003,0.0,0.009946046832415702,0.0,0.0,0.0,0.87462,0.004430650817506015,0.0014205403981528083,0.000992245642211338,0.006277410256186569,0.0018863118389427802,0.4881207124999946,0.008169507311716277,0.06755661659999249,0.008551871329647855,0.22217721260000473,0.008381229090070256,0.0003721500999944283,9.085831906247126e-05,0.8082851791000024,0.055878699526669275,1.0308409581000035,0.054790516181344076,0.018465533400001278,0.0012083532542845282,1.5865118708999888,0.05686990526009544,10.581631799999991,0.7015077204452019,1.051438175100006,0.05468870588787324,28.426945304870607,0.014716388928354496,1.315625,4.1233867945863505,0.08896109609999599,0.00683734552346618,,,,,,,,,,,,,0.9999871870705862,1.6052520337699844e-06,0.5514573747831215,0.0009672116147123792
10,Random sampling,10,28718.2,217.5876834749613,176682.8,1285.937686411487,0.007067312000000001,5.143750745645977e-05,17.23092,0.1305526100849762,35.0,1.763834207376393,17.262731520000003,0.0,0.009946046832415702,0.0,0.0,0.0,0.8775000000000001,0.0017365355036841423,0.00067350388153342,0.0002514274022578859,0.004850468643171108,0.0005208677182391127,0.4881207124999946,0.008169507311716277,0.06755661659999249,0.008551871329647855,0.690247475000001,0.09845845881976663,0.00018569180000156394,1.8211200476921077e-05,0.7863270209000006,0.08556863997056025,1.4767655749,0.16279872124644293,0.01843621660000565,0.0010460951770985963,2.03243751679999,0.17068090297404495,14.991275099999939,1.3749821851598951,1.4973828918999998,0.1629940134527436,7.9322583198547365,0.05927370648871376,0.00390625,0.008235098073355153,,,0.007161554099997147,0.0003816585379418101,0.6830598832999926,0.09836279233348509,,,,,,,,,1.061495931469807,0.002034543028245001,0.7165116671590908,0.0010631153924331998
